time,spir,snimac1,setpoint,vent
0,0,0.0439453125,0.35,6
0.0999999999999091,0,0,0.35,6
0.199999999999932,1.2806421875,0.009765625,0.35,6
0.299999999999955,1.3064875,0.01953125,0.35,6
0.399999999999977,1.36729375,0.01953125,0.35,6
0.5,1.33620546875,0.0439453125,0.35,6
0.599999999999909,1.39251953125,0.0439453125,0.35,6
0.699999999999932,1.70613828125,-0.0244140625,0.35,6
0.799999999999955,1.6096203125,0.01953125,0.35,6
0.899999999999977,1.57853203125,0.0439453125,0.35,6
1,1.726740625,0.01953125,0.35,6
1.09999999999991,1.6772734375,0.048828125,0.35,6
1.19999999999993,1.69593125,0.05859375,0.35,6
1.29999999999995,1.84144453125,0.0341796875,0.35,6
1.39999999999998,1.770903125,0.068359375,0.35,6
1.5,1.8594828125,0.05859375,0.35,6
1.59999999999991,1.87634375,0.068359375,0.35,6
1.69999999999993,2.02006015625,0.0439453125,0.35,6
1.79999999999995,1.92934296875,0.0830078125,0.35,6
1.89999999999998,1.886575,0.107421875,0.35,6
2,2.004725,0.087890625,0.35,6
2.09999999999991,1.88754296875,0.1318359375,0.35,6
2.19999999999993,1.92768515625,0.1318359375,0.35,6
2.29999999999995,2.00458515625,0.1220703125,0.35,6
2.39999999999998,2.1751765625,0.087890625,0.35,6
2.5,2.0028578125,0.146484375,0.35,6
2.59999999999991,1.9667890625,0.166015625,0.35,6
2.69999999999993,2.01902109375,0.1611328125,0.35,6
2.79999999999995,1.98025703125,0.1806640625,0.35,6
2.89999999999998,1.956278125,0.1953125,0.35,6
3,2.00311953125,0.1904296875,0.35,6
3.09999999999991,1.99572265625,0.2001953125,0.35,6
3.19999999999993,2.0049078125,0.205078125,0.35,6
3.29999999999995,1.8845421875,0.244140625,0.35,6
3.39999999999998,1.8305046875,0.263671875,0.35,6
3.5,1.97504140625,0.2294921875,0.35,6
3.59999999999991,1.8318046875,0.2734375,0.35,6
3.69999999999993,1.86427109375,0.2685546875,0.35,6
3.79999999999995,1.73222578125,0.3076171875,0.35,6
3.89999999999998,1.77678203125,0.2978515625,0.35,6
4,1.67610390625,0.3271484375,0.35,6
4.09999999999991,1.5884140625,0.3515625,0.35,6
4.19999999999993,1.75353671875,0.3076171875,0.35,6
4.29999999999995,1.669440625,0.33203125,0.35,6
4.39999999999998,1.50733671875,0.3759765625,0.35,6
4.5,1.46579921875,0.3857421875,0.35,6
4.59999999999991,1.514359375,0.37109375,0.35,6
4.69999999999993,1.4002046875,0.400390625,0.35,6
4.79999999999995,1.33579609375,0.4150390625,0.35,6
4.89999999999998,1.25031328125,0.4345703125,0.35,6
5,1.326646875,0.41015625,0.35,6
5.09999999999991,1.40747265625,0.3857421875,0.35,6
5.19999999999993,1.198728125,0.439453125,0.35,6
5.29999999999995,1.18226875,0.439453125,0.35,6
5.39999999999998,1.165809375,0.439453125,0.35,6
5.5,1.24124453125,0.4150390625,0.35,6
5.59999999999991,0.990351562500002,0.478515625,0.35,6
5.69999999999993,0.856431250000002,0.5078125,0.35,6
5.79999999999995,1.0111828125,0.458984375,0.35,6
5.89999999999998,0.935992968750002,0.4736328125,0.35,6
6,0.876486718750003,0.4833984375,0.35,6
6.09999999999991,0.833562500000002,0.48828125,0.35,6
6.19999999999993,0.863255468750002,0.4736328125,0.35,6
6.29999999999995,0.730233593750002,0.5029296875,0.35,6
6.39999999999998,0.610200000000003,0.52734375,0.35,6
6.5,0.595947656250003,0.5224609375,0.35,6
6.59999999999991,0.472320312500003,0.546875,0.35,6
6.69999999999993,0.527989843750003,0.5224609375,0.35,6
6.79999999999995,0.533014843750003,0.5126953125,0.35,6
6.89999999999998,0.411184375000003,0.537109375,0.35,6
7,0.487029687500002,0.5078125,0.35,6
7.09999999999991,0.347718750000003,0.537109375,0.35,6
7.19999999999993,0.239775000000003,0.556640625,0.35,6
7.29999999999995,0.422300000000003,0.498046875,0.35,6
7.39999999999998,0.137754687500003,0.56640625,0.35,6
7.5,0.244967187500003,0.52734375,0.35,6
7.59999999999991,0.157199218750002,0.5419921875,0.35,6
7.69999999999993,0.0851148437500022,0.5517578125,0.35,6
7.79999999999995,0.195022656250003,0.5126953125,0.35,6
7.89999999999998,0.0364343750000025,0.546875,0.35,6
8,-0.110064062499998,0.576171875,0.35,6
8.09999999999991,-0.133300781249997,0.5712890625,0.35,6
8.19999999999993,-0.155639062499997,0.56640625,0.35,6
8.29999999999995,-0.0668054687499975,0.5322265625,0.35,6
8.39999999999998,0.065075000000002,0.48828125,0.35,6
8.5,-0.162536718749998,0.5419921875,0.35,6
8.59999999999991,-0.0692109374999976,0.5078125,0.35,6
8.69999999999993,-0.0982484374999979,0.5078125,0.35,6
8.79999999999995,0.130018750000002,0.439453125,0.35,6
8.89999999999998,-0.143745312499998,0.5078125,0.35,6
9,-0.227919531249998,0.5224609375,0.35,6
9.09999999999991,-0.149378906249998,0.4931640625,0.35,6
9.19999999999993,-0.285994531249998,0.5224609375,0.35,6
9.29999999999995,-0.133938281249998,0.4736328125,0.35,6
9.39999999999998,-0.119928906249998,0.4638671875,0.35,6
9.5,-0.0673648437499978,0.4443359375,0.35,6
9.59999999999991,-0.121480468749998,0.4541015625,0.35,6
9.69999999999993,-0.214150781249998,0.4736328125,0.35,6
9.79999999999995,-0.273657031249998,0.4833984375,0.35,6
9.89999999999998,-0.187928906249998,0.4541015625,0.35,6
10,0.0134632812500026,0.3955078125,0.35,6
10.0999999999999,-0.233835937499998,0.458984375,0.35,6
10.1999999999999,-0.235510156249998,0.4541015625,0.35,6
10.3,-0.236285937499998,0.44921875,0.35,6
10.4,-0.125889843749998,0.4150390625,0.35,6
10.5,-0.101099218749998,0.4052734375,0.35,6
10.5999999999999,-0.000996093749997762,0.3759765625,0.35,6
10.6999999999999,-0.226322656249998,0.4345703125,0.35,6
10.8,-0.186746874999998,0.419921875,0.35,6
10.9,-0.126096874999998,0.400390625,0.35,6
11,0.0851781250000023,0.341796875,0.35,6
11.0999999999999,0.0683085937500021,0.3466796875,0.35,6
11.1999999999999,-0.0413539062499977,0.3759765625,0.35,6
11.3,0.100897656250003,0.3369140625,0.35,6
11.4,0.103305468750002,0.3369140625,0.35,6
11.5,0.160850000000003,0.322265625,0.35,6
11.5999999999999,0.0924375000000026,0.341796875,0.35,6
11.6999999999999,0.149083593750002,0.3271484375,0.35,6
11.8,0.024635937500002,0.361328125,0.35,6
11.9,0.114446093750002,0.3369140625,0.35,6
12,0.0249593750000026,0.361328125,0.35,6
12.0999999999999,0.0412539062500024,0.3564453125,0.35,6
12.1999999999999,0.297372656250002,0.2880859375,0.35,6
12.3,0.106596875000002,0.341796875,0.35,6
12.4,0.200000781250002,0.3173828125,0.35,6
12.5,0.132486718750002,0.3369140625,0.35,6
12.5999999999999,0.318683593750002,0.2880859375,0.35,6
12.6999999999999,0.421970312500002,0.263671875,0.35,6
12.8,0.345960156250002,0.2880859375,0.35,6
12.9,0.228700000000002,0.322265625,0.35,6
13,0.362455468750002,0.2880859375,0.35,6
13.0999999999999,0.337089843750002,0.2978515625,0.35,6
13.1999999999999,0.420200781250002,0.2783203125,0.35,6
13.3,0.470147656250003,0.2685546875,0.35,6
13.4,0.411617968750003,0.2880859375,0.35,6
13.5,0.459767968750002,0.2783203125,0.35,6
13.5999999999999,0.436199218750002,0.2880859375,0.35,6
13.6999999999999,0.521107031250002,0.2685546875,0.35,6
13.8,0.536092968750002,0.2685546875,0.35,6
13.9,0.624594531250002,0.2490234375,0.35,6
14,0.496142968750002,0.2880859375,0.35,6
14.0999999999999,0.581050781250003,0.2685546875,0.35,6
14.1999999999999,0.632794531250003,0.2587890625,0.35,6
14.3,0.667956250000002,0.25390625,0.35,6
14.4,0.832668750000003,0.21484375,0.35,6
14.5,0.673748437500002,0.263671875,0.35,6
14.6,0.652875000000003,0.2734375,0.35,6
14.6999999999999,0.777235937500002,0.244140625,0.35,6
14.8,0.631303906250002,0.2880859375,0.35,6
14.9,0.716211718750002,0.2685546875,0.35,6
15,0.841471093750002,0.2392578125,0.35,6
15.1,0.733195312500002,0.2734375,0.35,6
15.1999999999999,0.728903906250002,0.2783203125,0.35,6
15.3,0.778850781250002,0.2685546875,0.35,6
15.4,0.738700000000002,0.283203125,0.35,6
15.5,0.806127343750002,0.2685546875,0.35,6
15.6,0.747597656250002,0.2880859375,0.35,6
15.6999999999999,0.887642187500002,0.25390625,0.35,6
15.8,0.758292187500002,0.29296875,0.35,6
15.9,0.805543750000002,0.283203125,0.35,6
16,1.0016234375,0.234375,0.35,6
16.1,0.949382812500001,0.25390625,0.35,6
16.1999999999999,0.746517187500002,0.3125,0.35,6
16.3,0.882069531250002,0.2783203125,0.35,6
16.4,0.766606250000001,0.3125,0.35,6
16.5,0.810264062500002,0.302734375,0.35,6
16.6,0.947613281250002,0.2685546875,0.35,6
16.6999999999999,0.778810156250001,0.3173828125,0.35,6
16.8,0.858327343750002,0.2978515625,0.35,6
16.9,0.959817187500001,0.2734375,0.35,6
17,0.845252343750001,0.3076171875,0.35,6
17.1,0.706019531250002,0.3466796875,0.35,6
17.1999999999999,0.798525000000001,0.322265625,0.35,6
17.3,0.840385937500002,0.3125,0.35,6
17.4,0.792149218750001,0.3271484375,0.35,6
17.5,0.796353906250001,0.3271484375,0.35,6
17.6,0.745421875000001,0.341796875,0.35,6
17.6999999999999,0.875583593750001,0.3076171875,0.35,6
17.8,0.754729687500001,0.341796875,0.35,6
17.9,0.774617968750001,0.3369140625,0.35,6
18,0.648373437500001,0.37109375,0.35,6
18.1,0.718007812500001,0.3515625,0.35,6
18.1999999999999,0.919888281250001,0.2978515625,0.35,6
18.3,0.708936718750001,0.3564453125,0.35,6
18.4,0.762887500000001,0.341796875,0.35,6
18.5,0.69088125,0.361328125,0.35,6
18.6,0.780691406250001,0.3369140625,0.35,6
18.6999999999999,0.78309921875,0.3369140625,0.35,6
18.8,0.859022656250001,0.3173828125,0.35,6
18.9,0.75475078125,0.3466796875,0.35,6
19,0.6634671875,0.37109375,0.35,6
19.1,0.60444921875,0.3857421875,0.35,6
19.1999999999999,0.56111484375,0.3955078125,0.35,6
19.3,0.77328828125,0.3369140625,0.35,6
19.4,0.702180468750001,0.3564453125,0.35,6
19.5,0.6458578125,0.37109375,0.35,6
