t,r,y,ym,u,t1,t2,t3,ypb
415.251,0.118639,6.007306,0.03529539,3.000015,2.97E-05,-1.02E-05,0.000133659,5.9932
415.351,0.1194018,6.004051,0.03571036,3.000018,3.18E-05,-9.16E-06,0.000144129,5.9932
415.451,0.1201643,6.002966,0.03612474,3.000019,3.44E-05,-1.00E-05,0.000156558,5.9932
415.552,0.1209342,6.005859,0.03654319,3.000021,3.71E-05,-8.93E-06,0.000169889,5.9932
415.652,0.1216961,5.998987,0.03696105,3.000023,3.96E-05,-9.79E-06,0.000182108,5.9932
415.752,0.1224577,5.997179,0.03738301,3.000025,4.28E-05,-8.35E-06,0.000198239,5.9932
415.851,0.1232115,5.989222,0.03780431,3.000027,4.64E-05,-1.00E-05,0.000215722,5.9932
415.952,0.1239801,5.994647,0.03822967,3.000029,5.07E-05,-8.24E-06,0.000237836,5.9932
416.052,0.1247408,5.996817,0.0386543,3.000032,5.46E-05,-1.06E-05,0.000257523,5.9932
416.152,0.1255012,5.993562,0.03908309,3.000035,5.81E-05,-8.78E-06,0.000276484,5.9932
416.252,0.1262613,6.004051,0.03951108,3.000037,6.22E-05,-1.11E-05,0.000297671,5.9932
416.351,0.1270135,6.015625,0.03994318,3.00004,6.51E-05,-9.79E-06,0.000313525,5.9932
416.452,0.1277806,6.010923,0.0403745,3.000043,6.69E-05,-1.05E-05,0.000323321,5.9932
416.552,0.1285397,6.002604,0.0408098,3.000044,6.92E-05,-8.92E-06,0.000336125,5.9932
416.652,0.1292986,6.005497,0.04124447,3.000046,7.25E-05,-1.04E-05,0.000354068,5.9932
416.752,0.1300571,5.997902,0.04168301,3.000049,7.55E-05,-8.93E-06,0.000370783,5.9932
416.852,0.1308153,6.000434,0.04212092,3.000051,7.94E-05,-1.04E-05,0.000392364,5.9932
416.952,0.1315732,6.008029,0.04256267,3.000055,8.30E-05,-9.21E-06,0.000412937,5.9932
417.052,0.1323307,5.997902,0.04300378,3.000058,8.59E-05,-1.02E-05,0.000429463,5.9932
417.152,0.133088,6.012732,0.04344869,3.000061,8.99E-05,-8.28E-06,0.000452523,5.9932
417.252,0.1338449,6.018518,0.04389296,3.000064,9.24E-05,-9.60E-06,0.000467071,5.9932
417.352,0.1346014,6.014902,0.04434099,3.000067,9.44E-05,-8.13E-06,0.000478486,5.9932
417.452,0.1353577,6.007306,0.04478839,3.000068,9.68E-05,-9.11E-06,0.00049254,5.9932
417.551,0.136106,6.003327,0.0452395,3.000071,0.000100049,-6.93E-06,0.000511779,5.9932
417.651,0.1368616,6.008391,0.04568999,3.000074,0.000103926,-8.97E-06,0.000534017,5.9932
417.752,0.1376244,6.018157,0.04614408,3.000078,0.00010717,-7.06E-06,0.000553527,5.9932
417.852,0.1383793,6.01888,0.04659762,3.000081,0.000109516,-8.06E-06,0.000567214,5.9932
417.952,0.1391338,6.007306,0.04705479,3.000083,0.000111763,-6.36E-06,0.00058086,5.9932
418.052,0.139888,6.004051,0.04751135,3.000086,0.00011549,-7.85E-06,0.000602566,5.9932
418.152,0.1406419,6.008753,0.04797149,3.000089,0.000119521,-5.75E-06,0.000626952,5.9932
418.252,0.1413954,6.01454,0.04843102,3.000094,0.000123216,-7.42E-06,0.000648724,5.9932
418.352,0.1421486,6.014178,0.04889411,3.000097,0.000126206,-5.62E-06,0.000667093,5.9932
418.452,0.1429014,6.005859,0.04935658,3.0001,0.000129416,-6.72E-06,0.000686202,5.9932
418.552,0.1436538,6.003327,0.04982257,3.000103,0.000133535,-4.34E-06,0.00071156,5.9932
418.652,0.1444059,6.004051,0.05028794,3.000108,0.000138171,-6.55E-06,0.000739248,5.9932
418.752,0.1451577,5.995732,0.05075679,3.000112,0.000142624,-4.22E-06,0.000767013,5.9932
418.852,0.1459091,6.000796,0.05122504,3.000117,0.000148268,-6.80E-06,0.000801282,5.9932
418.952,0.1466601,6.014902,0.05169672,3.000124,0.000153211,-4.97E-06,0.000832571,5.9932
419.052,0.1474108,5.994647,0.05216779,3.000127,0.000156697,-6.26E-06,0.00085428,5.9932
419.152,0.1481611,6.006583,0.05264227,3.000134,0.000162439,-2.72E-06,0.000891324,5.9932
419.252,0.148911,6.008753,0.05311614,3.000139,0.000167076,-5.98E-06,0.000920259,5.9932
419.351,0.1496531,6.01454,0.05359337,3.000145,0.000171294,-2.49E-06,0.000948192,5.9932
419.451,0.1504023,6.005136,0.05407,3.000148,0.000175125,-5.00E-06,0.000972392,5.9932
419.551,0.1511512,6.009476,0.05454988,3.000154,0.000179901,-6.40E-07,0.001004287,5.9932
419.651,0.1518996,6.010923,0.05502923,3.00016,0.000184516,-4.31E-06,0.001033517,5.9932
419.751,0.1526477,6.014902,0.0555118,3.000166,0.000188765,-1.61E-07,0.001062258,5.9932
419.852,0.1534029,6.012732,0.05599385,3.00017,0.000192878,-3.27E-06,0.001088534,5.9932
419.952,0.1541502,6.004774,0.05647907,3.000174,0.00019708,1.03E-06,0.001117118,5.9932
420.051,0.1548897,6.006221,0.05696385,3.000181,0.000202625,-3.25E-06,0.001152625,5.9932
420.151,0.1556363,6.004413,0.0574517,3.000187,0.000207758,1.18E-06,0.001187669,5.9932
420.251,0.1563825,6.015625,0.05793902,3.000196,0.000213485,-3.05E-06,0.001224861,5.9932
420.352,0.1571357,6.008391,0.05842946,3.0002,0.000217657,3.69E-07,0.001253668,5.9932
420.451,0.1578737,5.99754,0.05891937,3.000204,0.000223027,-2.58E-06,0.001289038,5.9932
420.551,0.1586187,6.010923,0.05941243,3.000215,0.000229545,1.83E-06,0.001334059,5.9932
420.651,0.1593634,6.016348,0.05990482,3.000223,0.00023476,-1.89E-06,0.001368735,5.9932
420.751,0.1601076,6.008029,0.0604004,3.000227,0.000239128,2.04E-06,0.001399562,5.9932
420.851,0.1608514,5.997179,0.06089532,3.000232,0.000244884,-1.49E-06,0.001438097,5.9932
420.952,0.1616023,5.996455,0.06139339,3.00024,0.000251765,3.58E-06,0.001486621,5.9932
421.052,0.1623454,6.004413,0.06189079,3.000252,0.000259156,-2.14E-06,0.001536592,5.9932
421.152,0.163088,6.003689,0.06239139,3.00026,0.00026525,2.25E-06,0.001580503,5.9932
421.252,0.1638303,5.99103,0.06289125,3.000265,0.000271806,-1.98E-06,0.001625839,5.9932
421.352,0.1645721,5.994647,0.06339427,3.000277,0.000279653,3.52E-06,0.001683124,5.9932
421.452,0.1653135,6.001519,0.06389656,3.000289,0.00028749,-3.05E-06,0.001738103,5.9932
421.552,0.1660545,6.008753,0.06440196,3.000301,0.000294109,2.00E-06,0.001787821,5.9932
421.652,0.1667952,5.994647,0.06490664,3.000306,0.000300238,-2.46E-06,0.001831865,5.9932
421.752,0.1675354,6.011285,0.0654144,3.000322,0.000307794,4.17E-06,0.00188953,5.9932
421.852,0.1682752,5.996817,0.06592143,3.000326,0.000313775,-1.44E-06,0.001932875,5.9932
421.951,0.1690071,5.986328,0.06643151,3.000333,0.000321133,7.07E-06,0.001990376,5.9932
422.051,0.1697461,6.008391,0.06694088,3.000353,0.000330489,-3.65E-06,0.002058551,5.9932
422.152,0.170492,6.018518,0.06745318,3.000367,0.000336565,2.26E-06,0.00210705,5.9932
422.252,0.1712302,6.000796,0.06796484,3.00037,0.000341849,-1.98E-06,0.00214684,5.9932
422.352,0.1719678,5.990668,0.06847949,3.000377,0.000348995,6.07E-06,0.002204282,5.9932
422.452,0.1727051,6.003689,0.06899341,3.000395,0.000358063,-3.52E-06,0.002272362,5.9932
422.551,0.1734346,6.006583,0.06951028,3.000408,0.00036498,3.02E-06,0.002328872,5.9932
422.651,0.174171,6.000796,0.07002644,3.000417,0.000372056,-3.02E-06,0.002383492,5.9932
422.751,0.174907,6.012732,0.07054544,3.000434,0.000379456,4.25E-06,0.002444698,5.9932
422.851,0.1756426,6.010561,0.0710638,3.000444,0.000385918,-1.78E-06,0.002495081,5.9932
422.951,0.1763777,5.9932,0.07158497,3.000448,0.000392277,5.69E-06,0.002548509,5.9932
423.051,0.1771124,6.008753,0.0721055,3.000469,0.00040145,-3.00E-06,0.002620251,5.9932
423.152,0.177854,6.013816,0.07262881,3.000484,0.000408217,2.83E-06,0.00267734,5.9932
423.252,0.1785878,6.004413,0.07315148,3.000491,0.000414816,-1.80E-06,0.002730227,5.9932
423.351,0.1793138,6.003327,0.07367697,3.000504,0.000422288,5.14E-06,0.00279366,5.9932
423.452,0.1800541,5.996455,0.07420176,3.000515,0.000430453,-1.65E-06,0.00285921,5.9932
423.551,0.1807792,5.994285,0.07472926,3.000529,0.000439037,6.07E-06,0.002932911,5.9932
423.651,0.1815113,5.990306,0.0752562,3.000544,0.000448509,-2.74E-06,0.003009959,5.9932
423.752,0.1822502,5.991392,0.07578567,3.000561,0.000457906,5.34E-06,0.003092297,5.9932
423.852,0.1829813,5.995008,0.07631466,3.00058,0.000467797,-4.46E-06,0.003174624,5.9932
423.952,0.183712,5.99103,0.07684622,3.000595,0.000476636,3.33E-06,0.003254228,5.9932
424.051,0.184435,5.994285,0.07737724,3.000615,0.000486589,-5.99E-06,0.003339237,5.9932
424.152,0.185172,5.98886,0.0779108,3.00063,0.000495568,1.30E-06,0.003421883,5.9932
424.252,0.1859014,5.994285,0.07844373,3.000652,0.0005058,-7.76E-06,0.003511599,5.9932
424.352,0.1866302,5.996094,0.07897932,3.000671,0.000514826,-1.28E-06,0.003596556,5.9932
424.451,0.1873514,5.988498,0.07951422,3.000686,0.000524149,-8.76E-06,0.003680685,5.9932
424.552,0.1880866,5.99103,0.08005174,3.000707,0.00053389,-1.47E-06,0.003774434,5.9932
424.651,0.1888068,5.99103,0.0805885,3.000727,0.000543898,-1.07E-05,0.003866582,5.9932
424.752,0.1895411,6.004051,0.08112801,3.000755,0.000553319,-3.21E-06,0.003959954,5.9932
424.851,0.1902604,6.002966,0.0816666,3.000772,0.000561766,-1.10E-05,0.004039775,5.9932
424.951,0.1909864,5.999349,0.08220805,3.000789,0.000569848,-2.70E-06,0.004121982,5.9932
425.052,0.1917193,6.002243,0.08274845,3.00081,0.000579015,-1.13E-05,0.00420952,5.9932
425.152,0.1924444,6.004051,0.08329175,3.000831,0.000587318,-3.33E-06,0.004294907,5.9932
425.252,0.1931691,5.988498,0.08383407,3.000843,0.000596023,-1.10E-05,0.00437938,5.9932
425.352,0.1938933,5.989945,0.08437919,3.000865,0.000606008,-1.23E-06,0.004483292,5.9932
425.452,0.194617,5.989222,0.08492333,3.000888,0.000616567,-1.31E-05,0.004586816,5.9932
425.551,0.1953329,6.003689,0.08547024,3.000921,0.000626435,-3.17E-06,0.004692514,5.9932
425.652,0.1960629,5.999711,0.08601618,3.00094,0.000635345,-1.33E-05,0.004782235,5.9932
425.752,0.1967852,5.991392,0.08656477,3.000957,0.000644038,-2.24E-06,0.004877978,5.9932
425.851,0.1974997,5.9932,0.08711256,3.000982,0.000654564,-1.48E-05,0.004985079,5.9932
425.951,0.198221,5.995008,0.08766289,3.001008,0.000664072,-4.21E-06,0.005091319,5.9932
426.051,0.1989418,5.984158,0.08821234,3.001027,0.000674174,-1.60E-05,0.005196687,5.9932
426.152,0.1996693,5.993924,0.08876438,3.00106,0.000684683,-3.93E-06,0.005316793,5.9932
426.252,0.2003891,6.001519,0.08931555,3.00109,0.000694961,-1.78E-05,0.005426202,5.9932
426.352,0.2011084,5.984519,0.08986934,3.001104,0.000703524,-6.28E-06,0.005527481,5.9932
426.452,0.2018273,5.987413,0.0904222,3.001134,0.000714923,-2.01E-05,0.005651474,5.9932
426.552,0.2025456,5.983796,0.09097765,3.001161,0.000725104,-9.87E-06,0.005773267,5.9932
426.651,0.2032562,5.998625,0.09153216,3.001198,0.000736477,-2.33E-05,0.005901122,5.9932
426.751,0.2039735,5.997179,0.09208924,3.001227,0.000745428,-1.48E-05,0.006011465,5.9932
426.851,0.2046904,6.013455,0.09264531,3.001263,0.000755196,-2.38E-05,0.006125062,5.9932
426.952,0.2054138,6.009838,0.09320399,3.001288,0.000762701,-1.70E-05,0.006218955,5.9932
427.051,0.2061225,6.003327,0.09376168,3.001309,0.000771146,-2.22E-05,0.006318863,5.9932
427.151,0.2068378,5.992115,0.094322,3.001328,0.000779967,-1.50E-05,0.006428648,5.9932
427.251,0.2075526,5.9932,0.09488119,3.001358,0.000790607,-2.28E-05,0.006554634,5.9932
427.351,0.2082669,5.999349,0.09544307,3.001393,0.000800649,-1.68E-05,0.006680668,5.9932
427.451,0.2089806,5.989583,0.09600382,3.001418,0.000810494,-2.38E-05,0.006799984,5.9932
427.552,0.209701,5.994285,0.09656722,3.001451,0.000820932,-1.63E-05,0.00693388,5.9932
427.652,0.2104137,5.992477,0.0971295,3.001483,0.000831437,-2.56E-05,0.007062966,5.9932
427.752,0.2111259,5.996455,0.09769447,3.001518,0.000841538,-1.74E-05,0.007196028,5.9932
427.852,0.2118376,5.994647,0.09825826,3.00155,0.000851838,-2.68E-05,0.007325195,5.9932
427.952,0.2125488,5.9932,0.0988247,3.001582,0.000861721,-1.80E-05,0.007458371,5.9932
428.052,0.2132594,5.997179,0.09938996,3.001619,0.000872437,-2.82E-05,0.007595099,5.9932
428.152,0.2139695,5.988136,0.09995785,3.001648,0.000882099,-1.99E-05,0.00772786,5.9932
428.251,0.214672,5.984881,0.1005246,3.001681,0.000893373,-2.97E-05,0.007874829,5.9932
428.351,0.2153811,5.982711,0.1010939,3.001717,0.000904347,-2.23E-05,0.008028009,5.9932
428.451,0.2160896,5.974754,0.101662,3.001751,0.000916126,-3.33E-05,0.008185934,5.9932
428.551,0.2167976,5.985966,0.1022327,3.001799,0.000927974,-2.58E-05,0.00835688,5.9932
428.651,0.2175051,5.984519,0.1028021,3.001841,0.000939253,-3.82E-05,0.008513556,5.9932
428.751,0.218212,5.996455,0.1033742,3.001889,0.000949852,-2.88E-05,0.008674005,5.9932
428.852,0.2189254,6.004051,0.1039451,3.001935,0.000959964,-4.04E-05,0.008818902,5.9932
428.951,0.2196242,6.009114,0.1045185,3.001977,0.000968613,-3.04E-05,0.008954376,5.9932
429.051,0.2203295,5.997179,0.1050908,3.002006,0.000977513,-3.91E-05,0.009084027,5.9932
429.152,0.2210413,5.99537,0.1056655,3.00204,0.000986967,-2.73E-05,0.009232791,5.9932
429.252,0.2217456,6.009838,0.1062391,3.002088,0.000997489,-4.00E-05,0.009385894,5.9932
429.352,0.2224492,5.990306,0.1068152,3.002117,0.001005833,-3.00E-05,0.009519163,5.9932
429.452,0.2231523,5.984519,0.1073901,3.00215,0.001016909,-4.00E-05,0.009683223,5.9932
429.552,0.2238549,6.001519,0.1079674,3.002206,0.001027879,-3.17E-05,0.009857731,5.9932
429.652,0.2245569,6.007306,0.1085436,3.002256,0.001037798,-4.19E-05,0.01000835,5.9932
429.752,0.2252584,6.010561,0.1091222,3.0023,0.00104652,-3.20E-05,0.01015186,5.9932
429.851,0.2259523,6.004774,0.1096997,3.002336,0.00105567,-4.03E-05,0.01029205,5.9932
429.952,0.2266596,6.005497,0.1102795,3.002376,0.001064835,-2.94E-05,0.01044275,5.9932
430.052,0.2273594,5.992838,0.1108581,3.002409,0.001074746,-3.93E-05,0.01059402,5.9932
430.151,0.2280516,5.991392,0.1114392,3.002449,0.001085211,-2.70E-05,0.01076664,5.9932
430.251,0.2287503,6.004413,0.112019,3.002506,0.001096746,-4.11E-05,0.01094332,5.9932
430.352,0.2294554,5.9932,0.1126012,3.002546,0.001106131,-3.04E-05,0.01110141,5.9932
430.452,0.2301529,5.977647,0.1131822,3.00258,0.001117457,-4.14E-05,0.01127892,5.9932
430.552,0.2308498,5.982349,0.1137657,3.002632,0.001129524,-3.06E-05,0.01148291,5.9932
430.651,0.2315393,5.98669,0.1143479,3.002691,0.001141933,-4.66E-05,0.01168139,5.9932
430.751,0.2322351,5.985243,0.1149324,3.002744,0.001152886,-3.55E-05,0.01187487,5.9932
430.851,0.2329304,5.988498,0.1155157,3.0028,0.001164814,-4.99E-05,0.0120726,5.9932
430.951,0.233625,5.984519,0.1161014,3.002852,0.00117549,-3.94E-05,0.01226702,5.9932
431.052,0.2343261,5.985966,0.1166857,3.002908,0.001187342,-5.31E-05,0.01246984,5.9932
431.152,0.2350196,6.004051,0.1172725,3.002978,0.001198155,-4.33E-05,0.01267228,5.9932
431.252,0.2357125,6.005859,0.1178581,3.003037,0.001208032,-5.46E-05,0.012847,5.9932
431.352,0.2364049,5.987051,0.1184459,3.003073,0.001217014,-4.25E-05,0.01302058,5.9932
431.452,0.2370967,5.99103,0.1190325,3.003126,0.001228651,-5.52E-05,0.01322719,5.9932
431.552,0.2377878,5.998987,0.1196214,3.003191,0.00123911,-4.60E-05,0.01342917,5.9932
431.652,0.2384785,5.9932,0.1202091,3.003246,0.001249539,-5.65E-05,0.01361981,5.9932
431.752,0.2391685,5.984158,0.120799,3.003293,0.001259772,-4.56E-05,0.01382211,5.9932
431.852,0.2398579,5.978733,0.1213877,3.003347,0.001271652,-5.90E-05,0.0140417,5.9932
431.952,0.2405467,5.990306,0.1219786,3.003418,0.001283102,-4.92E-05,0.01427258,5.9932
432.052,0.241235,5.993562,0.1225683,3.003487,0.001294256,-6.33E-05,0.01448582,5.9932
432.152,0.2419226,5.998987,0.1231602,3.003554,0.001304204,-5.17E-05,0.01469552,5.9932
432.252,0.2426096,5.986328,0.1237509,3.003607,0.001314536,-6.41E-05,0.0148979,5.9932
432.352,0.2432961,5.98886,0.1243437,3.003666,0.00132507,-5.05E-05,0.01512421,5.9932
432.452,0.2439819,5.993562,0.1249354,3.003736,0.001336388,-6.72E-05,0.01534822,5.9932
432.552,0.2446672,5.998264,0.1255292,3.003806,0.001346214,-5.37E-05,0.01556611,5.9932
432.651,0.245345,5.981265,0.1261218,3.00386,0.00135663,-6.80E-05,0.01577782,5.9932
432.751,0.246029,5.984158,0.1267164,3.003921,0.001367418,-5.19E-05,0.01602159,5.9932
432.852,0.2467193,5.997902,0.1273099,3.004002,0.001379135,-7.25E-05,0.01626243,5.9932
432.952,0.2474021,6.006944,0.1279055,3.004085,0.001388415,-5.76E-05,0.01648096,5.9932
433.051,0.2480775,6.0102,0.1284999,3.004154,0.001398025,-7.16E-05,0.01668539,5.9932
433.151,0.2487591,5.997902,0.1290964,3.004207,0.001406453,-5.62E-05,0.01688598,5.9932
433.251,0.2494401,5.994285,0.1296916,3.004265,0.001417059,-7.05E-05,0.0171108,5.9932
433.351,0.2501205,5.990306,0.1302889,3.004329,0.001426989,-5.61E-05,0.01734431,5.9932
433.452,0.250807,5.996455,0.130885,3.004404,0.001438319,-7.22E-05,0.01758724,5.9932
433.551,0.2514794,5.986328,0.1314831,3.00447,0.001448094,-5.90E-05,0.01782111,5.9932
433.651,0.2521579,5.987051,0.1320801,3.004541,0.00145969,-7.39E-05,0.01807579,5.9932
433.751,0.2528358,5.996817,0.132679,3.004627,0.001470234,-6.26E-05,0.01833139,5.9932
433.852,0.2535198,5.996094,0.1332768,3.004705,0.001480819,-7.62E-05,0.01857112,5.9932
433.952,0.2541964,6.001157,0.1338765,3.004784,0.001490553,-6.31E-05,0.0188144,5.9932
434.052,0.2548725,6.005136,0.1344751,3.004863,0.00150084,-7.63E-05,0.01905041,5.9932
434.152,0.2555479,6.005859,0.1350756,3.004938,0.001509947,-6.29E-05,0.01928111,5.9932
434.252,0.2562226,6.006944,0.135675,3.005012,0.001519984,-7.47E-05,0.0195126,5.9932
434.352,0.2568967,6.002966,0.1362762,3.005081,0.001529159,-6.13E-05,0.01974421,5.9932
434.452,0.2575702,5.99754,0.1368764,3.00515,0.001539653,-7.31E-05,0.01998557,5.9932
434.551,0.2582363,5.997902,0.1374783,3.005225,0.00154978,-5.97E-05,0.02023955,5.9932
434.651,0.2589085,5.992477,0.1380793,3.005301,0.001560865,-7.34E-05,0.0204951,5.9932
434.752,0.2595868,6.015986,0.1386818,3.005403,0.00157145,-5.94E-05,0.02076342,5.9932
434.851,0.2602511,6.006583,0.1392835,3.005482,0.001581106,-7.25E-05,0.02098844,5.9932
434.951,0.2609214,5.997902,0.1398868,3.005544,0.001590598,-5.41E-05,0.02123394,5.9932
435.052,0.2615977,5.993924,0.1404891,3.005619,0.001602179,-7.17E-05,0.02149869,5.9932
435.152,0.2622667,5.991392,0.1410931,3.0057,0.001612873,-5.39E-05,0.02177359,5.9932
435.252,0.2629351,5.996094,0.1416961,3.005791,0.001625086,-7.35E-05,0.02205586,5.9932
435.352,0.2636028,6.009114,0.1423007,3.005896,0.001635614,-5.66E-05,0.02233121,5.9932
435.452,0.2642699,5.988498,0.1429044,3.005966,0.001646276,-7.26E-05,0.022583,5.9932
435.551,0.2649296,5.995732,0.1435096,3.006052,0.00165742,-5.10E-05,0.02287831,5.9932
435.651,0.2655953,6.007668,0.1441139,3.006157,0.001669508,-7.45E-05,0.02316156,5.9932
435.752,0.2662671,6.002243,0.1447198,3.006245,0.001679113,-5.38E-05,0.02342313,5.9932
435.851,0.2669249,6.010923,0.1453247,3.00634,0.001690678,-7.30E-05,0.02369802,5.9932
435.951,0.2675887,6.014178,0.1459312,3.006435,0.001700295,-5.42E-05,0.02395764,5.9932
436.052,0.2682584,5.999711,0.1465366,3.006507,0.001710998,-6.95E-05,0.02421292,5.9932
436.152,0.2689209,5.991392,0.1471436,3.006579,0.001721794,-4.82E-05,0.02450019,5.9932
436.252,0.2695827,5.997902,0.1477497,3.006681,0.001734862,-7.05E-05,0.02480703,5.9932
436.352,0.2702438,6.002243,0.1483573,3.006787,0.00174591,-5.14E-05,0.02510292,5.9932
436.452,0.2709043,6.002243,0.148964,3.006884,0.001757976,-7.03E-05,0.02539228,5.9932
436.552,0.2715641,6.01237,0.1495721,3.006993,0.001768767,-5.05E-05,0.02568409,5.9932
436.652,0.2722232,6.006944,0.1501793,3.007084,0.001780112,-6.80E-05,0.02595715,5.9932
436.751,0.2728751,5.996094,0.1507879,3.007161,0.001790702,-4.62E-05,0.02624401,5.9932
436.851,0.2735329,5.997902,0.1513956,3.00726,0.001803838,-6.74E-05,0.02655622,5.9932
436.952,0.2741965,6.013455,0.1520047,3.007385,0.001815392,-4.74E-05,0.02686714,5.9932
437.052,0.274853,6.007306,0.1526129,3.00748,0.00182703,-6.56E-05,0.02714751,5.9932
437.151,0.2755021,6.009476,0.1532225,3.007579,0.001837922,-4.26E-05,0.02744344,5.9932
437.252,0.2761638,5.998987,0.1538312,3.007666,0.001850286,-6.30E-05,0.02773721,5.9932
437.352,0.2768182,5.992477,0.1544413,3.007756,0.001862104,-3.80E-05,0.02805605,5.9932
437.452,0.2774719,5.999349,0.1550505,3.007873,0.001876327,-6.42E-05,0.02839154,5.9932
437.552,0.2781249,5.994647,0.1556609,3.007979,0.001888214,-4.12E-05,0.02871476,5.9932
437.652,0.2787772,5.991392,0.1562706,3.008085,0.001902193,-6.49E-05,0.02905083,5.9932
437.752,0.2794289,5.998625,0.1568815,3.00821,0.001914823,-4.22E-05,0.02939668,5.9932
437.852,0.2800798,6.005859,0.1574916,3.008334,0.001928445,-6.62E-05,0.02972933,5.9932
437.952,0.2807301,5.998264,0.1581029,3.008436,0.001939865,-4.36E-05,0.03004867,5.9932
438.052,0.2813797,5.992115,0.1587134,3.00854,0.001953608,-6.54E-05,0.03038741,5.9932
438.152,0.2820286,5.996817,0.159325,3.008663,0.001966365,-4.30E-05,0.03074248,5.9932
438.252,0.2826767,5.988498,0.1599359,3.008772,0.001980318,-6.69E-05,0.0310898,5.9932
438.351,0.2833177,5.98669,0.160548,3.008888,0.001993305,-4.26E-05,0.03145844,5.9932
438.451,0.2839645,6.009838,0.1611593,3.009044,0.00200821,-7.07E-05,0.03183393,5.9932
438.552,0.2846171,5.999349,0.1617716,3.009158,0.002019401,-5.01E-05,0.03216001,5.9932
438.652,0.2852625,6.002966,0.1623832,3.009279,0.002033005,-6.88E-05,0.03251246,5.9932
438.752,0.2859071,6.002243,0.162996,3.0094,0.00204506,-5.05E-05,0.03285942,5.9932
438.852,0.2865511,5.989945,0.1636079,3.009505,0.002058516,-6.77E-05,0.03321073,5.9932
438.952,0.2871944,5.998987,0.164221,3.009642,0.002071792,-4.81E-05,0.03359294,5.9932
439.052,0.287837,6.004774,0.1648333,3.00978,0.002085702,-6.96E-05,0.03395719,5.9932
439.151,0.2884724,5.999711,0.1654467,3.0099,0.002097705,-4.89E-05,0.03431086,5.9932
439.251,0.2891136,6.004413,0.1660592,3.010032,0.002111648,-6.84E-05,0.034679,5.9932
439.351,0.289754,6.006944,0.1666728,3.010166,0.002123904,-4.94E-05,0.03503899,5.9932
439.452,0.2904001,6.004774,0.1672857,3.010291,0.002137326,-6.65E-05,0.03539584,5.9932
439.551,0.2910327,6.018157,0.1678995,3.01044,0.002149772,-4.67E-05,0.03576051,5.9932
439.651,0.291671,5.998987,0.1685127,3.010538,0.002162466,-6.32E-05,0.03609652,5.9932
439.75,0.2923022,6.004774,0.1691268,3.010671,0.002175606,-3.84E-05,0.03648042,5.9932
439.852,0.2929517,6.005497,0.1697402,3.010808,0.002190009,-6.24E-05,0.03685347,5.9932
439.952,0.2935878,6.003327,0.1703545,3.010937,0.002202723,-3.68E-05,0.03722761,5.9932
440.051,0.2942169,6.005859,0.1709683,3.011077,0.002217483,-6.08E-05,0.03760974,5.9932
440.152,0.2948579,6.004413,0.1715827,3.011211,0.002230412,-3.60E-05,0.03798867,5.9932
440.252,0.2954918,6.002966,0.1721967,3.011346,0.002245265,-5.89E-05,0.0383739,5.9932
440.352,0.296125,5.992838,0.1728114,3.011466,0.002258685,-3.42E-05,0.03876548,5.9932
440.451,0.2967512,6.005136,0.1734255,3.011632,0.002274836,-5.92E-05,0.03918445,5.9932
440.552,0.2973892,6.010561,0.1740404,3.011791,0.002288266,-3.82E-05,0.03957654,5.9932
440.651,0.2980139,6.004774,0.1746547,3.011922,0.002302724,-5.67E-05,0.0399583,5.9932
440.752,0.2986505,6.005136,0.1752698,3.012064,0.002316423,-3.39E-05,0.04035706,5.9932
440.852,0.29928,6.000796,0.1758842,3.012202,0.002331742,-5.49E-05,0.04075785,5.9932
440.952,0.2999088,6.007668,0.1764995,3.012363,0.00234601,-3.15E-05,0.04117224,5.9932
441.052,0.3005369,6.006221,0.1771141,3.012509,0.002361325,-5.35E-05,0.04157262,5.9932
441.151,0.301158,6.012732,0.1777295,3.01267,0.002375273,-2.87E-05,0.0419795,5.9932
441.251,0.3017845,5.998625,0.1783442,3.01279,0.002390397,-5.04E-05,0.04237314,5.9932
441.352,0.3024166,6.003689,0.1789598,3.012952,0.002405263,-2.23E-05,0.04280488,5.9932
441.452,0.3030417,6.000434,0.1795745,3.013101,0.002421668,-5.00E-05,0.04322698,5.9932
441.552,0.303666,6.013093,0.1801903,3.013286,0.002436467,-2.04E-05,0.04366025,5.9932
441.652,0.3042896,6.009838,0.1808051,3.013433,0.002452156,-4.75E-05,0.04406463,5.9932
441.752,0.3049124,6.006583,0.1814209,3.013578,0.002466278,-1.55E-05,0.04448018,5.9932
441.852,0.3055345,5.999349,0.1820359,3.013721,0.002483028,-4.48E-05,0.04490698,5.9932
441.952,0.3061558,5.990668,0.1826517,3.013862,0.002498417,-1.19E-05,0.04535523,5.9932
442.051,0.3067702,5.998987,0.1832668,3.014051,0.002517039,-4.65E-05,0.04582876,5.9932
442.152,0.3073962,6.008029,0.1838827,3.014245,0.002532565,-1.68E-05,0.04628413,5.9932
442.252,0.3080153,5.999711,0.1844977,3.014391,0.002549334,-4.53E-05,0.04671933,5.9932
442.352,0.3086336,5.9932,0.1851137,3.014543,0.002564893,-1.26E-05,0.04717907,5.9932
442.452,0.3092511,5.987051,0.1857288,3.014706,0.002583456,-4.65E-05,0.0476588,5.9932
442.552,0.3098679,5.994647,0.1863448,3.014905,0.002600236,-1.41E-05,0.04815773,5.9932
