t,r,y,ym,u,t1,t2,t3,ypb
776.252,-0.18222,5.733507,-0.2995851,2.688519,0.2981625,0.02034044,1.274312,5.9932
776.352,-0.1814884,5.731699,-0.2990004,2.689788,0.2983533,0.02033848,1.274479,5.9932
776.451,-0.1807637,5.732422,-0.2984155,2.691367,0.2985326,0.02033417,1.274636,5.9932
776.551,-0.1800312,5.742188,-0.2978294,2.696981,0.2987122,0.02033248,1.274793,5.9932
776.652,-0.1792909,5.740741,-0.2972431,2.695122,0.2989355,0.02032708,1.274989,5.9932
776.752,-0.1785575,5.732783,-0.2966555,2.692266,0.2991487,0.02032422,1.275175,5.9932
776.851,-0.177831,5.735677,-0.2960677,2.696192,0.2993211,0.02032018,1.275326,5.9932
776.951,-0.1770968,5.740017,-0.2954786,2.698647,0.2995041,0.02031836,1.275485,5.9932
777.051,-0.1763621,5.750144,-0.2948894,2.703713,0.2997048,0.02031345,1.27566,5.9932
777.152,-0.1756196,5.740741,-0.2942989,2.697775,0.2999504,0.02031057,1.275874,5.9932
777.252,-0.174884,5.739294,-0.2937082,2.699815,0.3001485,0.02030492,1.276047,5.9932
777.352,-0.174148,5.7364,-0.2931162,2.699515,0.3003365,0.02030347,1.27621,5.9932
777.452,-0.1734116,5.732783,-0.2925241,2.699151,0.300508,0.02029872,1.276359,5.9932
777.552,-0.1726747,5.740379,-0.2919306,2.704589,0.3006593,0.02029775,1.276491,5.9932
777.651,-0.1719448,5.737847,-0.291337,2.70263,0.3008435,0.02029297,1.276651,5.9932
777.752,-0.1711997,5.740741,-0.2907421,2.705484,0.3010127,0.02029135,1.276797,5.9932
777.852,-0.1704616,5.748336,-0.2901472,2.709596,0.3011926,0.02028691,1.276953,5.9932
777.952,-0.169723,5.743634,-0.2895508,2.706544,0.301405,0.02028463,1.277137,5.9932
778.05,-0.1689988,5.745442,-0.2889544,2.709261,0.3015924,0.02027943,1.277299,5.9932
778.152,-0.1682447,5.743634,-0.2883566,2.708869,0.3017852,0.02027777,1.277466,5.9932
778.252,-0.1675048,5.743996,-0.287759,2.710292,0.3019665,0.02027263,1.277623,5.9932
778.352,-0.1667646,5.75123,-0.2871596,2.714746,0.3021464,0.02027123,1.277778,5.9932
778.452,-0.166024,5.754485,-0.2865605,2.715788,0.3023571,0.02026528,1.27796,5.9932
778.552,-0.1652829,5.744719,-0.2859597,2.711057,0.3025798,0.02026286,1.278152,5.9932
778.652,-0.1645415,5.761719,-0.2853592,2.722506,0.3027541,0.02025773,1.278302,5.9932
778.752,-0.1637996,5.763527,-0.284757,2.720831,0.3030041,0.02025609,1.278517,5.9932
778.852,-0.1630574,5.7534,-0.2841552,2.716198,0.3032597,0.02024675,1.278736,5.9932
778.952,-0.1623147,5.750506,-0.2835515,2.717656,0.3034649,0.02024525,1.278913,5.9932
779.052,-0.1615717,5.751953,-0.2829483,2.719852,0.3036538,0.02023922,1.279075,5.9932
779.152,-0.1608282,5.761719,-0.2823432,2.725381,0.3038463,0.02023806,1.27924,5.9932
779.252,-0.1600844,5.752315,-0.2817386,2.719507,0.3040809,0.02023048,1.279441,5.9932
779.352,-0.1593401,5.760633,-0.2811322,2.726505,0.3042689,0.02022856,1.279603,5.9932
779.452,-0.1585955,5.75991,-0.2805261,2.725326,0.3044922,0.02022231,1.279794,5.9932
779.552,-0.1578504,5.759187,-0.2799184,2.725979,0.304709,0.02021933,1.279979,5.9932
779.652,-0.157105,5.743272,-0.2793109,2.718933,0.3049195,0.02021355,1.280159,5.9932
779.751,-0.1563666,5.74689,-0.2787018,2.724878,0.305054,0.02021176,1.280274,5.9932
779.852,-0.155613,5.763165,-0.278093,2.733312,0.3052021,0.02020875,1.2804,5.9932
779.951,-0.1548739,5.757379,-0.2774825,2.727953,0.3054215,0.0202055,1.280587,5.9932
780.052,-0.1541194,5.753761,-0.2768722,2.728182,0.3056115,0.02020031,1.280749,5.9932
780.152,-0.1533721,5.75774,-0.2762605,2.731827,0.3057819,0.02019824,1.280894,5.9932
780.252,-0.1526244,5.761357,-0.2756488,2.73375,0.3059675,0.0201935,1.281052,5.9932
780.352,-0.1518763,5.751591,-0.2750357,2.728945,0.3061664,0.02019075,1.281221,5.9932
780.452,-0.1511278,5.746166,-0.2744226,2.729062,0.306318,0.02018667,1.28135,5.9932
780.552,-0.1503789,5.75557,-0.2738082,2.735851,0.306442,0.0201855,1.281455,5.9932
780.652,-0.1496297,5.763889,-0.2731937,2.739082,0.3066057,0.02018152,1.281594,5.9932
780.752,-0.1488801,5.761719,-0.272578,2.73719,0.3068039,0.02017884,1.281762,5.9932
780.852,-0.1481302,5.771122,-0.2719622,2.743307,0.3069893,0.02017368,1.281919,5.9932
780.952,-0.1473798,5.777271,-0.2713451,2.745423,0.3072139,0.02017088,1.282109,5.9932
781.052,-0.1466292,5.770761,-0.270728,2.741746,0.3074633,0.02016295,1.282319,5.9932
781.152,-0.1458781,5.777633,-0.2701095,2.747447,0.3076801,0.02015967,1.282502,5.9932
781.251,-0.1451342,5.761719,-0.2694911,2.738825,0.3079247,0.02015266,1.282708,5.9932
781.352,-0.1443749,5.773654,-0.2688713,2.749028,0.3080948,0.02014958,1.282852,5.9932
781.451,-0.1436303,5.769676,-0.2682516,2.745475,0.3083153,0.02014487,1.283037,5.9932
781.552,-0.1428703,5.771122,-0.2676304,2.747921,0.308515,0.02014022,1.283205,5.9932
781.652,-0.1421175,5.776548,-0.2670095,2.751293,0.3087179,0.02013627,1.283376,5.9932
781.752,-0.1413643,5.775463,-0.2663869,2.750538,0.308942,0.02013095,1.283564,5.9932
781.852,-0.1406108,5.769676,-0.2657647,2.748698,0.3091581,0.02012624,1.283746,5.9932
781.951,-0.1398645,5.766421,-0.2651408,2.749095,0.3093455,0.02012191,1.283903,5.9932
782.051,-0.1391103,5.771846,-0.2645172,2.75343,0.3095154,0.02011869,1.284045,5.9932
782.152,-0.1383481,5.774739,-0.2638921,2.754731,0.3097063,0.02011458,1.284205,5.9932
782.252,-0.1375932,5.767144,-0.2632672,2.75117,0.309907,0.02011031,1.284373,5.9932
782.352,-0.136838,5.766421,-0.2626408,2.753242,0.3100711,0.02010659,1.28451,5.9932
782.451,-0.13609,5.767868,-0.2620146,2.755034,0.3102289,0.0201038,1.284642,5.9932
782.551,-0.1353341,5.769676,-0.2613869,2.756584,0.3103902,0.02010022,1.284777,5.9932
782.651,-0.1345778,5.779441,-0.2607594,2.762132,0.3105565,0.02009719,1.284915,5.9932
782.751,-0.1338212,5.786314,-0.2601304,2.764591,0.3107626,0.02009249,1.285087,5.9932
782.852,-0.1330567,5.785228,-0.2595017,2.763563,0.3109956,0.02008723,1.285281,5.9932
782.952,-0.1322995,5.777995,-0.2588714,2.760979,0.3112209,0.02008141,1.285468,5.9932
783.052,-0.1315419,5.779441,-0.2582414,2.764084,0.3114114,0.02007724,1.285626,5.9932
783.152,-0.130784,5.775101,-0.2576098,2.762482,0.3116052,0.02007291,1.285787,5.9932
783.251,-0.1300334,5.780888,-0.2569785,2.767228,0.311777,0.02006906,1.285929,5.9932
783.351,-0.1292749,5.776186,-0.2563456,2.76457,0.311971,0.02006515,1.28609,5.9932
783.452,-0.1285084,5.78125,-0.2557131,2.76904,0.3121415,0.02006089,1.286231,5.9932
783.552,-0.1277493,5.786314,-0.255079,2.771538,0.312331,0.02005751,1.286388,5.9932
783.651,-0.1269974,5.78342,-0.2544452,2.76994,0.3125393,0.02005186,1.28656,5.9932
783.751,-0.1262376,5.788846,-0.2538098,2.774221,0.3127321,0.02004799,1.286719,5.9932
783.851,-0.1254775,5.784505,-0.2531748,2.771817,0.3129452,0.02004253,1.286895,5.9932
783.951,-0.124717,5.787037,-0.2525382,2.774907,0.3131365,0.02003824,1.287053,5.9932
784.052,-0.1239487,5.78993,-0.2519019,2.776813,0.3133357,0.02003358,1.287217,5.9932
784.152,-0.1231877,5.787399,-0.2512641,2.775849,0.3135442,0.02002868,1.287388,5.9932
784.251,-0.1224339,5.78776,-0.2506264,2.777452,0.3137388,0.02002389,1.287548,5.9932
784.352,-0.1216647,5.785228,-0.2499874,2.777009,0.3139319,0.02001962,1.287707,5.9932
784.452,-0.1209027,5.786314,-0.2493486,2.779,0.3141112,0.02001521,1.287854,5.9932
784.552,-0.1201405,5.78559,-0.2487082,2.779337,0.314292,0.02001144,1.288002,5.9932
784.652,-0.119378,5.786675,-0.2480682,2.780969,0.3144668,0.02000708,1.288145,5.9932
784.752,-0.1186151,5.788484,-0.2474267,2.782612,0.3146432,0.0200035,1.288289,5.9932
784.852,-0.117852,5.78776,-0.2467854,2.782806,0.3148243,0.01999892,1.288437,5.9932
784.951,-0.1170962,5.798611,-0.2461426,2.78946,0.3149993,0.01999524,1.28858,5.9932
785.052,-0.1163249,5.795718,-0.2455002,2.78673,0.3152171,0.01998984,1.288758,5.9932
785.151,-0.1155685,5.78993,-0.2448562,2.785242,0.3154197,0.01998457,1.288923,5.9932
785.252,-0.1147966,5.791739,-0.2442125,2.788274,0.3155948,0.0199805,1.289065,5.9932
785.352,-0.1140321,5.797526,-0.2435675,2.791829,0.3157745,0.01997634,1.289211,5.9932
785.452,-0.1132672,5.790292,-0.2429224,2.78787,0.3159755,0.01997153,1.289375,5.9932
785.552,-0.1125021,5.784505,-0.2422762,2.787267,0.3161432,0.01996722,1.289511,5.9932
785.651,-0.1117444,5.800058,-0.24163,2.797382,0.3162837,0.01996436,1.289625,5.9932
785.751,-0.1109787,5.804036,-0.2409825,2.79726,0.3164862,0.01995975,1.289789,5.9932
785.851,-0.1102128,5.801866,-0.2403352,2.796273,0.3167023,0.01995378,1.289963,5.9932
785.952,-0.1094389,5.802228,-0.2396866,2.797834,0.3169062,0.01994877,1.290128,5.9932
786.052,-0.1086724,5.801143,-0.2390381,2.798134,0.3171086,0.01994343,1.290292,5.9932
786.152,-0.1079056,5.799696,-0.2383882,2.798538,0.3173034,0.01993864,1.290449,5.9932
786.252,-0.1071386,5.808738,-0.2377385,2.804437,0.3174893,0.01993386,1.290599,5.9932
786.352,-0.1063713,5.798611,-0.2370875,2.79833,0.3177094,0.01992864,1.290776,5.9932
786.452,-0.1056038,5.805845,-0.2364366,2.80503,0.3178848,0.01992339,1.290917,5.9932
786.552,-0.104836,5.798611,-0.2357844,2.800784,0.3180868,0.01991963,1.29108,5.9932
786.652,-0.1040679,5.805483,-0.2351324,2.806725,0.3182562,0.019914,1.291216,5.9932
786.752,-0.1032996,5.805483,-0.234479,2.806295,0.3184507,0.01991108,1.291372,5.9932
786.852,-0.102531,5.802589,-0.2338258,2.805738,0.3186424,0.01990411,1.291525,5.9932
786.952,-0.1017622,5.805121,-0.2331713,2.80857,0.318819,0.01990148,1.291667,5.9932
787.052,-0.1009931,5.806568,-0.2325169,2.809759,0.3190031,0.01989508,1.291814,5.9932
787.152,-0.1002237,5.797888,-0.2318613,2.805918,0.31919,0.01989209,1.291963,5.9932
787.252,-0.09945415,5.806568,-0.2312058,2.813096,0.3193387,0.01988685,1.292082,5.9932
787.351,-0.09869202,5.821036,-0.230549,2.819806,0.3195196,0.01988474,1.292226,5.9932
787.451,-0.09792195,5.809824,-0.2298924,2.812052,0.3197564,0.01987544,1.292415,5.9932
787.552,-0.09714394,5.805483,-0.2292345,2.812985,0.3199445,0.01987192,1.292564,5.9932
787.652,-0.09637339,5.809824,-0.2285767,2.817051,0.3201122,0.0198663,1.292698,5.9932
787.752,-0.0956026,5.807653,-0.2279177,2.816012,0.3202944,0.01986331,1.292842,5.9932
787.852,-0.09483157,5.811632,-0.2272588,2.81946,0.3204649,0.01985727,1.292977,5.9932
787.952,-0.09406032,5.811632,-0.2265987,2.81962,0.3206483,0.01985446,1.293123,5.9932
788.052,-0.09328882,5.822844,-0.2259386,2.826394,0.3208289,0.01984775,1.293266,5.9932
788.152,-0.0925171,5.821759,-0.2252773,2.824549,0.3210512,0.01984438,1.293441,5.9932
788.252,-0.09174515,5.819951,-0.2246162,2.824771,0.3212664,0.01983522,1.293611,5.9932
788.352,-0.09097297,5.822121,-0.2239538,2.827206,0.321471,0.01983225,1.293773,5.9932
788.452,-0.09020057,5.814164,-0.2232916,2.823587,0.3216814,0.01982354,1.293939,5.9932
788.551,-0.08943568,5.821759,-0.2226281,2.83006,0.3218571,0.01982081,1.294077,5.9932
788.651,-0.08866283,5.818142,-0.2219648,2.827625,0.32206,0.01981328,1.294236,5.9932
788.751,-0.08788978,5.820674,-0.2213003,2.830614,0.3222454,0.0198097,1.294382,5.9932
788.852,-0.08710876,5.822121,-0.2206358,2.83183,0.322438,0.01980295,1.294533,5.9932
788.952,-0.08633527,5.824653,-0.2199703,2.833816,0.3226332,0.01979896,1.294686,5.9932
789.052,-0.08556157,5.825015,-0.2193046,2.834457,0.3228354,0.01979176,1.294845,5.9932
789.151,-0.08479539,5.826461,-0.218638,2.836084,0.323036,0.01978743,1.295002,5.9932
789.251,-0.08402126,5.829355,-0.2179713,2.838261,0.3232393,0.0197802,1.295161,5.9932
789.351,-0.08324692,5.821397,-0.2173036,2.834495,0.3234508,0.0197755,1.295326,5.9932
789.452,-0.08246464,5.825738,-0.2166359,2.839303,0.3236283,0.01976896,1.295464,5.9932
789.551,-0.08169764,5.828269,-0.2159672,2.840714,0.3238197,0.01976551,1.295613,5.9932
789.651,-0.0809227,5.821759,-0.2152983,2.837777,0.324018,0.01975781,1.295768,5.9932
789.752,-0.08013981,5.831163,-0.2146286,2.844944,0.324188,0.01975455,1.2959,5.9932
789.852,-0.07936446,5.839482,-0.2139586,2.848387,0.3243916,0.01974737,1.296058,5.9932
789.951,-0.07859668,5.826823,-0.2132878,2.841081,0.3246242,0.0197418,1.296238,5.9932
790.052,-0.07781319,5.825015,-0.2126168,2.84361,0.324805,0.01973469,1.296378,5.9932
790.152,-0.07703727,5.83478,-0.211945,2.850035,0.3249758,0.01973174,1.296511,5.9932
790.252,-0.07626116,5.836588,-0.2112728,2.850014,0.3251813,0.0197239,1.296669,5.9932
790.351,-0.07549261,5.832972,-0.2106,2.848719,0.3253906,0.01971925,1.296831,5.9932
790.452,-0.07470836,5.844907,-0.2099268,2.856646,0.3255832,0.01971176,1.29698,5.9932
790.551,-0.07393946,5.832248,-0.209253,2.848623,0.3258182,0.01970701,1.297161,5.9932
790.652,-0.07315483,5.83478,-0.2085787,2.853419,0.3260021,0.01969875,1.297302,5.9932
790.752,-0.07237779,5.840929,-0.207904,2.857104,0.3261925,0.01969619,1.297449,5.9932
790.852,-0.07160058,5.849971,-0.2072285,2.861589,0.3264034,0.01968649,1.297611,5.9932
790.952,-0.07082319,5.844907,-0.2065528,2.858119,0.3266453,0.01968247,1.297796,5.9932
791.052,-0.07004562,5.843822,-0.2058764,2.859513,0.3268653,0.01967136,1.297965,5.9932
791.152,-0.06926788,5.828631,-0.2051996,2.852736,0.3270778,0.01966842,1.298128,5.9932
791.252,-0.06848997,5.840567,-0.2045221,2.862953,0.3272305,0.01966084,1.298244,5.9932
791.351,-0.06771968,5.842375,-0.2038443,2.862514,0.3274249,0.01965974,1.298393,5.9932
791.452,-0.06693365,5.853588,-0.2031659,2.869016,0.3276234,0.01964868,1.298544,5.9932
791.551,-0.06616302,5.849971,-0.2024872,2.865872,0.3278604,0.01964712,1.298725,5.9932
791.652,-0.06537666,5.838758,-0.2018076,2.861681,0.3280812,0.01963355,1.298893,5.9932
791.752,-0.06459793,5.849247,-0.201128,2.87036,0.328257,0.01963275,1.299027,5.9932
791.852,-0.06381903,5.846354,-0.2004474,2.867754,0.3284692,0.01962106,1.299188,5.9932
791.952,-0.06303998,5.838035,-0.1997668,2.864929,0.3286673,0.01961904,1.299338,5.9932
792.051,-0.06226856,5.860822,-0.1990852,2.879491,0.328832,0.01961027,1.299463,5.9932
792.152,-0.06148141,5.863353,-0.1984036,2.877331,0.3290774,0.01960889,1.299649,5.9932
792.252,-0.06070189,5.846354,-0.1977212,2.868875,0.3293296,0.01959243,1.299839,5.9932
792.352,-0.05992223,5.845631,-0.1970385,2.872803,0.3295158,0.01959112,1.29998,5.9932
792.452,-0.05914242,5.855035,-0.196355,2.878865,0.3296969,0.01958105,1.300117,5.9932
792.552,-0.05836246,5.866971,-0.1956714,2.884274,0.329909,0.01957965,1.300277,5.9932
792.652,-0.05758236,5.85829,-0.194987,2.878344,0.330162,0.01956434,1.300467,5.9932
792.752,-0.05680212,5.85395,-0.1943024,2.878735,0.33038,0.01956148,1.300631,5.9932
792.852,-0.05602174,5.850694,-0.193617,2.87885,0.3305795,0.01955043,1.300781,5.9932
792.952,-0.05524121,5.854673,-0.1929315,2.882562,0.3307641,0.01954846,1.300919,5.9932
793.052,-0.05446056,5.856843,-0.1922452,2.883907,0.3309603,0.01953799,1.301066,5.9932
793.151,-0.05368757,5.867694,-0.1915586,2.890166,0.3311612,0.01953542,1.301217,5.9932
793.252,-0.05289884,5.866971,-0.1908714,2.888652,0.3313985,0.01952256,1.301394,5.9932
793.352,-0.05211778,5.877098,-0.190184,2.895107,0.3316297,0.01951821,1.301566,5.9932
793.451,-0.05134441,5.876736,-0.1894957,2.893905,0.3318944,0.01950403,1.301764,5.9932
793.552,-0.05055529,5.877098,-0.1888074,2.895154,0.3321544,0.01949769,1.301957,5.9932
793.652,-0.04977385,5.876736,-0.1881183,2.89587,0.3324127,0.01948397,1.30215,5.9932
793.752,-0.04899229,5.869141,-0.187429,2.892913,0.3326664,0.01947775,1.302338,5.9932
793.852,-0.04821062,5.866247,-0.186739,2.893848,0.3328904,0.01946596,1.302505,5.9932
793.952,-0.04742882,5.861545,-0.1860487,2.892914,0.3331009,0.01946174,1.302661,5.9932
794.051,-0.04665472,5.869864,-0.1853578,2.899197,0.3332922,0.01945203,1.302803,5.9932
794.152,-0.04586487,5.874204,-0.1846666,2.900865,0.3335095,0.01944827,1.302963,5.9932
794.252,-0.04508273,5.873843,-0.1839748,2.900814,0.3337393,0.01943558,1.303133,5.9932
794.352,-0.04430047,5.876374,-0.1832827,2.903207,0.3339646,0.01943114,1.3033,5.9932
794.451,-0.04352593,5.869141,-0.18259,2.899868,0.3341959,0.01941847,1.30347,5.9932
794.551,-0.04274347,5.872034,-0.181897,2.90379,0.3343989,0.0194142,1.30362,5.9932
794.652,-0.04195306,5.876013,-0.1812035,2.90633,0.3346092,0.01940362,1.303774,5.9932
794.752,-0.04117038,5.87963,-0.1805095,2.908458,0.3348301,0.01939862,1.303937,5.9932
794.851,-0.04039543,5.893374,-0.179815,2.916004,0.3350607,0.01938654,1.304106,5.9932
794.951,-0.03961255,5.89265,-0.1791202,2.913942,0.3353353,0.01937978,1.304307,5.9932
795.052,-0.03882174,5.889757,-0.1784249,2.913547,0.3356045,0.01936358,1.304504,5.9932
795.151,-0.0380465,5.879268,-0.1777292,2.909532,0.3358603,0.01935741,1.304692,5.9932
795.252,-0.0372555,5.876374,-0.177033,2.911031,0.3360777,0.01934476,1.30485,5.9932
795.352,-0.03647224,5.874204,-0.1763365,2.911434,0.3362819,0.01934112,1.305,5.9932
795.452,-0.03568888,5.887949,-0.1756393,2.92013,0.3364762,0.01933019,1.305141,5.9932
795.552,-0.03490545,5.893374,-0.1749419,2.92134,0.3367137,0.01932629,1.305314,5.9932
795.652,-0.03412192,5.889033,-0.1742439,2.918981,0.3369669,0.01931005,1.305498,5.9932
795.751,-0.03334615,5.892289,-0.1735457,2.922528,0.3372021,0.01930545,1.305669,5.9932
795.852,-0.03255462,5.891565,-0.1728467,2.922519,0.3374455,0.01929053,1.305845,5.9932
795.952,-0.03177085,5.895182,-0.1721478,2.925571,0.3376831,0.01928543,1.306018,5.9932
796.052,-0.030987,5.899884,-0.1714479,2.928363,0.3379301,0.01927047,1.306197,5.9932
796.152,-0.03020307,5.895182,-0.1707481,2.925955,0.3381894,0.01926437,1.306384,5.9932
796.252,-0.02941907,5.893735,-0.1700474,2.927088,0.3384303,0.01924915,1.306558,5.9932
796.352,-0.028635,5.900969,-0.1693467,2.932204,0.338663,0.01924436,1.306726,5.9932
796.452,-0.02785086,5.900608,-0.1686452,2.931617,0.338917,0.01922861,1.306909,5.9932
796.552,-0.02706664,5.909288,-0.1679437,2.937296,0.3391663,0.0192224,1.307088,5.9932
796.652,-0.02628236,5.909288,-0.1672413,2.936624,0.3394413,0.01920547,1.307286,5.9932
796.751,-0.02550586,5.91182,-0.166539,2.938957,0.3397129,0.01919728,1.307481,5.9932
796.851,-0.02472145,5.903863,-0.1658358,2.935238,0.3399898,0.01918029,1.30768,5.9932
796.952,-0.02392914,5.895905,-0.1651327,2.933541,0.3402375,0.01917246,1.307857,5.9932
797.052,-0.02314462,5.898799,-0.1644288,2.937607,0.3404567,0.01916015,1.308014,5.9932
797.152,-0.02236003,5.899884,-0.1637248,2.938631,0.340682,0.01915417,1.308175,5.9932
797.252,-0.02157539,5.908926,-0.16302,2.944238,0.3409082,0.0191411,1.308337,5.9932
797.351,-0.02079855,5.919054,-0.1623152,2.948892,0.3411601,0.01913428,1.308517,5.9932
797.451,-0.0200138,5.922309,-0.1616096,2.94969,0.3414416,0.01911649,1.308717,5.9932
797.551,-0.01922901,5.922309,-0.1609041,2.95007,0.34173,0.01910686,1.308922,5.9932
797.652,-0.01843632,5.924118,-0.1601978,2.952047,0.3420155,0.0190883,1.309125,5.9932
797.752,-0.01765143,5.924118,-0.1594915,2.952706,0.3423032,0.01907873,1.309329,5.9932
797.852,-0.0168665,5.920862,-0.1587843,2.951975,0.3425879,0.01905994,1.309531,5.9932
797.951,-0.01608938,5.910735,-0.1580772,2.948189,0.3428589,0.01905095,1.309723,5.9932
798.051,-0.01530437,5.914352,-0.1573692,2.953054,0.3430955,0.01903589,1.309891,5.9932
798.149,-0.01453502,5.915437,-0.1566614,2.95393,0.3433399,0.0190294,1.310064,5.9932
798.251,-0.01373424,5.911458,-0.1559526,2.952627,0.3435852,0.01901327,1.310237,5.9932
798.351,-0.01294912,5.924118,-0.1552442,2.96115,0.3438148,0.01900703,1.310399,5.9932
798.451,-0.01216397,5.921586,-0.1545345,2.9584,0.3440808,0.01899027,1.310586,5.9932
798.552,-0.01137093,5.91833,-0.1538253,2.958161,0.3443357,0.01898128,1.310765,5.9932
798.651,-0.01059358,5.927372,-0.1531149,2.964609,0.3445779,0.01896648,1.310935,5.9932
798.752,-0.009800491,5.928458,-0.1524049,2.964494,0.3448444,0.01895767,1.311123,5.9932
798.852,-0.009015231,5.925926,-0.1516938,2.963945,0.3451115,0.01893982,1.31131,5.9932
798.952,-0.00822995,5.933883,-0.1509829,2.969691,0.3453675,0.0189312,1.311489,5.9932
799.051,-0.007452502,5.930989,-0.1502711,2.967638,0.3456448,0.01891318,1.311683,5.9932
799.152,-0.006659328,5.938947,-0.1495595,2.973465,0.34591,0.01890288,1.311868,5.9932
799.252,-0.005873992,5.936053,-0.148847,2.971426,0.3461962,0.01888489,1.312067,5.9932
799.352,-0.005088641,5.936415,-0.1481345,2.97318,0.3464704,0.01887281,1.312258,5.9932
799.452,-0.004303277,5.938947,-0.1474213,2.975481,0.3467426,0.01885626,1.312448,5.9932
799.551,-0.003525757,5.928096,-0.1467082,2.970198,0.3470192,0.01884405,1.31264,5.9932
799.651,-0.002740375,5.931351,-0.1459942,2.975001,0.3472606,0.018829,1.312808,5.9932
799.752,-0.001947131,5.934245,-0.1452804,2.976964,0.3475085,0.0188199,1.31298,5.9932
799.852,-0.001161737,5.941478,-0.1445657,2.981311,0.3477622,0.01880359,1.313155,5.9932
799.952,-0.000376339,5.943287,-0.1438512,2.981937,0.3480338,0.01879311,1.313343,5.9932
800.052,0.000409059,5.940032,-0.1431358,2.98087,0.3483078,0.01877417,1.313532,5.9932
800.152,0.001194456,5.940393,-0.1424205,2.982693,0.348569,0.0187638,1.313713,5.9932
800.251,0.001971996,5.951606,-0.1417044,2.989646,0.3488284,0.01874649,1.313891,5.9932
800.352,0.002765239,5.955585,-0.1409885,2.99071,0.3491169,0.01873499,1.31409,5.9932
800.451,0.003542768,5.958839,-0.1402718,2.992722,0.3494139,0.01871291,1.314294,5.9932
800.552,0.004335996,5.949074,-0.139555,2.987905,0.3497167,0.01870003,1.314502,5.9932
800.652,0.005121359,5.954861,-0.1388377,2.993858,0.3499887,0.01867923,1.314689,5.9932
800.752,0.005906709,5.954861,-0.1381202,2.9938,0.3502735,0.01866908,1.314884,5.9932
800.852,0.006692045,5.955223,-0.1374022,2.995017,0.3505557,0.0186464,1.315077,5.9932
800.952,0.007477364,5.958116,-0.136684,2.997528,0.3508353,0.01863646,1.315268,5.9932
801.052,0.008262665,5.96318,-0.1359653,3.000733,0.3511203,0.01861352,1.315463,5.9932
801.152,0.009047946,5.954499,-0.1352465,2.996151,0.3514158,0.01860243,1.315664,5.9932
801.252,0.009833204,5.962457,-0.1345272,3.003067,0.3516843,0.01857987,1.315847,5.9932
801.352,0.01061844,5.953053,-0.1338076,2.997559,0.3519713,0.01857091,1.316043,5.9932
801.452,0.01140365,5.953776,-0.1330876,3.000719,0.3522297,0.01854775,1.316218,5.9932
801.552,0.01218882,5.962457,-0.1323675,3.00628,0.3524866,0.01854151,1.316393,5.9932
801.652,0.01297397,5.967158,-0.1316468,3.008227,0.3527648,0.01851649,1.316581,5.9932
801.752,0.01375909,5.968605,-0.130926,3.009164,0.353052,0.01850769,1.316776,5.9932
801.851,0.01453632,5.977647,-0.1302047,3.014781,0.3533406,0.01848077,1.31697,5.9932
801.952,0.01532922,5.978371,-0.1294832,3.014542,0.3536498,0.01847098,1.317179,5.9932
802.051,0.01610638,5.96969,-0.1287614,3.010758,0.3539583,0.01844017,1.317387,5.9932
802.152,0.0168992,5.972584,-0.1280392,3.014958,0.3542395,0.01843112,1.317577,5.9932
802.252,0.01768413,5.980541,-0.1273168,3.019741,0.3545259,0.01840441,1.31777,5.9932
802.352,0.01846902,5.982711,-0.1265939,3.02048,0.3548295,0.01839398,1.317974,5.9932
802.451,0.01924601,5.983796,-0.1258709,3.02169,0.3551363,0.01836355,1.31818,5.9932
802.551,0.0200308,5.977286,-0.1251473,3.019018,0.3554418,0.01835257,1.318385,5.9932
802.651,0.02081554,5.976201,-0.1244238,3.020662,0.3557277,0.01832399,1.318576,5.9932
802.751,0.02160023,5.976924,-0.1236996,3.022285,0.3560069,0.01831535,1.318763,5.9932
802.851,0.02238487,5.987051,-0.1229755,3.028647,0.3562854,0.01828776,1.318949,5.9932
802.952,0.0231773,5.987775,-0.1222507,3.028233,0.3565862,0.01827829,1.319151,5.9932
803.052,0.02396183,5.983796,-0.121526,3.026993,0.3568864,0.01824622,1.31935,5.9932
803.151,0.02473845,5.983435,-0.1208005,3.02855,0.3571723,0.01823706,1.319541,5.9932
803.252,0.0255307,5.994285,-0.1200752,3.035518,0.3574549,0.01820777,1.319729,5.9932
803.351,0.02630719,6.000072,-0.1193492,3.037696,0.3577609,0.01819806,1.319933,5.9932
803.451,0.02709147,6.008029,-0.1186232,3.04198,0.358079,0.01816235,1.320144,5.9932
803.552,0.02788352,5.99754,-0.1178968,3.035928,0.3584127,0.01815022,1.320365,5.9932
803.652,0.02866767,5.998264,-0.1171701,3.039265,0.3587176,0.01811404,1.320567,5.9932
803.752,0.02945174,6.012008,-0.116443,3.0476,0.35902,0.0181056,1.320767,5.9932
803.852,0.03023573,6.005859,-0.1157158,3.042839,0.3593539,0.01806577,1.320988,5.9932
803.952,0.03101966,6.003689,-0.1149882,3.043824,0.3596681,0.01805348,1.321196,5.9932
804.051,0.03179567,5.998625,-0.1142604,3.042515,0.3599745,0.01801844,1.321398,5.9932
804.152,0.03258727,6.005497,-0.1135322,3.048195,0.3602643,0.0180076,1.321589,5.9932
804.252,0.03337096,6.006944,-0.1128039,3.048785,0.3605683,0.01797409,1.321789,5.9932
804.351,0.03414673,6.016348,-0.1120751,3.054644,0.3608716,0.01796102,1.321989,5.9932
