t,y,ypb,r,u
151.98,7.151692,7.156394,0.35,4
152.08,7.163629,7.151692,0.35,4
152.18,7.152416,7.163629,0.35,4
152.28,7.15531,7.152416,0.35,4
152.38,7.149522,7.15531,0.35,4
152.48,7.159288,7.149522,0.35,4
152.58,7.156033,7.159288,0.35,4
152.68,7.15748,7.156033,0.35,4
152.78,7.171947,7.15748,0.35,4
152.88,7.171224,7.171947,0.35,4
152.98,7.171947,7.171224,0.35,4
153.08,7.167245,7.171947,0.35,4
153.18,7.178458,7.167245,0.35,4
153.28,7.162181,7.178458,0.35,4
153.38,7.168692,7.162181,0.35,4
153.48,7.173756,7.168692,0.35,4
153.579,7.169054,7.173756,0.35,4
153.68,7.169777,7.169054,0.35,4
153.78,7.173032,7.169777,0.35,4
153.88,7.179543,7.173032,0.35,4
153.98,7.169415,7.179543,0.35,4
154.079,7.169777,7.169415,0.35,4
154.18,7.171586,7.169777,0.35,4
154.28,7.177734,7.171586,0.35,4
154.38,7.182075,7.177734,0.35,4
154.48,7.183883,7.182075,0.35,4
154.58,7.184607,7.183883,0.35,4
154.68,7.18533,7.184607,0.35,4
154.779,7.182075,7.18533,0.35,4
154.88,7.176649,7.182075,0.35,4
154.98,7.170139,7.176649,0.35,4
155.08,7.179543,7.170139,0.35,4
155.18,7.180628,7.179543,0.35,4
155.28,7.172309,7.180628,0.35,4
155.38,7.169415,7.172309,0.35,4
155.481,7.16616,7.169415,0.35,4
155.58,7.174118,7.16616,0.35,4
155.68,7.174841,7.174118,0.35,4
155.78,7.174479,7.174841,0.35,4
155.88,7.169415,7.174479,0.35,4
155.98,7.166883,7.169415,0.35,4
156.08,7.167969,7.166883,0.35,4
156.18,7.169777,7.167969,0.35,4
156.28,7.156756,7.169777,0.35,4
156.38,7.16833,7.156756,0.35,4
156.48,7.179904,7.16833,0.35,4
156.58,7.178096,7.179904,0.35,4
156.68,7.171947,7.178096,0.35,4
156.78,7.171586,7.171947,0.35,4
156.88,7.172309,7.171586,0.35,4
156.98,7.175564,7.172309,0.35,4
157.08,7.169054,7.175564,0.35,4
157.18,7.16616,7.169054,0.35,4
157.28,7.174841,7.16616,0.35,4
157.38,7.177372,7.174841,0.35,4
157.48,7.179904,7.177372,0.35,4
157.58,7.183521,7.179904,0.35,4
157.68,7.178819,7.183521,0.35,4
157.78,7.186415,7.178819,0.35,4
157.88,7.18316,7.186415,0.35,4
157.98,7.178096,7.18316,0.35,4
158.08,7.176288,7.178096,0.35,4
158.18,7.180989,7.176288,0.35,4
158.28,7.18533,7.180989,0.35,4
158.38,7.182798,7.18533,0.35,4
158.48,7.187861,7.182798,0.35,4
158.58,7.183521,7.187861,0.35,4
158.681,7.187138,7.183521,0.35,4
158.78,7.187138,7.187138,0.35,4
158.88,7.186415,7.187138,0.35,4
158.98,7.176288,7.186415,0.35,4
159.08,7.182798,7.176288,0.35,4
159.18,7.180628,7.182798,0.35,4
159.28,7.190032,7.180628,0.35,4
159.38,7.182075,7.190032,0.35,4
159.48,7.184245,7.182075,0.35,4
159.58,7.19184,7.184245,0.35,4
159.68,7.195096,7.19184,0.35,4
159.78,7.188585,7.195096,0.35,4
159.88,7.184968,7.188585,0.35,4
159.98,7.183883,7.184968,0.35,4
160.08,7.19184,7.183883,0.35,4
160.179,7.191117,7.19184,0.35,4
160.28,7.198712,7.191117,0.35,4
160.38,7.198712,7.198712,0.35,4
160.48,7.192925,7.198712,0.35,4
160.58,7.190032,7.192925,0.35,4
160.68,7.199436,7.190032,0.35,4
160.78,7.192564,7.199436,0.35,4
160.88,7.18967,7.192564,0.35,4
160.98,7.194372,7.18967,0.35,4
161.08,7.200521,7.194372,0.35,4
161.18,7.200882,7.200521,0.35,4
161.28,7.202329,7.200882,0.35,4
161.38,7.19618,7.202329,0.35,4
161.48,7.194734,7.19618,0.35,4
161.58,7.187138,7.194734,0.35,4
161.68,7.197266,7.187138,0.35,4
161.779,7.180628,7.197266,0.35,4
161.88,7.191478,7.180628,0.35,4
161.98,7.19835,7.191478,0.35,4
162.08,7.202329,7.19835,0.35,4
162.18,7.189308,7.202329,0.35,4
162.28,7.19401,7.189308,0.35,4
162.38,7.19401,7.19401,0.35,4
162.48,7.1875,7.19401,0.35,4
162.58,7.190755,7.1875,0.35,4
162.68,7.18967,7.190755,0.35,4
162.78,7.205223,7.18967,0.35,4
162.88,7.209925,7.205223,0.35,4
162.98,7.205946,7.209925,0.35,4
163.08,7.204499,7.205946,0.35,4
163.18,7.193287,7.204499,0.35,4
163.28,7.192925,7.193287,0.35,4
163.38,7.201244,7.192925,0.35,4
163.479,7.19401,7.201244,0.35,4
163.58,7.195096,7.19401,0.35,4
163.68,7.200521,7.195096,0.35,4
163.78,7.204499,7.200521,0.35,4
163.88,7.208116,7.204499,0.35,4
163.979,7.21101,7.208116,0.35,4
164.08,7.205946,7.21101,0.35,4
164.18,7.195819,7.205946,0.35,4
164.28,7.205585,7.195819,0.35,4
164.38,7.210648,7.205585,0.35,4
164.481,7.202691,7.210648,0.35,4
164.58,7.193649,7.202691,0.35,4
164.68,7.193649,7.193649,0.35,4
164.78,7.203053,7.193649,0.35,4
164.88,7.203776,7.203053,0.35,4
164.98,7.207393,7.203776,0.35,4
165.08,7.19184,7.207393,0.35,4
165.18,7.194372,7.19184,0.35,4
165.28,7.204138,7.194372,0.35,4
165.38,7.201606,7.204138,0.35,4
165.48,7.194372,7.201606,0.35,4
165.58,7.19401,7.194372,0.35,4
165.681,7.209201,7.19401,0.35,4
165.78,7.208478,7.209201,0.35,4
165.88,7.200521,7.208478,0.35,4
165.98,7.203776,7.200521,0.35,4
166.08,7.199074,7.203776,0.35,4
166.18,7.197989,7.199074,0.35,4
166.28,7.190032,7.197989,0.35,4
166.38,7.200521,7.190032,0.35,4
166.48,7.206669,7.200521,0.35,4
166.58,7.179543,7.206669,0.35,4
166.68,7.188223,7.179543,0.35,4
166.78,7.203776,7.188223,0.35,4
166.879,7.200882,7.203776,0.35,4
166.98,7.191117,7.200882,0.35,4
167.08,7.179543,7.191117,0.35,4
167.18,7.186777,7.179543,0.35,4
167.28,7.182436,7.186777,0.35,4
167.38,7.181713,7.182436,0.35,4
167.48,7.18967,7.181713,0.35,4
167.58,7.192564,7.18967,0.35,4
167.68,7.196542,7.192564,0.35,4
167.78,7.193287,7.196542,0.35,4
167.88,7.183521,7.193287,0.35,4
167.98,7.184245,7.183521,0.35,4
168.08,7.197627,7.184245,0.35,4
168.18,7.197266,7.197627,0.35,4
168.28,7.195457,7.197266,0.35,4
168.38,7.186053,7.195457,0.35,4
168.479,7.1875,7.186053,0.35,4
168.58,7.202691,7.1875,0.35,4
168.68,7.188223,7.202691,0.35,4
168.78,7.194734,7.188223,0.35,4
168.88,7.196904,7.194734,0.35,4
168.978,7.201244,7.196904,0.35,4
169.08,7.190755,7.201244,0.35,4
169.18,7.188947,7.190755,0.35,4
169.28,7.190755,7.188947,0.35,4
169.38,7.188585,7.190755,0.35,4
169.48,7.182798,7.188585,0.35,4
169.58,7.192202,7.182798,0.35,4
169.68,7.192925,7.192202,0.35,4
169.78,7.175926,7.192925,0.35,4
169.88,7.179904,7.175926,0.35,4
169.98,7.178458,7.179904,0.35,4
170.08,7.182798,7.178458,0.35,4
170.18,7.182798,7.182798,0.35,4
170.28,7.187861,7.182798,0.35,4
170.38,7.188223,7.187861,0.35,4
170.48,7.199797,7.188223,0.35,4
170.579,7.206308,7.199797,0.35,4
170.68,7.192925,7.206308,0.35,4
170.78,7.191117,7.192925,0.35,4
170.88,7.186053,7.191117,0.35,4
170.98,7.18316,7.186053,0.35,4
171.08,7.193649,7.18316,0.35,4
171.181,7.188947,7.193649,0.35,4
171.28,7.199074,7.188947,0.35,4
171.381,7.195819,7.199074,0.35,4
171.48,7.192202,7.195819,0.35,4
171.58,7.195096,7.192202,0.35,4
171.68,7.196542,7.195096,0.35,4
171.78,7.196542,7.196542,0.35,4
171.88,7.182798,7.196542,0.35,4
171.98,7.195457,7.182798,0.35,4
172.079,7.180628,7.195457,0.35,4
172.18,7.188223,7.180628,0.35,4
172.28,7.191117,7.188223,0.35,4
172.38,7.196904,7.191117,0.35,4
172.48,7.192202,7.196904,0.35,4
172.58,7.191478,7.192202,0.35,4
172.68,7.182075,7.191478,0.35,4
172.78,7.184968,7.182075,0.35,4
172.881,7.194734,7.184968,0.35,4
172.98,7.174841,7.194734,0.35,4
173.08,7.178096,7.174841,0.35,4
173.18,7.179181,7.178096,0.35,4
173.28,7.192925,7.179181,0.35,4
173.38,7.190755,7.192925,0.35,4
173.481,7.182075,7.190755,0.35,4
173.58,7.192564,7.182075,0.35,4
173.678,7.181351,7.192564,0.35,4
173.78,7.178096,7.181351,0.35,4
173.88,7.187138,7.178096,0.35,4
173.98,7.184968,7.187138,0.35,4
174.08,7.18316,7.184968,0.35,4
174.181,7.178096,7.18316,0.35,4
174.28,7.181713,7.178096,0.35,4
174.38,7.173394,7.181713,0.35,4
174.48,7.176288,7.173394,0.35,4
174.579,7.177011,7.176288,0.35,4
174.68,7.187861,7.177011,0.35,4
174.78,7.184607,7.187861,0.35,4
174.88,7.177372,7.184607,0.35,4
174.98,7.18316,7.177372,0.35,4
175.08,7.193287,7.18316,0.35,4
175.18,7.186053,7.193287,0.35,4
175.28,7.182798,7.186053,0.35,4
175.381,7.174479,7.182798,0.35,4
175.479,7.169415,7.174479,0.35,4
175.58,7.180628,7.169415,0.35,4
175.68,7.192564,7.180628,0.35,4
175.78,7.195096,7.192564,0.35,4
175.88,7.190032,7.195096,0.35,4
175.98,7.196904,7.190032,0.35,4
176.08,7.188947,7.196904,0.35,4
176.18,7.167969,7.188947,0.35,4
176.28,7.174479,7.167969,0.35,4
176.38,7.167245,7.174479,0.35,4
176.48,7.177011,7.167245,0.35,4
176.58,7.173756,7.177011,0.35,4
176.681,7.179543,7.173756,0.35,4
176.78,7.18967,7.179543,0.35,4
176.88,7.182436,7.18967,0.35,4
176.98,7.185691,7.182436,0.35,4
177.08,7.184968,7.185691,0.35,4
177.18,7.174479,7.184968,0.35,4
177.28,7.182436,7.174479,0.35,4
177.38,7.190755,7.182436,0.35,4
177.48,7.190755,7.190755,0.35,4
177.58,7.182798,7.190755,0.35,4
177.68,7.17267,7.182798,0.35,4
177.78,7.186777,7.17267,0.35,4
177.881,7.190755,7.186777,0.35,4
177.98,7.193287,7.190755,0.35,4
178.08,7.19835,7.193287,0.35,4
178.18,7.183883,7.19835,0.35,4
178.28,7.180628,7.183883,0.35,4
178.38,7.179181,7.180628,0.35,4
178.481,7.178096,7.179181,0.35,4
178.58,7.175926,7.178096,0.35,4
178.68,7.180628,7.175926,0.35,4
178.78,7.193287,7.180628,0.35,4
178.88,7.184607,7.193287,0.35,4
178.98,7.183521,7.184607,0.35,4
179.08,7.180628,7.183521,0.35,4
179.18,7.184968,7.180628,0.35,4
179.28,7.178458,7.184968,0.35,4
179.38,7.18316,7.178458,0.35,4
179.48,7.187861,7.18316,0.35,4
179.58,7.18967,7.187861,0.35,4
179.68,7.18316,7.18967,0.35,4
179.78,7.190755,7.18316,0.35,4
179.88,7.190032,7.190755,0.35,4
179.98,7.182436,7.190032,0.35,4
180.08,7.183521,7.182436,0.35,4
180.18,7.181713,7.183521,0.35,4
180.279,7.185691,7.181713,0.35,4
180.38,7.185691,7.185691,0.35,4
180.48,7.192202,7.185691,0.35,4
180.58,7.193287,7.192202,0.35,4
180.68,7.190032,7.193287,0.35,4
180.78,7.187138,7.190032,0.35,4
180.88,7.18533,7.187138,0.35,4
180.98,7.191117,7.18533,0.35,4
181.08,7.190032,7.191117,0.35,4
181.18,7.187138,7.190032,0.35,4
181.28,7.188223,7.187138,0.35,4
181.38,7.19835,7.188223,0.35,4
181.481,7.196542,7.19835,0.35,4
181.58,7.200521,7.196542,0.35,4
181.68,7.199797,7.200521,0.35,4
181.78,7.180628,7.199797,0.35,4
181.88,7.191117,7.180628,0.35,4
181.98,7.18967,7.191117,0.35,4
182.08,7.188585,7.18967,0.35,4
182.18,7.199436,7.188585,0.35,4
182.28,7.188223,7.199436,0.35,4
182.38,7.194372,7.188223,0.35,4
182.48,7.188223,7.194372,0.35,4
182.58,7.19184,7.188223,0.35,4
182.68,7.193649,7.19184,0.35,4
182.78,7.203776,7.193649,0.35,4
182.879,7.196542,7.203776,0.35,4
182.98,7.199074,7.196542,0.35,4
183.08,7.194734,7.199074,0.35,4
183.18,7.204138,7.194734,0.35,4
183.28,7.205585,7.204138,0.35,4
183.38,7.207393,7.205585,0.35,4
183.48,7.203053,7.207393,0.35,4
183.58,7.197989,7.203053,0.35,4
183.68,7.201606,7.197989,0.35,4
183.78,7.201967,7.201606,0.35,4
183.88,7.201606,7.201967,0.35,4
183.98,7.209563,7.201606,0.35,4
184.08,7.208116,7.209563,0.35,4
184.18,7.201606,7.208116,0.35,4
184.28,7.204499,7.201606,0.35,4
184.38,7.202691,7.204499,0.35,4
184.48,7.203776,7.202691,0.35,4
184.581,7.202691,7.203776,0.35,4
184.681,7.193287,7.202691,0.35,4
184.78,7.199436,7.193287,0.35,4
184.88,7.188223,7.199436,0.35,4
184.98,7.190755,7.188223,0.35,4
185.081,7.202329,7.190755,0.35,4
185.179,7.203414,7.202329,0.35,4
185.28,7.191478,7.203414,0.35,4
185.38,7.186053,7.191478,0.35,4
185.48,7.190755,7.186053,0.35,4
185.58,7.193287,7.190755,0.35,4
185.681,7.205223,7.193287,0.35,4
185.78,7.190755,7.205223,0.35,4
185.88,7.190032,7.190755,0.35,4
185.98,7.202691,7.190032,0.35,4
186.08,7.195096,7.202691,0.35,4
186.18,7.176288,7.195096,0.35,4
186.28,7.181713,7.176288,0.35,4
186.381,7.187861,7.181713,0.35,4
186.48,7.192564,7.187861,0.35,4
186.581,7.200882,7.192564,0.35,4
186.68,7.196904,7.200882,0.35,4
186.781,7.191478,7.196904,0.35,4
186.88,7.190755,7.191478,0.35,4
186.98,7.188947,7.190755,0.35,4
187.08,7.19835,7.188947,0.35,4
187.18,7.199797,7.19835,0.35,4
187.28,7.18967,7.199797,0.35,4
187.381,7.185691,7.18967,0.35,4
187.48,7.193287,7.185691,0.35,4
187.58,7.201244,7.193287,0.35,4
187.68,7.190755,7.201244,0.35,4
187.781,7.184607,7.190755,0.35,4
187.88,7.187138,7.184607,0.35,4
187.98,7.182798,7.187138,0.35,4
188.08,7.190755,7.182798,0.35,4
188.18,7.196904,7.190755,0.35,4
188.28,7.199797,7.196904,0.35,4
188.381,7.189308,7.199797,0.35,4
188.48,7.189308,7.189308,0.35,4
188.58,7.19835,7.189308,0.35,4
188.681,7.199074,7.19835,0.35,4
188.779,7.190032,7.199074,0.35,4
188.88,7.193649,7.190032,0.35,4
188.98,7.192925,7.193649,0.35,4
189.08,7.202329,7.192925,0.35,4
189.18,7.206308,7.202329,0.35,4
189.28,7.199074,7.206308,0.35,4
189.38,7.196904,7.199074,0.35,4
189.481,7.19618,7.196904,0.35,4
189.58,7.199436,7.19618,0.35,4
189.68,7.203776,7.199436,0.35,4
189.78,7.201606,7.203776,0.35,4
189.88,7.200882,7.201606,0.35,4
189.979,7.198712,7.200882,0.35,4
190.08,7.201967,7.198712,0.35,4
190.18,7.206308,7.201967,0.35,4
190.28,7.197266,7.206308,0.35,4
190.381,7.197989,7.197266,0.35,4
190.48,7.192925,7.197989,0.35,4
190.58,7.192925,7.192925,0.35,4
190.68,7.201244,7.192925,0.35,4
190.78,7.206308,7.201244,0.35,4
190.88,7.203053,7.206308,0.35,4
190.98,7.194734,7.203053,0.35,4
191.08,7.199074,7.194734,0.35,4
191.18,7.207031,7.199074,0.35,4
191.28,7.201967,7.207031,0.35,4
191.38,7.214627,7.201967,0.35,4
191.48,7.200521,7.214627,0.35,4
191.58,7.195096,7.200521,0.35,4
191.68,7.195457,7.195096,0.35,4
191.78,7.188947,7.195457,0.35,4
191.88,7.195096,7.188947,0.35,4
191.98,7.18967,7.195096,0.35,4
192.08,7.188223,7.18967,0.35,4
192.18,7.188947,7.188223,0.35,4
192.28,7.185691,7.188947,0.35,4
192.38,7.193649,7.185691,0.35,4
192.481,7.19835,7.193649,0.35,4
192.58,7.199797,7.19835,0.35,4
192.68,7.203414,7.199797,0.35,4
192.78,7.188947,7.203414,0.35,4
192.88,7.184607,7.188947,0.35,4
192.98,7.184245,7.184607,0.35,4
193.08,7.194372,7.184245,0.35,4
193.18,7.178819,7.194372,0.35,4
193.28,7.172309,7.178819,0.35,4
193.38,7.186415,7.172309,0.35,4
193.48,7.177372,7.186415,0.35,4
193.58,7.172309,7.177372,0.35,4
193.68,7.181713,7.172309,0.35,4
193.78,7.18316,7.181713,0.35,4
193.88,7.195096,7.18316,0.35,4
193.98,7.195457,7.195096,0.35,4
194.08,7.182798,7.195457,0.35,4
194.181,7.175926,7.182798,0.35,4
194.28,7.175202,7.175926,0.35,4
194.38,7.187138,7.175202,0.35,4
194.48,7.187138,7.187138,0.35,4
194.58,7.19184,7.187138,0.35,4
194.68,7.199797,7.19184,0.35,4
194.78,7.202691,7.199797,0.35,4
194.88,7.195457,7.202691,0.35,4
194.98,7.196904,7.195457,0.35,4
195.08,7.19618,7.196904,0.35,4
195.18,7.190032,7.19618,0.35,4
195.28,7.190032,7.190032,0.35,4
195.38,7.187861,7.190032,0.35,4
195.479,7.191117,7.187861,0.35,4
195.58,7.188585,7.191117,0.35,4
195.68,7.188947,7.188585,0.35,4
195.78,7.186053,7.188947,0.35,4
195.88,7.184968,7.186053,0.35,4
195.98,7.180628,7.184968,0.35,4
196.08,7.182798,7.180628,0.35,4
196.18,7.174841,7.182798,0.35,4
196.279,7.171586,7.174841,0.35,4
196.38,7.181713,7.171586,0.35,4
196.48,7.179904,7.181713,0.35,4
196.58,7.176288,7.179904,0.35,4
196.68,7.176288,7.176288,0.35,4
196.78,7.179904,7.176288,0.35,4
196.88,7.186053,7.179904,0.35,4
196.98,7.18967,7.186053,0.35,4
197.08,7.186777,7.18967,0.35,4
197.18,7.18533,7.186777,0.35,4
197.28,7.181351,7.18533,0.35,4
197.38,7.175564,7.181351,0.35,4
197.48,7.172309,7.175564,0.35,4
197.58,7.174479,7.172309,0.35,4
197.68,7.170139,7.174479,0.35,4
197.781,7.188585,7.170139,0.35,4
197.88,7.185691,7.188585,0.35,4
197.98,7.182075,7.185691,0.35,4
198.081,7.186415,7.182075,0.35,4
198.18,7.177372,7.186415,0.35,4
198.28,7.174118,7.177372,0.35,4
198.38,7.179543,7.174118,0.35,4
198.481,7.180989,7.179543,0.35,4
198.581,7.192202,7.180989,0.35,4
198.68,7.183521,7.192202,0.35,4
198.781,7.177011,7.183521,0.35,4
198.88,7.183521,7.177011,0.35,4
198.98,7.175926,7.183521,0.35,4
199.08,7.173756,7.175926,0.35,4
199.181,7.174118,7.173756,0.35,4
199.28,7.190755,7.174118,0.35,4
199.38,7.1875,7.190755,0.35,4
199.48,7.193287,7.1875,0.35,4
199.58,7.189308,7.193287,0.35,4
199.681,7.184245,7.189308,0.35,4
199.78,7.186053,7.184245,0.35,4
199.88,7.192564,7.186053,0.35,4
199.98,7.187138,7.192564,0.35,4
200.081,7.193649,7.187138,0.35,4
200.18,7.179904,7.193649,0.35,4
200.28,7.175202,7.179904,0.35,4
200.38,7.183883,7.175202,0.35,4
200.48,7.191117,7.183883,0.35,4
200.58,7.176649,7.191117,0.35,4
200.68,7.173032,7.176649,0.35,4
200.78,7.174118,7.173032,0.35,4
200.88,7.167245,7.174118,0.35,4
200.978,7.186053,7.167245,0.35,4
201.08,7.188585,7.186053,0.35,4
201.18,7.189308,7.188585,0.35,4
201.28,7.183521,7.189308,0.35,4
201.38,7.183521,7.183521,0.35,4
201.48,7.187861,7.183521,0.35,4
201.58,7.174841,7.187861,0.35,4
201.68,7.176649,7.174841,0.35,4
201.78,7.186415,7.176649,0.35,4
201.88,7.182075,7.186415,0.35,4
201.98,7.180989,7.182075,0.35,4
202.08,7.191117,7.180989,0.35,4
202.18,7.191117,7.191117,0.35,4
202.28,7.171224,7.191117,0.35,4
202.38,7.176288,7.171224,0.35,4
202.48,7.179904,7.176288,0.35,4
202.58,7.184607,7.179904,0.35,4
202.68,7.18533,7.184607,0.35,4
202.78,7.184607,7.18533,0.35,4
202.88,7.179904,7.184607,0.35,4
202.981,7.186053,7.179904,0.35,4
203.08,7.180628,7.186053,0.35,4
203.181,7.190032,7.180628,0.35,4
203.28,7.184968,7.190032,0.35,4
203.38,7.180628,7.184968,0.35,4
203.48,7.189308,7.180628,0.35,4
203.58,7.19401,7.189308,0.35,4
203.68,7.191478,7.19401,0.35,4
203.78,7.181351,7.191478,0.35,4
203.88,7.173394,7.181351,0.35,4
203.98,7.169054,7.173394,0.35,4
204.08,7.177011,7.169054,0.35,4
204.179,7.178458,7.177011,0.35,4
204.281,7.170862,7.178458,0.35,4
204.38,7.170139,7.170862,0.35,4
204.48,7.170862,7.170139,0.35,4
204.58,7.16833,7.170862,0.35,4
204.68,7.169777,7.16833,0.35,4
204.781,7.169054,7.169777,0.35,4
204.88,7.16182,7.169054,0.35,4
204.98,7.171586,7.16182,0.35,4
205.08,7.173394,7.171586,0.35,4
205.18,7.169777,7.173394,0.35,4
205.281,7.175564,7.169777,0.35,4
205.38,7.192925,7.175564,0.35,4
205.48,7.195457,7.192925,0.35,4
205.58,7.199074,7.195457,0.35,4
205.679,7.190032,7.199074,0.35,4
205.78,7.181351,7.190032,0.35,4
205.88,7.18533,7.181351,0.35,4
205.98,7.184968,7.18533,0.35,4
206.08,7.172309,7.184968,0.35,4
206.18,7.192564,7.172309,0.35,4
206.28,7.194372,7.192564,0.35,4
206.38,7.194734,7.194372,0.35,4
206.48,7.182436,7.194734,0.35,4
206.58,7.185691,7.182436,0.35,4
206.68,7.184968,7.185691,0.35,4
206.78,7.184245,7.184968,0.35,4
206.88,7.204499,7.184245,0.35,4
206.981,7.194734,7.204499,0.35,4
207.08,7.198712,7.194734,0.35,4
207.18,7.207393,7.198712,0.35,4
207.28,7.208116,7.207393,0.35,4
207.38,7.200521,7.208116,0.35,4
207.48,7.209925,7.200521,0.35,4
207.58,7.207031,7.209925,0.35,4
207.68,7.207755,7.207031,0.35,4
207.78,7.202329,7.207755,0.35,4
207.881,7.196904,7.202329,0.35,4
207.98,7.206308,7.196904,0.35,4
208.08,7.202691,7.206308,0.35,4
208.18,7.209201,7.202691,0.35,4
208.28,7.208478,7.209201,0.35,4
208.38,7.205946,7.208478,0.35,4
208.48,7.21101,7.205946,0.35,4
208.58,7.216074,7.21101,0.35,4
208.68,7.207031,7.216074,0.35,4
208.78,7.211371,7.207031,0.35,4
208.88,7.221137,7.211371,0.35,4
208.98,7.214627,7.221137,0.35,4
209.08,7.204861,7.214627,0.35,4
209.18,7.202329,7.204861,0.35,4
209.28,7.203414,7.202329,0.35,4
209.38,7.189308,7.203414,0.35,4
209.48,7.19184,7.189308,0.35,4
209.58,7.198712,7.19184,0.35,4
209.68,7.199074,7.198712,0.35,4
209.78,7.199074,7.199074,0.35,4
209.88,7.202691,7.199074,0.35,4
209.98,7.197266,7.202691,0.35,4
210.081,7.204138,7.197266,0.35,4
210.18,7.19184,7.204138,0.35,4
210.28,7.207755,7.19184,0.35,4
210.379,7.204499,7.207755,0.35,4
210.48,7.205946,7.204499,0.35,4
210.58,7.203414,7.205946,0.35,4
210.679,7.202691,7.203414,0.35,4
210.78,7.21318,7.202691,0.35,4
210.88,7.212095,7.21318,0.35,4
210.98,7.216074,7.212095,0.35,4
211.08,7.209201,7.216074,0.35,4
211.179,7.202329,7.209201,0.35,4
211.28,7.202691,7.202329,0.35,4
211.38,7.204499,7.202691,0.35,4
211.48,7.204861,7.204499,0.35,4
211.581,7.211733,7.204861,0.35,4
211.68,7.204861,7.211733,0.35,4
211.78,7.21752,7.204861,0.35,4
211.88,7.223669,7.21752,0.35,4
211.98,7.218244,7.223669,0.35,4
212.08,7.213542,7.218244,0.35,4
212.18,7.203053,7.213542,0.35,4
212.28,7.209563,7.203053,0.35,4
212.38,7.21101,7.209563,0.35,4
212.48,7.206308,7.21101,0.35,4
212.58,7.21101,7.206308,0.35,4
212.68,7.201606,7.21101,0.35,4
212.78,7.208839,7.201606,0.35,4
212.88,7.208839,7.208839,0.35,4
212.98,7.205585,7.208839,0.35,4
213.08,7.212457,7.205585,0.35,4
213.181,7.216435,7.212457,0.35,4
213.28,7.199436,7.216435,0.35,4
213.38,7.192925,7.199436,0.35,4
213.48,7.202329,7.192925,0.35,4
213.581,7.200521,7.202329,0.35,4
213.68,7.208116,7.200521,0.35,4
213.78,7.214627,7.208116,0.35,4
213.88,7.209201,7.214627,0.35,4
213.98,7.204138,7.209201,0.35,4
214.08,7.206669,7.204138,0.35,4
214.18,7.209925,7.206669,0.35,4
214.28,7.207393,7.209925,0.35,4
214.38,7.212818,7.207393,0.35,4
214.478,7.214265,7.212818,0.35,4
214.58,7.204138,7.214265,0.35,4
214.68,7.212095,7.204138,0.35,4
214.78,7.206308,7.212095,0.35,4
214.88,7.205946,7.206308,0.35,4
214.98,7.200882,7.205946,0.35,4
215.08,7.208839,7.200882,0.35,4
215.18,7.199074,7.208839,0.35,4
215.28,7.192202,7.199074,0.35,4
215.38,7.21318,7.192202,0.35,4
215.48,7.205585,7.21318,0.35,4
215.58,7.209563,7.205585,0.35,4
215.679,7.194372,7.209563,0.35,4
215.78,7.200882,7.194372,0.35,4
215.88,7.209925,7.200882,0.35,4
215.98,7.207031,7.209925,0.35,4
216.08,7.208478,7.207031,0.35,4
216.18,7.21318,7.208478,0.35,4
216.28,7.208116,7.21318,0.35,4
216.38,7.195457,7.208116,0.35,4
216.48,7.200882,7.195457,0.35,4
216.58,7.196904,7.200882,0.35,4
216.68,7.203053,7.196904,0.35,4
216.78,7.197627,7.203053,0.35,4
216.88,7.200882,7.197627,0.35,4
216.98,7.199436,7.200882,0.35,4
217.08,7.19835,7.199436,0.35,4
217.18,7.197627,7.19835,0.35,4
217.28,7.199797,7.197627,0.35,4
217.38,7.193649,7.199797,0.35,4
217.48,7.199074,7.193649,0.35,4
217.58,7.201244,7.199074,0.35,4
217.68,7.186415,7.201244,0.35,4
217.78,7.192925,7.186415,0.35,4
217.88,7.189308,7.192925,0.35,4
217.98,7.183521,7.189308,0.35,4
218.081,7.186053,7.183521,0.35,4
218.18,7.19184,7.186053,0.35,4
218.28,7.186777,7.19184,0.35,4
218.38,7.19401,7.186777,0.35,4
218.48,7.196542,7.19401,0.35,4
218.58,7.183883,7.196542,0.35,4
218.68,7.188947,7.183883,0.35,4
218.78,7.191478,7.188947,0.35,4
218.881,7.186777,7.191478,0.35,4
218.98,7.178819,7.186777,0.35,4
219.08,7.179181,7.178819,0.35,4
219.18,7.182075,7.179181,0.35,4
219.28,7.175202,7.182075,0.35,4
219.38,7.191478,7.175202,0.35,4
219.48,7.190032,7.191478,0.35,4
219.58,7.183883,7.190032,0.35,4
219.68,7.177734,7.183883,0.35,4
219.78,7.171224,7.177734,0.35,4
219.88,7.17267,7.171224,0.35,4
219.98,7.182436,7.17267,0.35,4
220.08,7.161097,7.182436,0.35,4
220.18,7.173394,7.161097,0.35,4
220.28,7.179904,7.173394,0.35,4
220.38,7.184245,7.179904,0.35,4
220.481,7.187861,7.184245,0.35,4
220.58,7.187861,7.187861,0.35,4
220.68,7.188947,7.187861,0.35,4
220.78,7.187861,7.188947,0.35,4
220.88,7.173032,7.187861,0.35,4
220.98,7.169777,7.173032,0.35,4
221.08,7.183883,7.169777,0.35,4
221.18,7.185691,7.183883,0.35,4
221.28,7.182798,7.185691,0.35,4
221.38,7.15748,7.182798,0.35,4
221.481,7.157118,7.15748,0.35,4
221.58,7.17267,7.157118,0.35,4
221.68,7.174479,7.17267,0.35,4
221.78,7.170862,7.174479,0.35,4
