t,y,ypb,r,u
510.48,7.122034,7.116247,0.35,4
510.58,7.122757,7.122034,0.35,4
510.68,7.129991,7.122757,0.35,4
510.78,7.131076,7.129991,0.35,4
510.878,7.125651,7.131076,0.35,4
510.98,7.135778,7.125651,0.35,4
511.08,7.135778,7.135778,0.35,4
511.18,7.134332,7.135778,0.35,4
511.28,7.126736,7.134332,0.35,4
511.38,7.124204,7.126736,0.35,4
511.48,7.135055,7.124204,0.35,4
511.579,7.129268,7.135055,0.35,4
511.68,7.124928,7.129268,0.35,4
511.78,7.130353,7.124928,0.35,4
511.88,7.127821,7.130353,0.35,4
511.98,7.134693,7.127821,0.35,4
512.079,7.126374,7.134693,0.35,4
512.18,7.1318,7.126374,0.35,4
512.28,7.1318,7.1318,0.35,4
512.38,7.13614,7.1318,0.35,4
512.478,7.122034,7.13614,0.35,4
512.58,7.130353,7.122034,0.35,4
512.68,7.130353,7.130353,0.35,4
512.78,7.12746,7.130353,0.35,4
512.88,7.122757,7.12746,0.35,4
512.98,7.13397,7.122757,0.35,4
513.08,7.125289,7.13397,0.35,4
513.178,7.129268,7.125289,0.35,4
513.28,7.126736,7.129268,0.35,4
513.38,7.136502,7.126736,0.35,4
513.48,7.134332,7.136502,0.35,4
513.58,7.128544,7.134332,0.35,4
513.68,7.132885,7.128544,0.35,4
513.78,7.13831,7.132885,0.35,4
513.88,7.129268,7.13831,0.35,4
513.98,7.127821,7.129268,0.35,4
514.08,7.13831,7.127821,0.35,4
514.179,7.133246,7.13831,0.35,4
514.28,7.13614,7.133246,0.35,4
514.38,7.149884,7.13614,0.35,4
514.48,7.144821,7.149884,0.35,4
514.58,7.141927,7.144821,0.35,4
514.68,7.146629,7.141927,0.35,4
514.78,7.147352,7.146629,0.35,4
514.88,7.146267,7.147352,0.35,4
514.98,7.14265,7.146267,0.35,4
515.08,7.147352,7.14265,0.35,4
515.18,7.137949,7.147352,0.35,4
515.28,7.129991,7.137949,0.35,4
515.38,7.153863,7.129991,0.35,4
515.48,7.146991,7.153863,0.35,4
515.58,7.1318,7.146991,0.35,4
515.68,7.134693,7.1318,0.35,4
515.78,7.145905,7.134693,0.35,4
515.88,7.137949,7.145905,0.35,4
515.979,7.128544,7.137949,0.35,4
516.08,7.129268,7.128544,0.35,4
516.18,7.137587,7.129268,0.35,4
516.28,7.135778,7.137587,0.35,4
516.38,7.132523,7.135778,0.35,4
516.48,7.124566,7.132523,0.35,4
516.58,7.121672,7.124566,0.35,4
516.68,7.117694,7.121672,0.35,4
516.78,7.131438,7.117694,0.35,4
516.88,7.139757,7.131438,0.35,4
516.98,7.137225,7.139757,0.35,4
517.08,7.132523,7.137225,0.35,4
517.18,7.131076,7.132523,0.35,4
517.28,7.128906,7.131076,0.35,4
517.38,7.124928,7.128906,0.35,4
517.48,7.135055,7.124928,0.35,4
517.578,7.132523,7.135055,0.35,4
517.68,7.137949,7.132523,0.35,4
517.78,7.139757,7.137949,0.35,4
517.88,7.133246,7.139757,0.35,4
517.979,7.125289,7.133246,0.35,4
518.08,7.1148,7.125289,0.35,4
518.18,7.123481,7.1148,0.35,4
518.28,7.137225,7.123481,0.35,4
518.38,7.13614,7.137225,0.35,4
518.479,7.125651,7.13614,0.35,4
518.58,7.13397,7.125651,0.35,4
518.68,7.137587,7.13397,0.35,4
518.78,7.13831,7.137587,0.35,4
518.881,7.132161,7.13831,0.35,4
518.98,7.131076,7.132161,0.35,4
519.08,7.1318,7.131076,0.35,4
519.18,7.135778,7.1318,0.35,4
519.28,7.134693,7.135778,0.35,4
519.38,7.146991,7.134693,0.35,4
519.48,7.124928,7.146991,0.35,4
519.58,7.126013,7.124928,0.35,4
519.68,7.124566,7.126013,0.35,4
519.78,7.127821,7.124566,0.35,4
519.88,7.124566,7.127821,0.35,4
519.981,7.124928,7.124566,0.35,4
520.08,7.12963,7.124928,0.35,4
520.18,7.135778,7.12963,0.35,4
520.28,7.13397,7.135778,0.35,4
520.38,7.121672,7.13397,0.35,4
520.48,7.13614,7.121672,0.35,4
520.58,7.141203,7.13614,0.35,4
520.68,7.136863,7.141203,0.35,4
520.78,7.144459,7.136863,0.35,4
520.88,7.143735,7.144459,0.35,4
520.981,7.128906,7.143735,0.35,4
521.08,7.133608,7.128906,0.35,4
521.18,7.132885,7.133608,0.35,4
521.281,7.134693,7.132885,0.35,4
521.38,7.13831,7.134693,0.35,4
521.48,7.133246,7.13831,0.35,4
521.579,7.124928,7.133246,0.35,4
521.68,7.133608,7.124928,0.35,4
521.78,7.127821,7.133608,0.35,4
521.88,7.13614,7.127821,0.35,4
521.98,7.141927,7.13614,0.35,4
522.08,7.128906,7.141927,0.35,4
522.18,7.123842,7.128906,0.35,4
522.281,7.122757,7.123842,0.35,4
522.38,7.119864,7.122757,0.35,4
522.48,7.128906,7.119864,0.35,4
522.58,7.1318,7.128906,0.35,4
522.68,7.127098,7.1318,0.35,4
522.78,7.130353,7.127098,0.35,4
522.88,7.125651,7.130353,0.35,4
522.98,7.123119,7.125651,0.35,4
523.08,7.132523,7.123119,0.35,4
523.18,7.127821,7.132523,0.35,4
523.28,7.126374,7.127821,0.35,4
523.38,7.125289,7.126374,0.35,4
523.48,7.122757,7.125289,0.35,4
523.579,7.115885,7.122757,0.35,4
523.68,7.123481,7.115885,0.35,4
523.78,7.124204,7.123481,0.35,4
523.88,7.129991,7.124204,0.35,4
523.981,7.1318,7.129991,0.35,4
524.08,7.137225,7.1318,0.35,4
524.18,7.127098,7.137225,0.35,4
524.28,7.126374,7.127098,0.35,4
524.381,7.127098,7.126374,0.35,4
524.48,7.124566,7.127098,0.35,4
524.58,7.124928,7.124566,0.35,4
524.68,7.134332,7.124928,0.35,4
524.78,7.133608,7.134332,0.35,4
524.88,7.136502,7.133608,0.35,4
524.98,7.137587,7.136502,0.35,4
525.08,7.118055,7.137587,0.35,4
525.178,7.111545,7.118055,0.35,4
525.28,7.118055,7.111545,0.35,4
525.38,7.129268,7.118055,0.35,4
525.48,7.115162,7.129268,0.35,4
525.58,7.121311,7.115162,0.35,4
525.68,7.12963,7.121311,0.35,4
525.78,7.1318,7.12963,0.35,4
525.88,7.144459,7.1318,0.35,4
525.98,7.131076,7.144459,0.35,4
526.081,7.126013,7.131076,0.35,4
526.18,7.134332,7.126013,0.35,4
526.28,7.129268,7.134332,0.35,4
526.38,7.120225,7.129268,0.35,4
526.48,7.119864,7.120225,0.35,4
526.58,7.125651,7.119864,0.35,4
526.68,7.126374,7.125651,0.35,4
526.78,7.124566,7.126374,0.35,4
526.88,7.122034,7.124566,0.35,4
526.98,7.124928,7.122034,0.35,4
527.08,7.118055,7.124928,0.35,4
527.18,7.134693,7.118055,0.35,4
527.28,7.141927,7.134693,0.35,4
527.38,7.128906,7.141927,0.35,4
527.48,7.125289,7.128906,0.35,4
527.58,7.129991,7.125289,0.35,4
527.68,7.131438,7.129991,0.35,4
527.78,7.121311,7.131438,0.35,4
527.88,7.125289,7.121311,0.35,4
527.981,7.135417,7.125289,0.35,4
528.08,7.131076,7.135417,0.35,4
528.18,7.128544,7.131076,0.35,4
528.28,7.129268,7.128544,0.35,4
528.38,7.133246,7.129268,0.35,4
528.481,7.119502,7.133246,0.35,4
528.58,7.129991,7.119502,0.35,4
528.68,7.124928,7.129991,0.35,4
528.78,7.117694,7.124928,0.35,4
528.88,7.118417,7.117694,0.35,4
528.98,7.128544,7.118417,0.35,4
529.081,7.124566,7.128544,0.35,4
529.18,7.1148,7.124566,0.35,4
529.28,7.115885,7.1148,0.35,4
529.38,7.124204,7.115885,0.35,4
529.48,7.121311,7.124204,0.35,4
529.58,7.113715,7.121311,0.35,4
529.68,7.121311,7.113715,0.35,4
529.78,7.127821,7.121311,0.35,4
529.88,7.135778,7.127821,0.35,4
529.98,7.119864,7.135778,0.35,4
530.08,7.1148,7.119864,0.35,4
530.18,7.11263,7.1148,0.35,4
530.28,7.124566,7.11263,0.35,4
530.38,7.126013,7.124566,0.35,4
530.48,7.131076,7.126013,0.35,4
530.581,7.127098,7.131076,0.35,4
530.68,7.12746,7.127098,0.35,4
530.78,7.121311,7.12746,0.35,4
530.88,7.118779,7.121311,0.35,4
530.98,7.132523,7.118779,0.35,4
531.08,7.122396,7.132523,0.35,4
531.18,7.132161,7.122396,0.35,4
531.28,7.116609,7.132161,0.35,4
531.38,7.132161,7.116609,0.35,4
531.48,7.13831,7.132161,0.35,4
531.58,7.124566,7.13831,0.35,4
531.68,7.117332,7.124566,0.35,4
531.78,7.127821,7.117332,0.35,4
531.879,7.134332,7.127821,0.35,4
531.98,7.126374,7.134332,0.35,4
532.081,7.127821,7.126374,0.35,4
532.18,7.135778,7.127821,0.35,4
532.28,7.125651,7.135778,0.35,4
532.38,7.120587,7.125651,0.35,4
532.481,7.128183,7.120587,0.35,4
532.58,7.124566,7.128183,0.35,4
532.68,7.122757,7.124566,0.35,4
532.78,7.128183,7.122757,0.35,4
532.88,7.129268,7.128183,0.35,4
532.98,7.124928,7.129268,0.35,4
533.081,7.134693,7.124928,0.35,4
533.18,7.133246,7.134693,0.35,4
533.28,7.124204,7.133246,0.35,4
533.38,7.124928,7.124204,0.35,4
533.481,7.132885,7.124928,0.35,4
533.58,7.137225,7.132885,0.35,4
533.68,7.142289,7.137225,0.35,4
533.781,7.12746,7.142289,0.35,4
533.88,7.124566,7.12746,0.35,4
533.98,7.114439,7.124566,0.35,4
534.08,7.115162,7.114439,0.35,4
534.18,7.123842,7.115162,0.35,4
534.28,7.129991,7.123842,0.35,4
534.38,7.126374,7.129991,0.35,4
534.48,7.131076,7.126374,0.35,4
534.58,7.131438,7.131076,0.35,4
534.681,7.128183,7.131438,0.35,4
534.78,7.127098,7.128183,0.35,4
534.88,7.119864,7.127098,0.35,4
534.98,7.127821,7.119864,0.35,4
535.08,7.124204,7.127821,0.35,4
535.18,7.125651,7.124204,0.35,4
535.28,7.128906,7.125651,0.35,4
535.379,7.123842,7.128906,0.35,4
535.48,7.135055,7.123842,0.35,4
535.58,7.121311,7.135055,0.35,4
535.68,7.118779,7.121311,0.35,4
535.78,7.121672,7.118779,0.35,4
535.88,7.133608,7.121672,0.35,4
535.98,7.110822,7.133608,0.35,4
536.08,7.114077,7.110822,0.35,4
536.18,7.1148,7.114077,0.35,4
536.28,7.111907,7.1148,0.35,4
536.38,7.116971,7.111907,0.35,4
536.48,7.122757,7.116971,0.35,4
536.58,7.115885,7.122757,0.35,4
536.68,7.119864,7.115885,0.35,4
536.78,7.116971,7.119864,0.35,4
536.88,7.115524,7.116971,0.35,4
536.98,7.115885,7.115524,0.35,4
537.08,7.120587,7.115885,0.35,4
537.18,7.121672,7.120587,0.35,4
537.28,7.125651,7.121672,0.35,4
537.38,7.121311,7.125651,0.35,4
537.48,7.109375,7.121311,0.35,4
537.58,7.120225,7.109375,0.35,4
537.68,7.110822,7.120225,0.35,4
537.781,7.11263,7.110822,0.35,4
537.88,7.115524,7.11263,0.35,4
537.98,7.113715,7.115524,0.35,4
538.081,7.121311,7.113715,0.35,4
538.18,7.118417,7.121311,0.35,4
538.28,7.122757,7.118417,0.35,4
538.38,7.124928,7.122757,0.35,4
538.48,7.115162,7.124928,0.35,4
538.58,7.123481,7.115162,0.35,4
538.68,7.107566,7.123481,0.35,4
538.78,7.109375,7.107566,0.35,4
538.88,7.118779,7.109375,0.35,4
538.98,7.123119,7.118779,0.35,4
539.08,7.119141,7.123119,0.35,4
539.18,7.118779,7.119141,0.35,4
539.28,7.128183,7.118779,0.35,4
539.381,7.119502,7.128183,0.35,4
539.48,7.113715,7.119502,0.35,4
539.581,7.106843,7.113715,0.35,4
539.68,7.117332,7.106843,0.35,4
539.78,7.112268,7.117332,0.35,4
539.88,7.122396,7.112268,0.35,4
539.981,7.1148,7.122396,0.35,4
540.08,7.116609,7.1148,0.35,4
540.18,7.114439,7.116609,0.35,4
540.28,7.106843,7.114439,0.35,4
540.38,7.113715,7.106843,0.35,4
540.48,7.115162,7.113715,0.35,4
540.58,7.118055,7.115162,0.35,4
540.68,7.119502,7.118055,0.35,4
540.78,7.118417,7.119502,0.35,4
540.88,7.11263,7.118417,0.35,4
540.98,7.114077,7.11263,0.35,4
541.08,7.115524,7.114077,0.35,4
541.18,7.114439,7.115524,0.35,4
541.28,7.118055,7.114439,0.35,4
541.38,7.117332,7.118055,0.35,4
541.48,7.117694,7.117332,0.35,4
541.58,7.115885,7.117694,0.35,4
541.68,7.112992,7.115885,0.35,4
541.78,7.116609,7.112992,0.35,4
541.88,7.097801,7.116609,0.35,4
541.98,7.102503,7.097801,0.35,4
542.078,7.107928,7.102503,0.35,4
542.181,7.106482,7.107928,0.35,4
542.28,7.107928,7.106482,0.35,4
542.38,7.099247,7.107928,0.35,4
542.48,7.10395,7.099247,0.35,4
542.58,7.113715,7.10395,0.35,4
542.681,7.118417,7.113715,0.35,4
542.78,7.099247,7.118417,0.35,4
542.88,7.107928,7.099247,0.35,4
542.98,7.109013,7.107928,0.35,4
543.08,7.103588,7.109013,0.35,4
543.179,7.105396,7.103588,0.35,4
543.28,7.114077,7.105396,0.35,4
543.38,7.114077,7.114077,0.35,4
543.48,7.108652,7.114077,0.35,4
543.58,7.109736,7.108652,0.35,4
543.68,7.097801,7.109736,0.35,4
543.781,7.102864,7.097801,0.35,4
543.88,7.108652,7.102864,0.35,4
543.98,7.111907,7.108652,0.35,4
544.08,7.106482,7.111907,0.35,4
544.18,7.105758,7.106482,0.35,4
544.28,7.097801,7.105758,0.35,4
544.38,7.104673,7.097801,0.35,4
544.48,7.108652,7.104673,0.35,4
544.579,7.097801,7.108652,0.35,4
544.681,7.090929,7.097801,0.35,4
544.78,7.099247,7.090929,0.35,4
544.88,7.103226,7.099247,0.35,4
544.98,7.122396,7.103226,0.35,4
545.08,7.108652,7.122396,0.35,4
545.181,7.113715,7.108652,0.35,4
545.28,7.119141,7.113715,0.35,4
545.38,7.11046,7.119141,0.35,4
545.48,7.109375,7.11046,0.35,4
545.579,7.110822,7.109375,0.35,4
545.68,7.115524,7.110822,0.35,4
545.781,7.117694,7.115524,0.35,4
545.88,7.112268,7.117694,0.35,4
545.98,7.118417,7.112268,0.35,4
546.08,7.119502,7.118417,0.35,4
546.18,7.119141,7.119502,0.35,4
546.28,7.109375,7.119141,0.35,4
546.38,7.116247,7.109375,0.35,4
546.48,7.122396,7.116247,0.35,4
546.581,7.122034,7.122396,0.35,4
546.68,7.115885,7.122034,0.35,4
546.78,7.116247,7.115885,0.35,4
546.88,7.122034,7.116247,0.35,4
546.98,7.123119,7.122034,0.35,4
547.079,7.120225,7.123119,0.35,4
547.18,7.11263,7.120225,0.35,4
547.28,7.1148,7.11263,0.35,4
547.38,7.113715,7.1148,0.35,4
547.48,7.115162,7.113715,0.35,4
547.58,7.109013,7.115162,0.35,4
547.68,7.10829,7.109013,0.35,4
547.78,7.114077,7.10829,0.35,4
547.88,7.117694,7.114077,0.35,4
547.98,7.105758,7.117694,0.35,4
548.081,7.104311,7.105758,0.35,4
548.18,7.132523,7.104311,0.35,4
548.28,7.1148,7.132523,0.35,4
548.38,7.106482,7.1148,0.35,4
548.48,7.11263,7.106482,0.35,4
548.58,7.109736,7.11263,0.35,4
548.68,7.110098,7.109736,0.35,4
548.78,7.111545,7.110098,0.35,4
548.881,7.121672,7.111545,0.35,4
548.98,7.124566,7.121672,0.35,4
549.08,7.128183,7.124566,0.35,4
549.18,7.114439,7.128183,0.35,4
549.28,7.110822,7.114439,0.35,4
549.38,7.111907,7.110822,0.35,4
549.48,7.112268,7.111907,0.35,4
549.58,7.111907,7.112268,0.35,4
549.68,7.122396,7.111907,0.35,4
549.78,7.115524,7.122396,0.35,4
549.88,7.118417,7.115524,0.35,4
549.98,7.118055,7.118417,0.35,4
550.08,7.120587,7.118055,0.35,4
550.18,7.115885,7.120587,0.35,4
550.28,7.114439,7.115885,0.35,4
550.38,7.112268,7.114439,0.35,4
550.481,7.124204,7.112268,0.35,4
550.58,7.119864,7.124204,0.35,4
550.68,7.123842,7.119864,0.35,4
550.78,7.114077,7.123842,0.35,4
550.88,7.122757,7.114077,0.35,4
550.98,7.115885,7.122757,0.35,4
551.08,7.111907,7.115885,0.35,4
551.18,7.135778,7.111907,0.35,4
551.281,7.132161,7.135778,0.35,4
551.38,7.126736,7.132161,0.35,4
551.48,7.117332,7.126736,0.35,4
551.581,7.124204,7.117332,0.35,4
551.681,7.132523,7.124204,0.35,4
551.78,7.112992,7.132523,0.35,4
551.88,7.113353,7.112992,0.35,4
551.978,7.120225,7.113353,0.35,4
552.08,7.11046,7.120225,0.35,4
552.181,7.113715,7.11046,0.35,4
552.279,7.120587,7.113715,0.35,4
552.38,7.126736,7.120587,0.35,4
552.48,7.123842,7.126736,0.35,4
552.58,7.113353,7.123842,0.35,4
552.68,7.115162,7.113353,0.35,4
552.78,7.116609,7.115162,0.35,4
552.88,7.119864,7.116609,0.35,4
552.98,7.110822,7.119864,0.35,4
553.08,7.117332,7.110822,0.35,4
553.18,7.122396,7.117332,0.35,4
553.28,7.124566,7.122396,0.35,4
553.38,7.122034,7.124566,0.35,4
553.481,7.114077,7.122034,0.35,4
553.58,7.122034,7.114077,0.35,4
553.679,7.111907,7.122034,0.35,4
553.78,7.111545,7.111907,0.35,4
553.88,7.121672,7.111545,0.35,4
553.98,7.118417,7.121672,0.35,4
554.08,7.121311,7.118417,0.35,4
554.18,7.122396,7.121311,0.35,4
554.28,7.123842,7.122396,0.35,4
554.38,7.121672,7.123842,0.35,4
554.48,7.11046,7.121672,0.35,4
554.58,7.117332,7.11046,0.35,4
554.68,7.122396,7.117332,0.35,4
554.78,7.120587,7.122396,0.35,4
554.881,7.122396,7.120587,0.35,4
554.98,7.124566,7.122396,0.35,4
555.08,7.110098,7.124566,0.35,4
555.179,7.120587,7.110098,0.35,4
555.28,7.124566,7.120587,0.35,4
555.38,7.123119,7.124566,0.35,4
555.481,7.112992,7.123119,0.35,4
555.58,7.111545,7.112992,0.35,4
555.68,7.115885,7.111545,0.35,4
555.779,7.122034,7.115885,0.35,4
555.88,7.127821,7.122034,0.35,4
555.98,7.119502,7.127821,0.35,4
556.08,7.115524,7.119502,0.35,4
556.18,7.116247,7.115524,0.35,4
556.279,7.114439,7.116247,0.35,4
556.38,7.11046,7.114439,0.35,4
556.481,7.119864,7.11046,0.35,4
556.58,7.118779,7.119864,0.35,4
556.681,7.107928,7.118779,0.35,4
556.779,7.105396,7.107928,0.35,4
556.88,7.104673,7.105396,0.35,4
556.98,7.104673,7.104673,0.35,4
557.08,7.109013,7.104673,0.35,4
557.18,7.109013,7.109013,0.35,4
557.28,7.116247,7.109013,0.35,4
557.38,7.110098,7.116247,0.35,4
557.48,7.111545,7.110098,0.35,4
557.581,7.108652,7.111545,0.35,4
557.68,7.121311,7.108652,0.35,4
557.78,7.121672,7.121311,0.35,4
557.88,7.124204,7.121672,0.35,4
557.98,7.118779,7.124204,0.35,4
558.081,7.114439,7.118779,0.35,4
558.18,7.115524,7.114439,0.35,4
558.28,7.11046,7.115524,0.35,4
558.379,7.121672,7.11046,0.35,4
558.48,7.120225,7.121672,0.35,4
558.58,7.128183,7.120225,0.35,4
558.68,7.129268,7.128183,0.35,4
558.78,7.11263,7.129268,0.35,4
558.88,7.129268,7.11263,0.35,4
558.981,7.113353,7.129268,0.35,4
559.08,7.103588,7.113353,0.35,4
559.18,7.107205,7.103588,0.35,4
559.28,7.122757,7.107205,0.35,4
559.378,7.121672,7.122757,0.35,4
559.48,7.123119,7.121672,0.35,4
559.58,7.120225,7.123119,0.35,4
559.68,7.119141,7.120225,0.35,4
559.78,7.113353,7.119141,0.35,4
559.88,7.106482,7.113353,0.35,4
559.979,7.111545,7.106482,0.35,4
560.08,7.110822,7.111545,0.35,4
560.18,7.112992,7.110822,0.35,4
560.28,7.121311,7.112992,0.35,4
560.38,7.12746,7.121311,0.35,4
560.48,7.122034,7.12746,0.35,4
560.58,7.118055,7.122034,0.35,4
560.68,7.111545,7.118055,0.35,4
560.781,7.10829,7.111545,0.35,4
560.88,7.107205,7.10829,0.35,4
560.98,7.109013,7.107205,0.35,4
561.08,7.11263,7.109013,0.35,4
561.179,7.117694,7.11263,0.35,4
561.28,7.114077,7.117694,0.35,4
561.38,7.120225,7.114077,0.35,4
561.48,7.120587,7.120225,0.35,4
561.58,7.119502,7.120587,0.35,4
561.68,7.115524,7.119502,0.35,4
561.78,7.111545,7.115524,0.35,4
561.88,7.118417,7.111545,0.35,4
561.98,7.11046,7.118417,0.35,4
562.08,7.11263,7.11046,0.35,4
562.179,7.10829,7.11263,0.35,4
562.28,7.11046,7.10829,0.35,4
562.38,7.115885,7.11046,0.35,4
562.48,7.113715,7.115885,0.35,4
562.58,7.114439,7.113715,0.35,4
562.678,7.110098,7.114439,0.35,4
562.78,7.11046,7.110098,0.35,4
562.88,7.113353,7.11046,0.35,4
562.98,7.125289,7.113353,0.35,4
563.08,7.119864,7.125289,0.35,4
563.179,7.116971,7.119864,0.35,4
563.28,7.11046,7.116971,0.35,4
563.38,7.118055,7.11046,0.35,4
563.48,7.124204,7.118055,0.35,4
563.58,7.107566,7.124204,0.35,4
563.68,7.114077,7.107566,0.35,4
563.78,7.115524,7.114077,0.35,4
563.881,7.107928,7.115524,0.35,4
563.98,7.106482,7.107928,0.35,4
564.08,7.102141,7.106482,0.35,4
564.179,7.104311,7.102141,0.35,4
564.28,7.110822,7.104311,0.35,4
564.38,7.11046,7.110822,0.35,4
564.48,7.111907,7.11046,0.35,4
564.58,7.108652,7.111907,0.35,4
564.681,7.112268,7.108652,0.35,4
564.781,7.109375,7.112268,0.35,4
564.88,7.110822,7.109375,0.35,4
564.98,7.11263,7.110822,0.35,4
565.08,7.103226,7.11263,0.35,4
565.18,7.10612,7.103226,0.35,4
565.28,7.105035,7.10612,0.35,4
565.38,7.111907,7.105035,0.35,4
565.48,7.107928,7.111907,0.35,4
565.58,7.102864,7.107928,0.35,4
565.68,7.098163,7.102864,0.35,4
565.781,7.109013,7.098163,0.35,4
565.88,7.108652,7.109013,0.35,4
565.98,7.103226,7.108652,0.35,4
566.08,7.105396,7.103226,0.35,4
566.18,7.105035,7.105396,0.35,4
566.28,7.102503,7.105035,0.35,4
566.38,7.116971,7.102503,0.35,4
566.48,7.112992,7.116971,0.35,4
566.58,7.110098,7.112992,0.35,4
566.68,7.111907,7.110098,0.35,4
566.78,7.118779,7.111907,0.35,4
566.88,7.1148,7.118779,0.35,4
566.98,7.120225,7.1148,0.35,4
567.08,7.111545,7.120225,0.35,4
567.18,7.117332,7.111545,0.35,4
567.28,7.108652,7.117332,0.35,4
567.38,7.114077,7.108652,0.35,4
567.48,7.124928,7.114077,0.35,4
567.58,7.125289,7.124928,0.35,4
567.68,7.124928,7.125289,0.35,4
567.78,7.117694,7.124928,0.35,4
567.88,7.120225,7.117694,0.35,4
567.98,7.113353,7.120225,0.35,4
568.081,7.118779,7.113353,0.35,4
568.18,7.122396,7.118779,0.35,4
568.28,7.123842,7.122396,0.35,4
568.38,7.119502,7.123842,0.35,4
568.48,7.124928,7.119502,0.35,4
568.58,7.124204,7.124928,0.35,4
568.68,7.122757,7.124204,0.35,4
568.78,7.116247,7.122757,0.35,4
568.88,7.116971,7.116247,0.35,4
568.98,7.114439,7.116971,0.35,4
569.08,7.115162,7.114439,0.35,4
569.18,7.111907,7.115162,0.35,4
569.28,7.119141,7.111907,0.35,4
569.38,7.126013,7.119141,0.35,4
569.48,7.122034,7.126013,0.35,4
569.58,7.121672,7.122034,0.35,4
569.68,7.116247,7.121672,0.35,4
569.779,7.120587,7.116247,0.35,4
569.879,7.119141,7.120587,0.35,4
569.98,7.103226,7.119141,0.35,4
570.08,7.124204,7.103226,0.35,4
570.18,7.126013,7.124204,0.35,4
570.28,7.120587,7.126013,0.35,4
570.38,7.118417,7.120587,0.35,4
570.48,7.117332,7.118417,0.35,4
570.58,7.111907,7.117332,0.35,4
570.68,7.120587,7.111907,0.35,4
570.78,7.121311,7.120587,0.35,4
570.878,7.119864,7.121311,0.35,4
570.98,7.116609,7.119864,0.35,4
571.08,7.121311,7.116609,0.35,4
571.18,7.122396,7.121311,0.35,4
571.28,7.128183,7.122396,0.35,4
571.38,7.125289,7.128183,0.35,4
571.48,7.115162,7.125289,0.35,4
571.58,7.119502,7.115162,0.35,4
571.68,7.124566,7.119502,0.35,4
571.781,7.12746,7.124566,0.35,4
571.88,7.126013,7.12746,0.35,4
571.98,7.120587,7.126013,0.35,4
572.08,7.122396,7.120587,0.35,4
572.18,7.121311,7.122396,0.35,4
572.28,7.119864,7.121311,0.35,4
572.379,7.120225,7.119864,0.35,4
572.48,7.119864,7.120225,0.35,4
572.58,7.109375,7.119864,0.35,4
572.68,7.100694,7.109375,0.35,4
572.78,7.112992,7.100694,0.35,4
572.88,7.123119,7.112992,0.35,4
572.981,7.118055,7.123119,0.35,4
573.08,7.116609,7.118055,0.35,4
573.18,7.120225,7.116609,0.35,4
573.28,7.116971,7.120225,0.35,4
573.381,7.120225,7.116971,0.35,4
573.48,7.115885,7.120225,0.35,4
573.58,7.123119,7.115885,0.35,4
573.68,7.1148,7.123119,0.35,4
573.78,7.118417,7.1148,0.35,4
573.879,7.115162,7.118417,0.35,4
573.98,7.116971,7.115162,0.35,4
574.08,7.116247,7.116971,0.35,4
574.18,7.116971,7.116247,0.35,4
574.28,7.119864,7.116971,0.35,4
574.38,7.122396,7.119864,0.35,4
574.48,7.121311,7.122396,0.35,4
574.581,7.116609,7.121311,0.35,4
574.68,7.13614,7.116609,0.35,4
574.78,7.125289,7.13614,0.35,4
574.88,7.122396,7.125289,0.35,4
574.98,7.113715,7.122396,0.35,4
575.08,7.110822,7.113715,0.35,4
575.18,7.119864,7.110822,0.35,4
575.28,7.122034,7.119864,0.35,4
575.38,7.128906,7.122034,0.35,4
575.48,7.113353,7.128906,0.35,4
575.58,7.119864,7.113353,0.35,4
575.68,7.123842,7.119864,0.35,4
575.78,7.115162,7.123842,0.35,4
575.881,7.122396,7.115162,0.35,4
575.98,7.125651,7.122396,0.35,4
576.08,7.120587,7.125651,0.35,4
576.18,7.131076,7.120587,0.35,4
576.28,7.128183,7.131076,0.35,4
576.38,7.129991,7.128183,0.35,4
576.48,7.118055,7.129991,0.35,4
576.581,7.11263,7.118055,0.35,4
576.68,7.119864,7.11263,0.35,4
576.78,7.118055,7.119864,0.35,4
576.88,7.121672,7.118055,0.35,4
576.98,7.134693,7.121672,0.35,4
577.08,7.13397,7.134693,0.35,4
577.18,7.130353,7.13397,0.35,4
577.281,7.125289,7.130353,0.35,4
577.38,7.120587,7.125289,0.35,4
577.48,7.122396,7.120587,0.35,4
577.58,7.122396,7.122396,0.35,4
577.68,7.114077,7.122396,0.35,4
577.78,7.115162,7.114077,0.35,4
577.88,7.101779,7.115162,0.35,4
577.981,7.11046,7.101779,0.35,4
578.08,7.120225,7.11046,0.35,4
578.18,7.123842,7.120225,0.35,4
578.28,7.118779,7.123842,0.35,4
578.38,7.106482,7.118779,0.35,4
578.48,7.117694,7.106482,0.35,4
578.58,7.112992,7.117694,0.35,4
578.68,7.1148,7.112992,0.35,4
578.78,7.114077,7.1148,0.35,4
578.88,7.112268,7.114077,0.35,4
578.98,7.11046,7.112268,0.35,4
579.08,7.109375,7.11046,0.35,4
579.18,7.114439,7.109375,0.35,4
579.28,7.11263,7.114439,0.35,4
579.38,7.098163,7.11263,0.35,4
579.48,7.099971,7.098163,0.35,4
579.58,7.101779,7.099971,0.35,4
579.68,7.106843,7.101779,0.35,4
579.78,7.104673,7.106843,0.35,4
579.879,7.114077,7.104673,0.35,4
579.98,7.116247,7.114077,0.35,4
580.08,7.109736,7.116247,0.35,4
580.18,7.113715,7.109736,0.35,4
580.28,7.102503,7.113715,0.35,4
