t,r,snimac1,ym,spir,theta1,theta2,theta3,ypb,Ts,vent
13.600240,0.106005,6.119866,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
13.700244,0.106773,6.080736,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
13.800245,0.107540,6.080736,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
13.900244,0.108307,6.090518,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
14.000248,0.109074,6.110084,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
14.100253,0.109840,6.119866,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
14.200252,0.110606,6.129650,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
14.300252,0.111372,6.090518,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
14.400253,0.112137,6.100301,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
14.500252,0.112903,6.110084,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
14.600253,0.113668,6.129650,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
14.700252,0.114432,6.119866,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
14.800256,0.115197,6.129650,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
14.900260,0.115961,6.129650,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
15.000261,0.116725,6.110084,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
15.100260,0.117488,6.139432,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
15.200264,0.118252,6.149215,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
15.300265,0.119014,6.149215,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
15.400268,0.119777,6.129650,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
15.500272,0.120540,6.129650,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
15.600276,0.121302,6.139432,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
15.700277,0.122064,6.158998,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
15.800276,0.122825,6.168780,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
15.900277,0.123586,6.178564,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
16.000276,0.124347,6.149215,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
16.100276,0.125108,6.139432,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
16.200275,0.125868,6.158998,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
16.300279,0.126628,6.178564,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
16.400279,0.127388,6.178564,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
