t,r_l,r_g,r_gf,snimac1,y_pb,u,u_g,u_l,u_pb,active_g,Ki_l,Kp_l,Ts,vent
161.902893,0.000000,6.341200,6.341176,6.158998,6.177259,4.115108,0.000000,4.115108,4.566545,0,1.840000,3.580000,0.100000,6.000000
162.002914,0.000000,6.341200,6.341176,6.178564,6.177259,4.048423,0.000000,4.048423,4.566545,0,1.840000,3.580000,0.100004,6.000000
162.102905,0.000000,6.341200,6.341176,6.198129,6.177259,3.978138,0.000000,3.978138,4.566545,0,1.840000,3.580000,0.100000,6.000000
162.202911,0.000000,6.341200,6.341176,6.207912,6.177259,3.939274,0.000000,3.939274,4.566545,0,1.840000,3.580000,0.100004,6.000000
162.302917,0.000000,6.341200,6.341176,6.198129,6.177259,3.968658,0.000000,3.968658,4.566545,0,1.840000,3.580000,0.100004,6.000000
162.402908,0.000000,6.341200,6.341176,6.168780,6.177259,4.069887,0.000000,4.069887,4.566545,0,1.840000,3.580000,0.100004,6.000000
162.502914,0.000000,6.341200,6.341176,6.149215,6.177259,4.141490,0.000000,4.141490,4.566545,0,1.840000,3.580000,0.100000,6.000000
162.602905,0.000000,6.341200,6.341176,6.188346,6.177259,4.006560,0.000000,4.006560,4.566545,0,1.840000,3.580000,0.100000,6.000000
162.702911,0.000000,6.341200,6.341176,6.198129,6.177259,3.969498,0.000000,3.969498,4.566545,0,1.840000,3.580000,0.100000,6.000000
162.802917,0.000000,6.341200,6.341176,6.178564,6.177259,4.035703,0.000000,4.035703,4.566545,0,1.840000,3.580000,0.100000,6.000000
162.902908,0.000000,6.341200,6.341176,6.158998,6.177259,4.105508,0.000000,4.105508,4.566545,0,1.840000,3.580000,0.100004,6.000000
163.002914,0.000000,6.341200,6.341176,6.168780,6.177259,4.073847,0.000000,4.073847,4.566545,0,1.840000,3.580000,0.100000,6.000000
163.102920,0.000000,6.341200,6.341176,6.207912,6.177259,3.935314,0.000000,3.935314,4.566545,0,1.840000,3.580000,0.100004,6.000000
163.202926,0.000000,6.341200,6.341176,6.188346,6.177259,3.999720,0.000000,3.999720,4.566545,0,1.840000,3.580000,0.100004,6.000000
163.302932,0.000000,6.341200,6.341176,6.198129,6.177259,3.962658,0.000000,3.962658,4.566545,0,1.840000,3.580000,0.100004,6.000000
163.402938,0.000000,6.341200,6.341176,6.198129,6.177259,3.958818,0.000000,3.958818,4.566545,0,1.840000,3.580000,0.100004,6.000000
163.502944,0.000000,6.341200,6.341176,6.178564,6.177259,4.025022,0.000000,4.025022,4.566545,0,1.840000,3.580000,0.100000,6.000000
163.602951,0.000000,6.341200,6.341176,6.168780,6.177259,4.059807,0.000000,4.059807,4.566545,0,1.840000,3.580000,0.100000,6.000000
163.702941,0.000000,6.341200,6.341176,6.207912,6.177259,3.921274,0.000000,3.921274,4.566545,0,1.840000,3.580000,0.100004,6.000000
163.802947,0.000000,6.341200,6.341176,6.168780,6.177259,4.055727,0.000000,4.055727,4.566545,0,1.840000,3.580000,0.100000,6.000000
163.902938,0.000000,6.341200,6.341176,6.207912,6.177259,3.917193,0.000000,3.917193,4.566545,0,1.840000,3.580000,0.100000,6.000000
164.002944,0.000000,6.341200,6.341176,6.178564,6.177259,4.016623,0.000000,4.016623,4.566545,0,1.840000,3.580000,0.100000,6.000000
164.102951,0.000000,6.341200,6.341176,6.188346,6.177259,3.981360,0.000000,3.981360,4.566545,0,1.840000,3.580000,0.100000,6.000000
164.202941,0.000000,6.341200,6.341176,6.178564,6.177259,4.014342,0.000000,4.014342,4.566545,0,1.840000,3.580000,0.100004,6.000000
164.302947,0.000000,6.341200,6.341176,6.188346,6.177259,3.979080,0.000000,3.979080,4.566545,0,1.840000,3.580000,0.100000,6.000000
164.402938,0.000000,6.341200,6.341176,6.198129,6.177259,3.942018,0.000000,3.942018,4.566545,0,1.840000,3.580000,0.100000,6.000000
164.502944,0.000000,6.341200,6.341176,6.188346,6.177259,3.973200,0.000000,3.973200,4.566545,0,1.840000,3.580000,0.100000,6.000000
164.602951,0.000000,6.341200,6.341176,6.149215,6.177259,4.111250,0.000000,4.111250,4.566545,0,1.840000,3.580000,0.100000,6.000000
164.702941,0.000000,6.341200,6.341176,6.149215,6.177259,4.116410,0.000000,4.116410,4.566545,0,1.840000,3.580000,0.100004,6.000000
164.802947,0.000000,6.341200,6.341176,6.168780,6.177259,4.051527,0.000000,4.051527,4.566545,0,1.840000,3.580000,0.100000,6.000000
164.902938,0.000000,6.341200,6.341176,6.198129,6.177259,3.948018,0.000000,3.948018,4.566545,0,1.840000,3.580000,0.100000,6.000000
165.002944,0.000000,6.341200,6.341176,6.178564,6.177259,4.014223,0.000000,4.014223,4.566545,0,1.840000,3.580000,0.100004,6.000000
165.102951,0.000000,6.341200,6.341176,6.198129,6.177259,3.943938,0.000000,3.943938,4.566545,0,1.840000,3.580000,0.100000,6.000000
165.202941,0.000000,6.341200,6.341176,6.158998,6.177259,4.080188,0.000000,4.080188,4.566545,0,1.840000,3.580000,0.100000,6.000000
165.302963,0.000000,6.341200,6.341176,6.168780,6.177259,4.048527,0.000000,4.048527,4.566545,0,1.840000,3.580000,0.100004,6.000000
165.402954,0.000000,6.341200,6.341176,6.198129,6.177259,3.945018,0.000000,3.945018,4.566545,0,1.840000,3.580000,0.100000,6.000000
165.502960,0.000000,6.341200,6.341176,6.178564,6.177259,4.011223,0.000000,4.011223,4.566545,0,1.840000,3.580000,0.100000,6.000000
165.602966,0.000000,6.341200,6.341176,6.178564,6.177259,4.010983,0.000000,4.010983,4.566545,0,1.840000,3.580000,0.100000,6.000000
165.702957,0.000000,6.341200,6.341176,6.188346,6.177259,3.975721,0.000000,3.975721,4.566545,0,1.840000,3.580000,0.100004,6.000000
165.802963,0.000000,6.341200,6.341176,6.158998,6.177259,4.078748,0.000000,4.078748,4.566545,0,1.840000,3.580000,0.100000,6.000000
165.902954,0.000000,6.341200,6.341176,6.168780,6.177259,4.047088,0.000000,4.047088,4.566545,0,1.840000,3.580000,0.100000,6.000000
166.002960,0.000000,6.341200,6.341176,6.188346,6.177259,3.978601,0.000000,3.978601,4.566545,0,1.840000,3.580000,0.100004,6.000000
166.102981,0.000000,6.341200,6.341176,6.198129,6.177259,3.941539,0.000000,3.941539,4.566545,0,1.840000,3.580000,0.100004,6.000000
166.202972,0.000000,6.341200,6.341176,6.168780,6.177259,4.042768,0.000000,4.042768,4.566545,0,1.840000,3.580000,0.100000,6.000000
166.302978,0.000000,6.341200,6.341176,6.178564,6.177259,4.009304,0.000000,4.009304,4.566545,0,1.840000,3.580000,0.100000,6.000000
166.402969,0.000000,6.341200,6.341176,6.168780,6.177259,4.044088,0.000000,4.044088,4.566545,0,1.840000,3.580000,0.100000,6.000000
166.502975,0.000000,6.341200,6.341176,6.198129,6.177259,3.940579,0.000000,3.940579,4.566545,0,1.840000,3.580000,0.100000,6.000000
166.602981,0.000000,6.341200,6.341176,6.178564,6.177259,4.006783,0.000000,4.006783,4.566545,0,1.840000,3.580000,0.100004,6.000000
166.702972,0.000000,6.341200,6.341176,6.198129,6.177259,3.936499,0.000000,3.936499,4.566545,0,1.840000,3.580000,0.100004,6.000000
166.802978,0.000000,6.341200,6.341176,6.188346,6.177259,3.967681,0.000000,3.967681,4.566545,0,1.840000,3.580000,0.100000,6.000000
166.902969,0.000000,6.341200,6.341176,6.158998,6.177259,4.070708,0.000000,4.070708,4.566545,0,1.840000,3.580000,0.100000,6.000000
167.002975,0.000000,6.341200,6.341176,6.139432,6.177259,4.144114,0.000000,4.144114,4.566545,0,1.840000,3.580000,0.100000,6.000000
167.102981,0.000000,6.341200,6.341176,6.158998,6.177259,4.081028,0.000000,4.081028,4.566545,0,1.840000,3.580000,0.100000,6.000000
167.202972,0.000000,6.341200,6.341176,6.178564,6.177259,4.014344,0.000000,4.014344,4.566545,0,1.840000,3.580000,0.100004,6.000000
167.302978,0.000000,6.341200,6.341176,6.178564,6.177259,4.014104,0.000000,4.014104,4.566545,0,1.840000,3.580000,0.100004,6.000000
167.402969,0.000000,6.341200,6.341176,6.178564,6.177259,4.013864,0.000000,4.013864,4.566545,0,1.840000,3.580000,0.100000,6.000000
167.502975,0.000000,6.341200,6.341176,6.149215,6.177259,4.118691,0.000000,4.118691,4.566545,0,1.840000,3.580000,0.100000,6.000000
167.602981,0.000000,6.341200,6.341176,6.158998,6.177259,4.088829,0.000000,4.088829,4.566545,0,1.840000,3.580000,0.100000,6.000000
167.702972,0.000000,6.341200,6.341176,6.178564,6.177259,4.022144,0.000000,4.022144,4.566545,0,1.840000,3.580000,0.100000,6.000000
167.802978,0.000000,6.341200,6.341176,6.168780,6.177259,4.056929,0.000000,4.056929,4.566545,0,1.840000,3.580000,0.100000,6.000000
167.902984,0.000000,6.341200,6.341176,6.188346,6.177259,3.988442,0.000000,3.988442,4.566545,0,1.840000,3.580000,0.100004,6.000000
168.002990,0.000000,6.341200,6.341176,6.158998,6.177259,4.091469,0.000000,4.091469,4.566545,0,1.840000,3.580000,0.100000,6.000000
168.102996,0.000000,6.341200,6.341176,6.149215,6.177259,4.129852,0.000000,4.129852,4.566545,0,1.840000,3.580000,0.100000,6.000000
168.202987,0.000000,6.341200,6.341176,6.149215,6.177259,4.135012,0.000000,4.135012,4.566545,0,1.840000,3.580000,0.100004,6.000000
168.302993,0.000000,6.341200,6.341176,6.168780,6.177259,4.070129,0.000000,4.070129,4.566545,0,1.840000,3.580000,0.100000,6.000000
168.402984,0.000000,6.341200,6.341176,6.168780,6.177259,4.071689,0.000000,4.071689,4.566545,0,1.840000,3.580000,0.100004,6.000000
168.503005,0.000000,6.341200,6.341176,6.188346,6.177259,4.003202,0.000000,4.003202,4.566545,0,1.840000,3.580000,0.100004,6.000000
168.603012,0.000000,6.341200,6.341176,6.158998,6.177259,4.106230,0.000000,4.106230,4.566545,0,1.840000,3.580000,0.100000,6.000000
168.703002,0.000000,6.341200,6.341176,6.149215,6.177259,4.144613,0.000000,4.144613,4.566545,0,1.840000,3.580000,0.100000,6.000000
168.803009,0.000000,6.341200,6.341176,6.188346,6.177259,4.009683,0.000000,4.009683,4.566545,0,1.840000,3.580000,0.100000,6.000000
168.903015,0.000000,6.341200,6.341176,6.188346,6.177259,4.007643,0.000000,4.007643,4.566545,0,1.840000,3.580000,0.100000,6.000000
169.003005,0.000000,6.341200,6.341176,6.178564,6.177259,4.040626,0.000000,4.040626,4.566545,0,1.840000,3.580000,0.100000,6.000000
169.103012,0.000000,6.341200,6.341176,6.188346,6.177259,4.005362,0.000000,4.005362,4.566545,0,1.840000,3.580000,0.100004,6.000000
169.203002,0.000000,6.341200,6.341176,6.158998,6.177259,4.108390,0.000000,4.108390,4.566545,0,1.840000,3.580000,0.100004,6.000000
169.303009,0.000000,6.341200,6.341176,6.139432,6.177259,4.181797,0.000000,4.181797,4.566545,0,1.840000,3.580000,0.100004,6.000000
169.403015,0.000000,6.341200,6.341176,6.188346,6.177259,4.013643,0.000000,4.013643,4.566545,0,1.840000,3.580000,0.100000,6.000000
169.503005,0.000000,6.341200,6.341176,6.158998,6.177259,4.116671,0.000000,4.116671,4.566545,0,1.840000,3.580000,0.100000,6.000000
169.603012,0.000000,6.341200,6.341176,6.178564,6.177259,4.049986,0.000000,4.049986,4.566545,0,1.840000,3.580000,0.100000,6.000000
169.703002,0.000000,6.341200,6.341176,6.178564,6.177259,4.049746,0.000000,4.049746,4.566545,0,1.840000,3.580000,0.100004,6.000000
169.803024,0.000000,6.341200,6.341176,6.129650,6.177259,4.224618,0.000000,4.224618,4.566545,0,1.840000,3.580000,0.100004,6.000000
169.903030,0.000000,6.341200,6.341176,6.149215,6.177259,4.163334,0.000000,4.163334,4.566545,0,1.840000,3.580000,0.100000,6.000000
170.003021,0.000000,6.341200,6.341176,6.178564,6.177259,4.063427,0.000000,4.063427,4.566545,0,1.840000,3.580000,0.100004,6.000000
170.103027,0.000000,6.341200,6.341176,6.168780,6.177259,4.098211,0.000000,4.098211,4.566545,0,1.840000,3.580000,0.100004,6.000000
170.203033,0.000000,6.341200,6.341176,6.168780,6.177259,4.099771,0.000000,4.099771,4.566545,0,1.840000,3.580000,0.100004,6.000000
170.303039,0.000000,6.341200,6.341176,6.139432,6.177259,4.206398,0.000000,4.206398,4.566545,0,1.840000,3.580000,0.100000,6.000000
170.403045,0.000000,6.341200,6.341176,6.139432,6.177259,4.213359,0.000000,4.213359,4.566545,0,1.840000,3.580000,0.100000,6.000000
170.503036,0.000000,6.341200,6.341176,6.158998,6.177259,4.150272,0.000000,4.150272,4.566545,0,1.840000,3.580000,0.100000,6.000000
170.603042,0.000000,6.341200,6.341176,6.188346,6.177259,4.048565,0.000000,4.048565,4.566545,0,1.840000,3.580000,0.100004,6.000000
170.703033,0.000000,6.341200,6.341176,6.178564,6.177259,4.081548,0.000000,4.081548,4.566545,0,1.840000,3.580000,0.100004,6.000000
170.803039,0.000000,6.341200,6.341176,6.178564,6.177259,4.081308,0.000000,4.081308,4.566545,0,1.840000,3.580000,0.100004,6.000000
170.903045,0.000000,6.341200,6.341176,6.158998,6.177259,4.151113,0.000000,4.151113,4.566545,0,1.840000,3.580000,0.100000,6.000000
171.003036,0.000000,6.341200,6.341176,6.149215,6.177259,4.189496,0.000000,4.189496,4.566545,0,1.840000,3.580000,0.100000,6.000000
171.103042,0.000000,6.341200,6.341176,6.168780,6.177259,4.124612,0.000000,4.124612,4.566545,0,1.840000,3.580000,0.100000,6.000000
171.203033,0.000000,6.341200,6.341176,6.188346,6.177259,4.056126,0.000000,4.056126,4.566545,0,1.840000,3.580000,0.100004,6.000000
171.303039,0.000000,6.341200,6.341176,6.188346,6.177259,4.054086,0.000000,4.054086,4.566545,0,1.840000,3.580000,0.100000,6.000000
171.403060,0.000000,6.341200,6.341176,6.188346,6.177259,4.052046,0.000000,4.052046,4.566545,0,1.840000,3.580000,0.100004,6.000000
171.503051,0.000000,6.341200,6.341176,6.149215,6.177259,4.190095,0.000000,4.190095,4.566545,0,1.840000,3.580000,0.100004,6.000000
171.603057,0.000000,6.341200,6.341176,6.149215,6.177259,4.195256,0.000000,4.195256,4.566545,0,1.840000,3.580000,0.100004,6.000000
171.703048,0.000000,6.341200,6.341176,6.188346,6.177259,4.060326,0.000000,4.060326,4.566545,0,1.840000,3.580000,0.100000,6.000000
171.803054,0.000000,6.341200,6.341176,6.168780,6.177259,4.128333,0.000000,4.128333,4.566545,0,1.840000,3.580000,0.100000,6.000000
171.903060,0.000000,6.341200,6.341176,6.178564,6.177259,4.094869,0.000000,4.094869,4.566545,0,1.840000,3.580000,0.100000,6.000000
172.003051,0.000000,6.341200,6.341176,6.188346,6.177259,4.059607,0.000000,4.059607,4.566545,0,1.840000,3.580000,0.100000,6.000000
172.103073,0.000000,6.341200,6.341176,6.149215,6.177259,4.197657,0.000000,4.197657,4.566545,0,1.840000,3.580000,0.100004,6.000000
172.203079,0.000000,6.341200,6.341176,6.198129,6.177259,4.027705,0.000000,4.027705,4.566545,0,1.840000,3.580000,0.100000,6.000000
172.303070,0.000000,6.341200,6.341176,6.198129,6.177259,4.023865,0.000000,4.023865,4.566545,0,1.840000,3.580000,0.100000,6.000000
172.403076,0.000000,6.341200,6.341176,6.188346,6.177259,4.055047,0.000000,4.055047,4.566545,0,1.840000,3.580000,0.100004,6.000000
172.503067,0.000000,6.341200,6.341176,6.188346,6.177259,4.053007,0.000000,4.053007,4.566545,0,1.840000,3.580000,0.100000,6.000000
172.603073,0.000000,6.341200,6.341176,6.168780,6.177259,4.121014,0.000000,4.121014,4.566545,0,1.840000,3.580000,0.100000,6.000000
172.703079,0.000000,6.341200,6.341176,6.158998,6.177259,4.157594,0.000000,4.157594,4.566545,0,1.840000,3.580000,0.100000,6.000000
172.803070,0.000000,6.341200,6.341176,6.188346,6.177259,4.055887,0.000000,4.055887,4.566545,0,1.840000,3.580000,0.100000,6.000000
172.903076,0.000000,6.341200,6.341176,6.198129,6.177259,4.018825,0.000000,4.018825,4.566545,0,1.840000,3.580000,0.100004,6.000000
173.003067,0.000000,6.341200,6.341176,6.188346,6.177259,4.050007,0.000000,4.050007,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.103073,0.000000,6.341200,6.341176,6.198129,6.177259,4.012944,0.000000,4.012944,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.203079,0.000000,6.341200,6.341176,6.168780,6.177259,4.114173,0.000000,4.114173,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.303070,0.000000,6.341200,6.341176,6.158998,6.177259,4.150754,0.000000,4.150754,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.403076,0.000000,6.341200,6.341176,6.178564,6.177259,4.084070,0.000000,4.084070,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.503067,0.000000,6.341200,6.341176,6.198129,6.177259,4.013785,0.000000,4.013785,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.603073,0.000000,6.341200,6.341176,6.178564,6.177259,4.079990,0.000000,4.079990,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.703079,0.000000,6.341200,6.341176,6.168780,6.177259,4.114774,0.000000,4.114774,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.803070,0.000000,6.341200,6.341176,6.168780,6.177259,4.116334,0.000000,4.116334,4.566545,0,1.840000,3.580000,0.100000,6.000000
173.903076,0.000000,6.341200,6.341176,6.198129,6.177259,4.012825,0.000000,4.012825,4.566545,0,1.840000,3.580000,0.100004,6.000000
174.003067,0.000000,6.341200,6.341176,6.188346,6.177259,4.044007,0.000000,4.044007,4.566545,0,1.840000,3.580000,0.100000,6.000000
174.103073,0.000000,6.341200,6.341176,6.188346,6.177259,4.041967,0.000000,4.041967,4.566545,0,1.840000,3.580000,0.100004,6.000000
174.203079,0.000000,6.341200,6.341176,6.188346,6.177259,4.039927,0.000000,4.039927,4.566545,0,1.840000,3.580000,0.100000,6.000000
174.303085,0.000000,6.341200,6.341176,6.149215,6.177259,4.177977,0.000000,4.177977,4.566545,0,1.840000,3.580000,0.100004,6.000000
174.403091,0.000000,6.341200,6.341176,6.158998,6.177259,4.148115,0.000000,4.148115,4.566545,0,1.840000,3.580000,0.100000,6.000000
174.503082,0.000000,6.341200,6.341176,6.178564,6.177259,4.081430,0.000000,4.081430,4.566545,0,1.840000,3.580000,0.100004,6.000000
174.603088,0.000000,6.341200,6.341176,6.198129,6.177259,4.011145,0.000000,4.011145,4.566545,0,1.840000,3.580000,0.100004,6.000000
174.703109,0.000000,6.341200,6.341176,6.188346,6.177259,4.042327,0.000000,4.042327,4.566545,0,1.840000,3.580000,0.100004,6.000000
174.803100,0.000000,6.341200,6.341176,6.188346,6.177259,4.040287,0.000000,4.040287,4.566545,0,1.840000,3.580000,0.100000,6.000000
174.903106,0.000000,6.341200,6.341176,6.178564,6.177259,4.073270,0.000000,4.073270,4.566545,0,1.840000,3.580000,0.100004,6.000000
175.003097,0.000000,6.341200,6.341176,6.188346,6.177259,4.038007,0.000000,4.038007,4.566545,0,1.840000,3.580000,0.100004,6.000000
175.103103,0.000000,6.341200,6.341176,6.198129,6.177259,4.000945,0.000000,4.000945,4.566545,0,1.840000,3.580000,0.100004,6.000000
175.203109,0.000000,6.341200,6.341176,6.198129,6.177259,3.997105,0.000000,3.997105,4.566545,0,1.840000,3.580000,0.100000,6.000000
175.303100,0.000000,6.341200,6.341176,6.207912,6.177259,3.958240,0.000000,3.958240,4.566545,0,1.840000,3.580000,0.100004,6.000000
175.403121,0.000000,6.341200,6.341176,6.198129,6.177259,3.987624,0.000000,3.987624,4.566545,0,1.840000,3.580000,0.100004,6.000000
175.503112,0.000000,6.341200,6.341176,6.178564,6.177259,4.053829,0.000000,4.053829,4.566545,0,1.840000,3.580000,0.100004,6.000000
175.603118,0.000000,6.341200,6.341176,6.178564,6.177259,4.053589,0.000000,4.053589,4.566545,0,1.840000,3.580000,0.100000,6.000000
175.703125,0.000000,6.341200,6.341176,6.207912,6.177259,3.948280,0.000000,3.948280,4.566545,0,1.840000,3.580000,0.100004,6.000000
175.803115,0.000000,6.341200,6.341176,6.198129,6.177259,3.977664,0.000000,3.977664,4.566545,0,1.840000,3.580000,0.100000,6.000000
175.903121,0.000000,6.341200,6.341176,6.198129,6.177259,3.973824,0.000000,3.973824,4.566545,0,1.840000,3.580000,0.100000,6.000000
176.003112,0.000000,6.341200,6.341176,6.178564,6.177259,4.040029,0.000000,4.040029,4.566545,0,1.840000,3.580000,0.100000,6.000000
176.103134,0.000000,6.341200,6.341176,6.178564,6.177259,4.039789,0.000000,4.039789,4.566545,0,1.840000,3.580000,0.100004,6.000000
176.203140,0.000000,6.341200,6.341176,6.207912,6.177259,3.934480,0.000000,3.934480,4.566545,0,1.840000,3.580000,0.100004,6.000000
176.303131,0.000000,6.341200,6.341176,6.198129,6.177259,3.963863,0.000000,3.963863,4.566545,0,1.840000,3.580000,0.100004,6.000000
176.403137,0.000000,6.341200,6.341176,6.207912,6.177259,3.924999,0.000000,3.924999,4.566545,0,1.840000,3.580000,0.100000,6.000000
176.503143,0.000000,6.341200,6.341176,6.217695,6.177259,3.884337,0.000000,3.884337,4.566545,0,1.840000,3.580000,0.100004,6.000000
176.603134,0.000000,6.341200,6.341176,6.188346,6.177259,3.981965,0.000000,3.981965,4.566545,0,1.840000,3.580000,0.100000,6.000000
176.703140,0.000000,6.341200,6.341176,6.188346,6.177259,3.979925,0.000000,3.979925,4.566545,0,1.840000,3.580000,0.100000,6.000000
176.803131,0.000000,6.341200,6.341176,6.207912,6.177259,3.907838,0.000000,3.907838,4.566545,0,1.840000,3.580000,0.100000,6.000000
176.903137,0.000000,6.341200,6.341176,6.207912,6.177259,3.902198,0.000000,3.902198,4.566545,0,1.840000,3.580000,0.100004,6.000000
177.003158,0.000000,6.341200,6.341176,6.227478,6.177259,3.826511,0.000000,3.826511,4.566545,0,1.840000,3.580000,0.100004,6.000000
177.103149,0.000000,6.341200,6.341176,6.158998,6.177259,4.062431,0.000000,4.062431,4.566545,0,1.840000,3.580000,0.100004,6.000000
177.203155,0.000000,6.341200,6.341176,6.178564,6.177259,3.995747,0.000000,3.995747,4.566545,0,1.840000,3.580000,0.100004,6.000000
177.303161,0.000000,6.341200,6.341176,6.198129,6.177259,3.925462,0.000000,3.925462,4.566545,0,1.840000,3.580000,0.100004,6.000000
177.403167,0.000000,6.341200,6.341176,6.198129,6.177259,3.921622,0.000000,3.921622,4.566545,0,1.840000,3.580000,0.100004,6.000000
177.503173,0.000000,6.341200,6.341176,6.198129,6.177259,3.917781,0.000000,3.917781,4.566545,0,1.840000,3.580000,0.100000,6.000000
177.603164,0.000000,6.341200,6.341176,6.198129,6.177259,3.913941,0.000000,3.913941,4.566545,0,1.840000,3.580000,0.100000,6.000000
177.703170,0.000000,6.341200,6.341176,6.178564,6.177259,3.980146,0.000000,3.980146,4.566545,0,1.840000,3.580000,0.100000,6.000000
177.803161,0.000000,6.341200,6.341176,6.168780,6.177259,4.014931,0.000000,4.014931,4.566545,0,1.840000,3.580000,0.100004,6.000000
177.903167,0.000000,6.341200,6.341176,6.178564,6.177259,3.981467,0.000000,3.981467,4.566545,0,1.840000,3.580000,0.100004,6.000000
178.003173,0.000000,6.341200,6.341176,6.198129,6.177259,3.911181,0.000000,3.911181,4.566545,0,1.840000,3.580000,0.100000,6.000000
178.103164,0.000000,6.341200,6.341176,6.198129,6.177259,3.907341,0.000000,3.907341,4.566545,0,1.840000,3.580000,0.100000,6.000000
178.203170,0.000000,6.341200,6.341176,6.188346,6.177259,3.938524,0.000000,3.938524,4.566545,0,1.840000,3.580000,0.100004,6.000000
178.303176,0.000000,6.341200,6.341176,6.178564,6.177259,3.971506,0.000000,3.971506,4.566545,0,1.840000,3.580000,0.100004,6.000000
178.403182,0.000000,6.341200,6.341176,6.178564,6.177259,3.971266,0.000000,3.971266,4.566545,0,1.840000,3.580000,0.100000,6.000000
178.503189,0.000000,6.341200,6.341176,6.198129,6.177259,3.900981,0.000000,3.900981,4.566545,0,1.840000,3.580000,0.100000,6.000000
178.603179,0.000000,6.341200,6.341176,6.188346,6.177259,3.932164,0.000000,3.932164,4.566545,0,1.840000,3.580000,0.100000,6.000000
178.703186,0.000000,6.341200,6.341176,6.178564,6.177259,3.965147,0.000000,3.965147,4.566545,0,1.840000,3.580000,0.100004,6.000000
178.803176,0.000000,6.341200,6.341176,6.178564,6.177259,3.964906,0.000000,3.964906,4.566545,0,1.840000,3.580000,0.100000,6.000000
178.903182,0.000000,6.341200,6.341176,6.149215,6.177259,4.069734,0.000000,4.069734,4.566545,0,1.840000,3.580000,0.100000,6.000000
179.003189,0.000000,6.341200,6.341176,6.188346,6.177259,3.934804,0.000000,3.934804,4.566545,0,1.840000,3.580000,0.100000,6.000000
179.103179,0.000000,6.341200,6.341176,6.178564,6.177259,3.967787,0.000000,3.967787,4.566545,0,1.840000,3.580000,0.100000,6.000000
179.203186,0.000000,6.341200,6.341176,6.188346,6.177259,3.932524,0.000000,3.932524,4.566545,0,1.840000,3.580000,0.100000,6.000000
179.303176,0.000000,6.341200,6.341176,6.188346,6.177259,3.930484,0.000000,3.930484,4.566545,0,1.840000,3.580000,0.100000,6.000000
179.403182,0.000000,6.341200,6.341176,6.168780,6.177259,3.998491,0.000000,3.998491,4.566545,0,1.840000,3.580000,0.100000,6.000000
179.503189,0.000000,6.341200,6.341176,6.168780,6.177259,4.000051,0.000000,4.000051,4.566545,0,1.840000,3.580000,0.100004,6.000000
179.603179,0.000000,6.341200,6.341176,6.198129,6.177259,3.896542,0.000000,3.896542,4.566545,0,1.840000,3.580000,0.100000,6.000000
179.703201,0.000000,6.341200,6.341176,6.168780,6.177259,3.997771,0.000000,3.997771,4.566545,0,1.840000,3.580000,0.100004,6.000000
179.803207,0.000000,6.341200,6.341176,6.178564,6.177259,3.964307,0.000000,3.964307,4.566545,0,1.840000,3.580000,0.100000,6.000000
179.903198,0.000000,6.341200,6.341176,6.207912,6.177259,3.858998,0.000000,3.858998,4.566545,0,1.840000,3.580000,0.100004,6.000000
180.003204,0.000000,6.341200,6.341176,6.149215,6.177259,4.063494,0.000000,4.063494,4.566545,0,1.840000,3.580000,0.100000,6.000000
180.103195,0.000000,6.341200,6.341176,6.158998,6.177259,4.033631,0.000000,4.033631,4.566545,0,1.840000,3.580000,0.100004,6.000000
180.203201,0.000000,6.341200,6.341176,6.188346,6.177259,3.931925,0.000000,3.931925,4.566545,0,1.840000,3.580000,0.100000,6.000000
180.303207,0.000000,6.341200,6.341176,6.188346,6.177259,3.929884,0.000000,3.929884,4.566545,0,1.840000,3.580000,0.100004,6.000000
180.403198,0.000000,6.341200,6.341176,6.188346,6.177259,3.927845,0.000000,3.927845,4.566545,0,1.840000,3.580000,0.100004,6.000000
180.503204,0.000000,6.341200,6.341176,6.168780,6.177259,3.995851,0.000000,3.995851,4.566545,0,1.840000,3.580000,0.100000,6.000000
180.603195,0.000000,6.341200,6.341176,6.129650,6.177259,4.137499,0.000000,4.137499,4.566545,0,1.840000,3.580000,0.100000,6.000000
180.703201,0.000000,6.341200,6.341176,6.158998,6.177259,4.041192,0.000000,4.041192,4.566545,0,1.840000,3.580000,0.100000,6.000000
180.803222,0.000000,6.341200,6.341176,6.178564,6.177259,3.974508,0.000000,3.974508,4.566545,0,1.840000,3.580000,0.100004,6.000000
180.903213,0.000000,6.341200,6.341176,6.168780,6.177259,4.009292,0.000000,4.009292,4.566545,0,1.840000,3.580000,0.100000,6.000000
181.003219,0.000000,6.341200,6.341176,6.158998,6.177259,4.045872,0.000000,4.045872,4.566545,0,1.840000,3.580000,0.100000,6.000000
181.103210,0.000000,6.341200,6.341176,6.168780,6.177259,4.014212,0.000000,4.014212,4.566545,0,1.840000,3.580000,0.100000,6.000000
