t,Ts,snimac1,setpoint_pb,y_pb,u_pb,u,vent
380.006652,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
380.106628,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
380.206665,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
380.306671,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
380.406646,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
380.506652,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
380.606658,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
380.706665,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
380.806671,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
380.906646,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
381.006652,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
381.106658,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
381.206665,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
381.306671,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
381.406646,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
381.506652,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
381.606658,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
381.706695,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
381.806671,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
381.906677,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
382.006652,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
382.106689,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
382.206695,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
382.306701,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
382.406677,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
382.506683,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
382.606689,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
382.706695,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
382.806701,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
382.906677,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
383.006713,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
383.106689,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
383.206726,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
383.306701,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
383.406707,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
383.506683,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
383.606719,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
383.706695,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
383.806732,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
383.906707,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
384.006713,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
384.106719,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
384.206726,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
384.306732,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
384.406707,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
384.506713,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
384.606719,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
384.706726,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
384.806732,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
384.906707,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
385.006713,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
385.106719,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
385.206756,0.100012,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
385.306762,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
385.406738,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
385.506744,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
385.606750,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
385.706756,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
385.806762,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
385.906738,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
386.006744,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
386.106750,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
386.206756,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
386.306762,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
386.406738,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
386.506744,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
386.606750,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
386.706756,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
386.806762,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
386.906738,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
387.006744,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
387.106750,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
387.206787,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
387.306762,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
387.406768,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
387.506774,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
387.606781,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
387.706787,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
387.806793,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
387.906768,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
388.006774,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
388.106781,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
388.206787,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
388.306793,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
388.406768,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
388.506774,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
388.606781,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
388.706787,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
388.806793,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
388.906768,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
389.006805,0.100012,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
389.106811,0.100004,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
389.206817,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
389.306823,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
389.406829,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
389.506805,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
389.606811,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
389.706817,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
389.806823,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
389.906829,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
390.006805,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
390.106811,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
390.206817,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
390.306823,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
390.406860,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
390.506835,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
390.606842,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
390.706848,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
390.806854,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
390.906860,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
391.006835,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
391.106842,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
391.206848,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
391.306854,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
391.406860,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
391.506835,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
391.606842,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
391.706848,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
391.806854,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
391.906860,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
392.006835,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
392.106842,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
392.206848,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
392.306854,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
392.406860,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
392.506866,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
392.606842,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
392.706878,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
392.806854,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
392.906890,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
393.006866,0.100004,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
393.106872,0.100000,6.335097,0.350000,6.335097,4.000000,4.000000,6.000000
393.206878,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
393.306884,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
393.406890,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
393.506866,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
393.606872,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
393.706878,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
393.806884,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
393.906890,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
394.006866,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
394.106872,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
394.206878,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
394.306884,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
394.406921,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
394.506866,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
394.606903,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
394.706909,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
394.806915,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
394.906921,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
395.006896,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
395.106903,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
395.206909,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
395.306915,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
395.406921,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
395.506896,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
395.606903,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
395.706909,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
395.806915,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
395.906921,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
396.006896,0.100004,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
396.106903,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
396.206909,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
396.306945,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
396.406921,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
396.506958,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
396.606933,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
396.706939,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
396.806945,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
396.906951,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
397.006958,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
397.106933,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
397.206939,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
397.306945,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
397.406951,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
397.506958,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
397.606933,0.100004,6.335097,0.350000,6.335097,4.000000,4.000000,6.000000
397.706939,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
397.806945,0.100004,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
397.906951,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
398.006988,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
398.106964,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
398.206970,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
398.306976,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
398.406982,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
398.506988,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
398.606964,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
398.706970,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
398.806976,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
398.906982,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
399.006988,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
399.106964,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
399.206970,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
399.306976,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
399.406982,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
399.506988,0.100004,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
399.606964,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
399.706970,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
399.806976,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
399.906982,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
400.006988,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
400.106994,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
400.206970,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
400.307006,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
400.407012,0.100008,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
400.507019,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
400.606994,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
400.707000,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
400.807006,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
400.907012,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
401.007019,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
401.106994,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
401.207000,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
401.307006,0.100004,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
401.407012,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
401.507019,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
401.606994,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
401.707000,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
401.807006,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
401.907012,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
402.007019,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
402.106994,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
402.207000,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
402.307006,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
402.407043,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
402.507019,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
402.607025,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
402.707031,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
402.807037,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
402.907043,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
403.007049,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
403.107025,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
403.207031,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
403.307037,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
403.407043,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
403.507049,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
403.607025,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
403.707031,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
403.807037,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
403.907043,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
404.007049,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
404.107025,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
404.207061,0.100012,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
404.307067,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
404.407073,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
404.507080,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
404.607086,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
404.707061,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
404.807067,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
404.907073,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
405.007080,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
405.107086,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
405.207061,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
405.307067,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
405.407073,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
405.507080,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
405.607086,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
405.707061,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
405.807067,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
405.907073,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
406.007110,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
406.107086,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
406.207092,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
406.307098,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
406.407104,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
406.507110,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
406.607116,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
406.707092,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
406.807098,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
406.907104,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
407.007110,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
407.107116,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
407.207092,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
407.307098,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
407.407104,0.100000,6.335097,0.350000,6.335097,4.000000,4.000000,6.000000
407.507110,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
407.607116,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
407.707122,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
407.807098,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
407.907135,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
408.007141,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
408.107147,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
408.207122,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
408.307128,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
408.407135,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
408.507141,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
408.607147,0.100000,6.335097,0.350000,6.335097,4.000000,4.000000,6.000000
408.707122,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
408.807128,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
408.907135,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
409.007141,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
409.107147,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
409.207122,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
409.307128,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
409.407135,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
409.507141,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
409.607177,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
409.707122,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
409.807159,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
409.907135,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
410.007171,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
410.107177,0.100004,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
410.207153,0.100004,6.335097,0.350000,6.335097,4.000000,4.000000,6.000000
410.307159,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
410.407165,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
410.507171,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
410.607177,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
410.707153,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
410.807159,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
410.907165,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
411.007171,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
411.107177,0.100004,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
411.207153,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
411.307159,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
411.407165,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
411.507202,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
411.607177,0.100000,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
411.707214,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
411.807189,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
411.907196,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
412.007202,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
412.107208,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
412.207214,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
412.307189,0.100004,6.286179,0.350000,6.286179,4.000000,4.000000,6.000000
412.407196,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
412.507202,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
412.607208,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
412.707214,0.100004,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
412.807189,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
412.907196,0.100000,6.325313,0.350000,6.325313,4.000000,4.000000,6.000000
413.007202,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
413.107208,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
413.207244,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
413.307189,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
413.407226,0.100000,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
413.507232,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
413.607238,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
413.707244,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
413.807220,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
413.907226,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
414.007232,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
414.107238,0.100004,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
414.207244,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
414.307220,0.100000,6.295962,0.350000,6.295962,4.000000,4.000000,6.000000
414.407226,0.100000,6.315530,0.350000,6.315530,4.000000,4.000000,6.000000
414.507232,0.100004,6.276395,0.350000,6.276395,4.000000,4.000000,6.000000
414.607238,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
414.707244,0.100000,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
414.807220,0.100004,6.305746,0.350000,6.305746,4.000000,4.000000,6.000000
