t,Ts,snimac1,setpoint_pb,y_pb,u_pb,u,vent
136.802368,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
136.902374,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
137.002365,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
137.102371,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
137.202362,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
137.302368,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
137.402374,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
137.502365,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
137.602371,0.100004,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
137.702362,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
137.802368,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
137.902374,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
138.002365,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
138.102386,0.100004,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
138.202377,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
138.302383,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
138.402389,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
138.502380,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
138.602386,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
138.702392,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
138.802398,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
138.902404,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
139.002395,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
139.102401,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
139.202392,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
139.302398,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
139.402404,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
139.502395,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
139.602401,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
139.702392,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
139.802413,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
139.902420,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
140.002410,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
140.102416,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
140.202423,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
140.302413,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
140.402420,0.100000,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
140.502410,0.100000,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
140.602416,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
140.702423,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
140.802413,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
140.902420,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
141.002410,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
141.102416,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
141.202423,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
141.302413,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
141.402435,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
141.502426,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
141.602432,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
141.702438,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
141.802429,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
141.902435,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
142.002426,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
142.102432,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
142.202438,0.100000,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
142.302444,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
142.402450,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
142.502441,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
142.602447,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
142.702453,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
142.802444,0.100004,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
142.902450,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
143.002441,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
143.102462,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
143.202468,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
143.302459,0.100000,6.178564,0.350000,6.178564,4.000000,4.000000,6.000000
143.402465,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
143.502456,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
143.602462,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
143.702468,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
143.802459,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
143.902465,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
144.002456,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
144.102462,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
144.202468,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
144.302459,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
144.402465,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
144.502456,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
144.602462,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
144.702468,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
144.802474,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
144.902481,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
145.002487,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
145.102493,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
145.202499,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
145.302490,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
145.402496,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
145.502502,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
145.602493,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
145.702499,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
145.802490,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
145.902496,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
146.002502,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
146.102493,0.100004,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
146.202514,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
146.302505,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
146.402511,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
146.502517,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
146.602508,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
146.702514,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
146.802505,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
146.902511,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
147.002517,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
147.102523,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
147.202529,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
147.302520,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
147.402526,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
147.502532,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
147.602523,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
147.702529,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
147.802520,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
147.902542,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
148.002548,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
148.102539,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
148.202545,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
148.302551,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
148.402542,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
148.502563,0.100004,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
148.602554,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
148.702560,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
148.802566,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
148.902557,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
149.002563,0.100000,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
149.102554,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
149.202560,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
149.302566,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
149.402557,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
149.502563,0.100000,6.188346,0.350000,6.188346,4.000000,4.000000,6.000000
149.602569,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
149.702575,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
149.802581,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
149.902587,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
150.002593,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
150.102584,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
150.202590,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
150.302597,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
150.402587,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
150.502593,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
150.602615,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
150.702606,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
150.802612,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
150.902603,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
151.002624,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
151.102630,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
151.202621,0.100004,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
151.302627,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
151.402618,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
151.502624,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
151.602630,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
151.702621,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
151.802627,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
151.902618,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
152.002624,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
152.102630,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
152.202621,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
152.302627,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
152.402618,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
152.502639,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
152.602645,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
152.702636,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
152.802642,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
152.902633,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
153.002639,0.100000,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
153.102645,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
153.202636,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
153.302642,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
153.402633,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
153.502639,0.100000,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
153.602645,0.100004,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
153.702636,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
153.802642,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
153.902633,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
154.002639,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
154.102645,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
154.202651,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
154.302658,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
154.402648,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
154.502655,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
154.602661,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
154.702651,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
154.802658,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
154.902648,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
155.002655,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
155.102661,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
155.202651,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
155.302673,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
155.402679,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
155.502670,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
155.602691,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
155.702682,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
155.802688,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
155.902694,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
156.002685,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
156.102691,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
156.202682,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
156.302688,0.100000,6.188346,0.350000,6.188346,4.000000,4.000000,6.000000
156.402694,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
156.502685,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
156.602691,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
156.702682,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
156.802688,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
156.902694,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
157.002685,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
157.102691,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
157.202682,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
157.302688,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
157.402694,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
157.502700,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
157.602706,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
157.702697,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
157.802703,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
157.902709,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
158.002716,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
158.102722,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
158.202713,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
158.302719,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
158.402725,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
158.502716,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
158.602722,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
158.702713,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
158.802719,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
158.902725,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
159.002716,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
159.102737,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
159.202743,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
159.302734,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
159.402740,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
159.502731,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
159.602752,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
159.702758,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
159.802749,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
159.902755,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
160.002746,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
160.102752,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
160.202758,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
160.302749,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
160.402755,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
160.502746,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
160.602752,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
160.702758,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
160.802749,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
160.902770,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
161.002761,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
161.102767,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
161.202774,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
161.302764,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
161.402770,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
161.502777,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
161.602783,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
161.702789,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
161.802780,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
161.902786,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
162.002777,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
162.102783,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
162.202789,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
162.302780,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
162.402786,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
162.502777,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
162.602783,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
162.702804,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
162.802795,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
162.902801,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
163.002822,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
163.102813,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
163.202819,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
163.302810,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
163.402816,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
163.502822,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
163.602813,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
163.702819,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
163.802810,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
163.902832,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
164.002838,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
164.102828,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
164.202835,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
164.302825,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
164.402847,0.100004,6.198129,0.350000,6.198129,4.000000,4.000000,6.000000
164.502853,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
164.602844,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
164.702850,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
164.802841,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
164.902847,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
165.002853,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
165.102844,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
165.202850,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
165.302841,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
165.402862,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
165.502868,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
165.602859,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
165.702865,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
165.802856,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
165.902877,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
166.002883,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
166.102874,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
166.202880,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
166.302886,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
166.402877,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
166.502883,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
166.602874,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
166.702880,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
166.802886,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
166.902877,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
167.002883,0.100004,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
167.102874,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
167.202880,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
167.302886,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
167.402877,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
167.502883,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
167.602874,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
167.702896,0.100004,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
167.802902,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
167.902893,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
168.002899,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
168.102890,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
168.202896,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
168.302902,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
168.402893,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
168.502899,0.100004,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
168.602890,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
168.702896,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
168.802902,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
168.902893,0.100000,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
169.002899,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
169.102890,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
169.202896,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
169.302902,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
169.402893,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
169.502899,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
169.602890,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
169.702911,0.100004,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
169.802917,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
169.902908,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
170.002914,0.100004,6.217695,0.350000,6.217695,4.000000,4.000000,6.000000
170.102905,0.100000,6.207912,0.350000,6.207912,4.000000,4.000000,6.000000
170.202911,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
170.302917,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
170.402908,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
170.502914,0.100000,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
170.602905,0.100000,6.237262,0.350000,6.237262,4.000000,4.000000,6.000000
170.702911,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
170.802917,0.100004,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
170.902908,0.100000,6.266612,0.350000,6.266612,4.000000,4.000000,6.000000
171.002929,0.100004,6.247045,0.350000,6.247045,4.000000,4.000000,6.000000
171.102920,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
171.202926,0.100000,6.227478,0.350000,6.227478,4.000000,4.000000,6.000000
171.302932,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
171.402923,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
171.502929,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
171.602920,0.100000,6.256829,0.350000,6.256829,4.000000,4.000000,6.000000
