0,3.9993,4.4132
1,4.9793,4.8993
2,6.1202,5.6934
3,7.2405,6.539
4,8.1235,7.247
5,8.8254,7.8598
6,9.1674,8.1816
7,9.4065,8.4344
8,9.4003,8.4358
9,9.4511,8.5111
10,9.4573,8.5206
