0,3.8046,4.1565
1,4.5207,4.6181
2,5.2987,5.1902
3,6.1372,5.8309
4,6.9177,6.4212
5,7.5737,6.9663
6,8.0399,7.3686
7,8.2765,7.5982
8,8.3022,7.6252
9,8.3315,7.6714
10,8.3383,7.6765
