0,3.8295,4.0104
1,4.905,4.6871
2,6.0879,5.536
3,7.1823,6.3863
4,8.1153,7.1648
5,8.8024,7.7623
6,9.2446,8.1976
7,9.441,8.4279
8,9.4599,8.4838
9,9.4801,8.5256
10,9.5026,8.5562
