0,4.152,4.4584
1,4.9423,4.9467
2,5.7653,5.534
3,6.6194,6.1694
4,7.3746,6.7744
5,8.0034,7.3213
6,8.438,7.7168
7,8.6311,7.923
8,8.6423,7.959
9,8.6596,7.9861
10,8.6732,7.997
