time,r,snimac1,ym,spir,theta1,theta2,theta3,y0
352.4,-0.339976689361209,6.2841796875,0,3,0,0,0,0
352.5,-0.339400372766471,6.25,0,3,0,0,0,0
352.6,-0.338823218735051,6.2646484375,0,3,0,0,0,0
352.7,-0.33824522869102,6.2353515625,0,3,0,0,0,0
352.8,-0.337666404060512,6.23046875,0,3,0,0,0,0
352.9,-0.337086746271718,6.25,0,3,0,0,0,0
353,-0.336506256754887,6.279296875,0,3,0,0,0,0
353.1,-0.335924936942318,6.2890625,0,3,0,0,0,0
353.2,-0.33534278826836,6.25,0,3,0,0,0,0
353.3,-0.334759812169408,6.240234375,0,3,0,0,0,0
353.4,-0.334176010083896,6.2939453125,0,3,0,0,0,0
353.5,-0.3335913834523,6.2548828125,0,3,0,0,0,0
353.6,-0.333005933717126,6.2646484375,0,3,0,0,0,0
353.7,-0.332419662322913,6.220703125,0,3,0,0,0,0
353.8,-0.331832570716229,6.2353515625,0,3,0,0,0,0
353.9,-0.331244660345663,6.2353515625,0,3,0,0,0,0
354,-0.330655932661826,6.2890625,0,3,0,0,0,0
354.1,-0.330066389117344,6.2841796875,0,3,0,0,0,0
354.2,-0.329476031166858,6.3037109375,0,3,0,0,0,0
354.3,-0.328884860267018,6.26953125,0,3,0,0,0,0
354.4,-0.328292877876478,6.2451171875,0,3,0,0,0,0
354.5,-0.327700085455897,6.2939453125,0,3,0,0,0,0
354.6,-0.32710648446793,6.2890625,0,3,0,0,0,0
354.7,-0.32651207637723,6.25,0,3,0,0,0,0
354.8,-0.325916862650439,6.2548828125,0,3,0,0,0,0
354.9,-0.325320844756188,6.23046875,0,3,0,0,0,0
355,-0.324724024165092,6.2451171875,0,3,0,0,0,0
355.1,-0.324126402349745,6.2646484375,0,3,0,0,0,0
355.2,-0.323527980784722,6.2939453125,0,3,0,0,0,0
355.3,-0.322928760946567,6.220703125,0,3,0,0,0,0
355.4,-0.322328744313795,6.2451171875,0,3,0,0,0,0
355.5,-0.321727932366889,6.240234375,0,3,0,0,0,0
355.6,-0.321126326588292,6.2646484375,0,3,0,0,0,0
355.7,-0.320523928462406,6.279296875,0,3,0,0,0,0
355.8,-0.319920739475589,6.318359375,0,3,0,0,0,0
355.9,-0.319316761116149,6.259765625,0,3,0,0,0,0
356,-0.318711994874345,6.240234375,0,3,0,0,0,0
356.1,-0.318106442242374,6.2744140625,0,3,0,0,0,0
356.2,-0.31750010471438,6.2744140625,0,3,0,0,0,0
356.3,-0.316892983786439,6.25,0,3,0,0,0,0
356.4,-0.316285080956562,6.2939453125,0,3,0,0,0,0
356.5,-0.315676397724689,6.220703125,0,3,0,0,0,0
356.6,-0.315066935592684,6.2646484375,0,3,0,0,0,0
356.7,-0.314456696064336,6.2939453125,0,3,0,0,0,0
356.8,-0.31384568064535,6.259765625,0,3,0,0,0,0
356.9,-0.313233890843345,6.2646484375,0,3,0,0,0,0
357,-0.312621328167853,6.259765625,0,3,0,0,0,0
357.1,-0.312007994130309,6.23046875,0,3,0,0,0,0
357.2,-0.311393890244056,6.2548828125,0,3,0,0,0,0
357.3,-0.310779018024334,6.2548828125,0,3,0,0,0,0
357.4,-0.310163378988278,6.279296875,0,3,0,0,0,0
357.5,-0.309546974654917,6.2548828125,0,3,0,0,0,0
357.6,-0.308929806545167,6.2548828125,0,3,0,0,0,0
357.7,-0.308311876181829,6.2353515625,0,3,0,0,0,0
357.8,-0.307693185089586,6.26953125,0,3,0,0,0,0
357.9,-0.307073734794994,6.26953125,0,3,0,0,0,0
358,-0.306453526826488,6.2548828125,0,3,0,0,0,0
358.1,-0.305832562714368,6.2451171875,0,3,0,0,0,0
358.2,-0.305210843990801,6.240234375,0,3,0,0,0,0
358.3,-0.304588372189817,6.23046875,0,3,0,0,0,0
358.4,-0.303965148847303,6.2646484375,0,3,0,0,0,0
358.5,-0.303341175501,6.2841796875,0,3,0,0,0,0
358.6,-0.302716453690501,6.2841796875,0,3,0,0,0,0
358.7,-0.302090984957244,6.2255859375,0,3,0,0,0,0
358.8,-0.301464770844512,6.23046875,0,3,0,0,0,0
358.9,-0.300837812897426,6.279296875,0,3,0,0,0,0
359,-0.300210112662942,6.2939453125,0,3,0,0,0,0
359.1,-0.299581671689848,6.259765625,0,3,0,0,0,0
359.2,-0.298952491528759,6.259765625,0,3,0,0,0,0
359.3,-0.298322573732116,6.2646484375,0,3,0,0,0,0
359.4,-0.297691919854177,6.23046875,0,3,0,0,0,0
359.5,-0.297060531451019,6.25,0,3,0,0,0,0
359.6,-0.296428410080529,6.2548828125,0,3,0,0,0,0
359.7,-0.295795557302405,6.2451171875,0,3,0,0,0,0
359.8,-0.295161974678147,6.2353515625,0,3,0,0,0,0
359.9,-0.294527663771058,6.2158203125,0,3,0,0,0,0
360,-0.293892626146236,6.26953125,0,3,0,0,0,0
360.1,-0.293256863370575,6.2646484375,0,3,0,0,0,0
360.2,-0.292620377012755,6.2744140625,0,3,0,0,0,0
360.3,-0.291983168643243,6.23046875,0,3,0,0,0,0
360.4,-0.291345239834288,6.2548828125,0,3,0,0,0,0
360.5,-0.290706592159915,6.25,0,3,0,0,0,0
360.6,-0.290067227195924,6.240234375,0,3,0,0,0,0
360.7,-0.289427146519885,6.2451171875,0,3,0,0,0,0
360.8,-0.288786351711133,6.2451171875,0,3,0,0,0,0
360.9,-0.288144844350766,6.220703125,0,3,0,0,0,0
361,-0.287502626021639,6.2451171875,0,3,0,0,0,0
361.1,-0.286859698308362,6.2548828125,0,3,0,0,0,0
361.2,-0.286216062797295,6.2451171875,0,3,0,0,0,0
361.3,-0.285571721076545,6.25,0,3,0,0,0,0
361.4,-0.284926674735961,6.2548828125,0,3,0,0,0,0
361.5,-0.284280925367132,6.2548828125,0,3,0,0,0,0
361.6,-0.283634474563378,6.2451171875,0,3,0,0,0,0
361.7,-0.282987323919754,6.2841796875,0,3,0,0,0,0
361.8,-0.282339475033038,6.2548828125,0,3,0,0,0,0
361.9,-0.281690929501735,6.2353515625,0,3,0,0,0,0
362,-0.281041688926065,6.2255859375,0,3,0,0,0,0
362.1,-0.280391754907965,6.2548828125,0,3,0,0,0,0
362.2,-0.279741129051083,6.25,0,3,0,0,0,0
362.3,-0.279089812960774,6.279296875,0,3,0,0,0,0
362.4,-0.278437808244094,6.2646484375,0,3,0,0,0,0
362.5,-0.277785116509801,6.2060546875,0,3,0,0,0,0
362.6,-0.277131739368347,6.240234375,0,3,0,0,0,0
362.7,-0.276477678431875,6.25,0,3,0,0,0,0
362.8,-0.275822935314215,6.25,0,3,0,0,0,0
362.9,-0.275167511630881,6.2744140625,0,3,0,0,0,0
363,-0.274511408999066,6.2353515625,0,3,0,0,0,0
363.1,-0.273854629037637,6.2158203125,0,3,0,0,0,0
363.2,-0.273197173367134,6.2353515625,0,3,0,0,0,0
363.3,-0.272539043609764,6.25,0,3,0,0,0,0
363.4,-0.271880241389396,6.2353515625,0,3,0,0,0,0
363.5,-0.271220768331559,6.25,0,3,0,0,0,0
363.6,-0.270560626063438,6.2060546875,0,3,0,0,0,0
363.7,-0.269899816213867,6.2109375,0,3,0,0,0,0
363.8,-0.26923834041333,5.9765625,0,3,0,0,0,0
363.9,-0.268576200293952,6.240234375,0,3,0,0,0,0
364,-0.267913397489498,6.2451171875,0,3,0,0,0,0
364.1,-0.267249933635369,6.23046875,0,3,0,0,0,0
364.2,-0.266585810368594,6.240234375,0,3,0,0,0,0
364.3,-0.265921029327833,6.2451171875,0,3,0,0,0,0
364.4,-0.265255592153367,6.25,0,3,0,0,0,0
364.5,-0.264589500487095,6.26953125,0,3,0,0,0,0
364.6,-0.263922755972533,6.240234375,0,3,0,0,0,0
364.7,-0.263255360254806,6.23046875,0,3,0,0,0,0
364.8,-0.262587314980648,6.201171875,0,3,0,0,0,0
364.9,-0.261918621798392,6.2646484375,0,3,0,0,0,0
365,-0.261249282357974,6.25,0,3,0,0,0,0
365.1,-0.260579298310922,6.2451171875,0,3,0,0,0,0
365.2,-0.259908671310354,6.2451171875,0,3,0,0,0,0
365.3,-0.259237403010977,6.23046875,0,3,0,0,0,0
365.4,-0.258565495069078,6.25,0,3,0,0,0,0
365.5,-0.257892949142523,6.240234375,0,3,0,0,0,0
365.6,-0.257219766890753,6.2548828125,0,3,0,0,0,0
365.7,-0.256545949974777,6.25,0,3,0,0,0,0
365.8,-0.255871500057172,6.2451171875,0,3,0,0,0,0
365.9,-0.255196418802076,6.2548828125,0,3,0,0,0,0
366,-0.254520707875186,6.259765625,0,3,0,0,0,0
366.1,-0.253844368943749,6.25,0,3,0,0,0,0
366.2,-0.253167403676566,6.26953125,0,3,0,0,0,0
366.3,-0.252489813743981,6.220703125,0,3,0,0,0,0
366.4,-0.25181160081788,6.23046875,0,3,0,0,0,0
366.5,-0.251132766571686,6.2255859375,0,3,0,0,0,0
366.6,-0.250453312680355,6.25,0,3,0,0,0,0
366.7,-0.249773240820371,6.279296875,0,3,0,0,0,0
366.8,-0.249092552669745,6.2451171875,0,3,0,0,0,0
366.9,-0.248411249908007,6.220703125,0,3,0,0,0,0
367,-0.247729334216204,6.240234375,0,3,0,0,0,0
367.1,-0.247046807276894,6.240234375,0,3,0,0,0,0
367.2,-0.246363670774145,6.240234375,0,3,0,0,0,0
367.3,-0.24567992639353,6.2451171875,0,3,0,0,0,0
367.4,-0.244995575822118,6.2353515625,0,3,0,0,0,0
367.5,-0.244310620748477,6.23046875,0,3,0,0,0,0
367.6,-0.243625062862666,6.2158203125,0,3,0,0,0,0
367.7,-0.24293890385623,6.2646484375,0,3,0,0,0,0
367.8,-0.242252145422199,6.259765625,0,3,0,0,0,0
367.9,-0.24156478925508,6.26953125,0,3,0,0,0,0
368,-0.240876837050858,6.259765625,0,3,0,0,0,0
368.1,-0.240188290506984,6.2451171875,0,3,0,0,0,0
368.2,-0.23949915132238,6.2646484375,0,3,0,0,0,0
368.3,-0.238809421197429,6.2548828125,0,3,0,0,0,0
368.4,-0.238119101833969,6.26953125,0,3,0,0,0,0
368.5,-0.237428194935297,6.2451171875,0,3,0,0,0,0
368.6,-0.236736702206156,6.2060546875,0,3,0,0,0,0
368.7,-0.236044625352735,6.2255859375,0,3,0,0,0,0
368.8,-0.235351966082666,6.25,0,3,0,0,0,0
368.9,-0.234658726105016,6.26953125,0,3,0,0,0,0
369,-0.233964907130287,6.279296875,0,3,0,0,0,0
369.1,-0.233270510870406,6.23046875,0,3,0,0,0,0
369.2,-0.232575539038729,6.2548828125,0,3,0,0,0,0
369.3,-0.231879993350029,6.25,0,3,0,0,0,0
369.4,-0.231183875520495,6.2841796875,0,3,0,0,0,0
369.5,-0.230487187267731,6.2744140625,0,3,0,0,0,0
369.6,-0.229789930310743,6.23046875,0,3,0,0,0,0
369.7,-0.229092106369946,6.220703125,0,3,0,0,0,0
369.8,-0.228393717167149,6.2158203125,0,3,0,0,0,0
369.9,-0.22769476442556,6.2451171875,0,3,0,0,0,0
370,-0.226995249869773,6.240234375,0,3,0,0,0,0
370.1,-0.226295175225772,6.26953125,0,3,0,0,0,0
370.2,-0.225594542220922,6.2353515625,0,3,0,0,0,0
370.3,-0.224893352583965,6.240234375,0,3,0,0,0,0
370.4,-0.224191608045016,6.2451171875,0,3,0,0,0,0
370.5,-0.22348931033556,6.25,0,3,0,0,0,0
370.6,-0.222786461188448,6.259765625,0,3,0,0,0,0
370.7,-0.222083062337889,6.220703125,0,3,0,0,0,0
370.8,-0.22137911551945,6.2451171875,0,3,0,0,0,0
370.9,-0.220674622470051,6.2451171875,0,3,0,0,0,0
371,-0.219969584927957,6.2890625,0,3,0,0,0,0
371.1,-0.219264004632779,6.259765625,0,3,0,0,0,0
371.2,-0.218557883325466,6.259765625,0,3,0,0,0,0
371.3,-0.217851222748302,6.2255859375,0,3,0,0,0,0
371.4,-0.217144024644902,6.2158203125,0,3,0,0,0,0
371.5,-0.216436290760207,6.2451171875,0,3,0,0,0,0
371.6,-0.215728022840479,6.23046875,0,3,0,0,0,0
371.7,-0.2150192226333,6.25,0,3,0,0,0,0
371.8,-0.214309891887564,6.23046875,0,3,0,0,0,0
371.9,-0.213600032353473,6.2548828125,0,3,0,0,0,0
372,-0.212889645782536,6.2255859375,0,3,0,0,0,0
372.1,-0.212178733927561,6.240234375,0,3,0,0,0,0
372.2,-0.211467298542651,6.240234375,0,3,0,0,0,0
372.3,-0.210755341383204,6.220703125,0,3,0,0,0,0
372.4,-0.210042864205903,6.2255859375,0,3,0,0,0,0
372.5,-0.209329868768714,6.2451171875,0,3,0,0,0,0
372.6,-0.208616356830882,6.2646484375,0,3,0,0,0,0
372.7,-0.207902330152928,6.2646484375,0,3,0,0,0,0
372.8,-0.207187790496642,6.2646484375,0,3,0,0,0,0
372.9,-0.206472739625078,6.2548828125,0,3,0,0,0,0
373,-0.205757179302554,6.2451171875,0,3,0,0,0,0
373.1,-0.205041111294644,6.25,0,3,0,0,0,0
373.2,-0.204324537368174,6.2744140625,0,3,0,0,0,0
373.3,-0.20360745929122,6.2548828125,0,3,0,0,0,0
373.4,-0.2028898788331,6.23046875,0,3,0,0,0,0
373.5,-0.202171797764373,6.25,0,3,0,0,0,0
373.6,-0.201453217856831,6.2109375,0,3,0,0,0,0
373.7,-0.200734140883501,6.259765625,0,3,0,0,0,0
373.8,-0.200014568618632,6.259765625,0,3,0,0,0,0
373.9,-0.199294502837698,6.240234375,0,3,0,0,0,0
374,-0.19857394531739,6.2451171875,0,3,0,0,0,0
374.1,-0.197852897835612,6.2353515625,0,3,0,0,0,0
374.2,-0.197131362171475,6.2451171875,0,3,0,0,0,0
374.3,-0.196409340105299,6.2939453125,0,3,0,0,0,0
374.4,-0.195686833418601,6.26953125,0,3,0,0,0,0
374.5,-0.194963843894094,6.240234375,0,3,0,0,0,0
374.6,-0.194240373315683,6.23046875,0,3,0,0,0,0
374.7,-0.193516423468459,6.2158203125,0,3,0,0,0,0
374.8,-0.192791996138698,6.25,0,3,0,0,0,0
374.9,-0.192067093113851,6.2255859375,0,3,0,0,0,0
375,-0.191341716182545,6.259765625,0,3,0,0,0,0
375.1,-0.190615867134574,6.2255859375,0,3,0,0,0,0
375.2,-0.1898895477609,6.2255859375,0,3,0,0,0,0
375.3,-0.189162759853643,6.2255859375,0,3,0,0,0,0
375.4,-0.188435505206081,6.2646484375,0,3,0,0,0,0
375.5,-0.187707785612641,6.2939453125,0,3,0,0,0,0
375.6,-0.1869796028689,6.2548828125,0,3,0,0,0,0
375.7,-0.186250958771575,6.2255859375,0,3,0,0,0,0
375.8,-0.185521855118525,6.23046875,0,3,0,0,0,0
375.9,-0.184792293708739,6.2646484375,0,3,0,0,0,0
376,-0.184062276342339,6.2451171875,0,3,0,0,0,0
376.1,-0.183331804820568,6.2451171875,0,3,0,0,0,0
376.2,-0.182600880945794,6.25,0,3,0,0,0,0
376.3,-0.181869506521497,6.25,0,3,0,0,0,0
376.4,-0.181137683352273,6.240234375,0,3,0,0,0,0
376.5,-0.180405413243821,6.2841796875,0,3,0,0,0,0
376.6,-0.179672698002945,6.279296875,0,3,0,0,0,0
376.7,-0.178939539437548,6.25,0,3,0,0,0,0
376.8,-0.178205939356625,6.23046875,0,3,0,0,0,0
376.9,-0.177471899570262,6.2255859375,0,3,0,0,0,0
377,-0.176737421889629,6.2353515625,0,3,0,0,0,0
377.1,-0.176002508126975,6.2744140625,0,3,0,0,0,0
377.2,-0.175267160095629,6.2939453125,0,3,0,0,0,0
377.3,-0.174531379609988,6.2353515625,0,3,0,0,0,0
377.4,-0.173795168485518,6.2109375,0,3,0,0,0,0
377.5,-0.173058528538746,6.2646484375,0,3,0,0,0,0
377.6,-0.172321461587258,6.259765625,0,3,0,0,0,0
377.7,-0.171583969449694,6.279296875,0,3,0,0,0,0
377.8,-0.170846053945742,6.220703125,0,3,0,0,0,0
377.9,-0.170107716896134,6.2353515625,0,3,0,0,0,0
378,-0.169368960122646,6.2109375,0,3,0,0,0,0
378.1,-0.168629785448084,6.23046875,0,3,0,0,0,0
378.2,-0.16789019469629,6.2646484375,0,3,0,0,0,0
378.3,-0.16715018969213,6.2841796875,0,3,0,0,0,0
378.4,-0.166409772261493,6.25,0,3,0,0,0,0
378.5,-0.165668944231285,6.2255859375,0,3,0,0,0,0
378.6,-0.164927707429426,6.2451171875,0,3,0,0,0,0
378.7,-0.164186063684844,6.26953125,0,3,0,0,0,0
378.8,-0.163444014827471,6.2548828125,0,3,0,0,0,0
378.9,-0.162701562688239,6.2451171875,0,3,0,0,0,0
379,-0.161958709099075,6.25,0,3,0,0,0,0
379.1,-0.161215455892895,6.2255859375,0,3,0,0,0,0
379.2,-0.160471804903604,6.2744140625,0,3,0,0,0,0
379.3,-0.159727757966087,6.2744140625,0,3,0,0,0,0
379.4,-0.158983316916205,6.30859375,0,3,0,0,0,0
379.5,-0.158238483590793,6.2255859375,0,3,0,0,0,0
379.6,-0.157493259827652,6.2451171875,0,3,0,0,0,0
379.7,-0.156747647465549,6.259765625,0,3,0,0,0,0
379.8,-0.156001648344207,6.2353515625,0,3,0,0,0,0
379.9,-0.155255264304306,6.26953125,0,3,0,0,0,0
380,-0.154508497187473,6.220703125,0,3,0,0,0,0
380.1,-0.153761348836283,6.2451171875,0,3,0,0,0,0
380.2,-0.15301382109425,6.25,0,3,0,0,0,0
380.3,-0.152265915805824,6.259765625,0,3,0,0,0,0
380.4,-0.151517634816386,6.2451171875,0,3,0,0,0,0
380.5,-0.150768979972248,6.2646484375,0,3,0,0,0,0
380.6,-0.150019953120638,6.2451171875,0,3,0,0,0,0
380.7,-0.149270556109707,6.220703125,0,3,0,0,0,0
380.8,-0.148520790788517,6.2548828125,0,3,0,0,0,0
380.9,-0.14777065900704,6.26953125,0,3,0,0,0,0
381,-0.147020162616152,6.25,0,3,0,0,0,0
381.1,-0.146269303467627,6.23046875,0,3,0,0,0,0
381.2,-0.145518083414135,6.2451171875,0,3,0,0,0,0
381.3,-0.144766504309239,6.2158203125,0,3,0,0,0,0
381.4,-0.144014568007384,6.23046875,0,3,0,0,0,0
381.5,-0.143262276363899,6.2646484375,0,3,0,0,0,0
381.6,-0.142509631234988,6.240234375,0,3,0,0,0,0
381.7,-0.141756634477728,6.2158203125,0,3,0,0,0,0
381.8,-0.141003287950064,6.2353515625,0,3,0,0,0,0
381.9,-0.140249593510804,6.2451171875,0,3,0,0,0,0
382,-0.139495553019614,6.2353515625,0,3,0,0,0,0
382.1,-0.138741168337014,6.23046875,0,3,0,0,0,0
382.2,-0.137986441324372,6.2353515625,0,3,0,0,0,0
382.3,-0.137231373843904,6.2060546875,0,3,0,0,0,0
382.4,-0.136475967758662,6.2109375,0,3,0,0,0,0
382.5,-0.135720224932537,6.2646484375,0,3,0,0,0,0
382.6,-0.134964147230248,6.26953125,0,3,0,0,0,0
382.7,-0.134207736517342,6.2646484375,0,3,0,0,0,0
382.8,-0.133450994660188,6.23046875,0,3,0,0,0,0
382.9,-0.13269392352597,6.2353515625,0,3,0,0,0,0
383,-0.131936524982686,6.2744140625,0,3,0,0,0,0
383.1,-0.131178800899143,6.2646484375,0,3,0,0,0,0
383.2,-0.130420753144948,6.2451171875,0,3,0,0,0,0
383.3,-0.12966238359051,6.220703125,0,3,0,0,0,0
383.4,-0.12890369410703,6.240234375,0,3,0,0,0,0
383.5,-0.128144686566498,6.2353515625,0,3,0,0,0,0
383.6,-0.127385362841691,6.26953125,0,3,0,0,0,0
383.7,-0.126625724806164,6.240234375,0,3,0,0,0,0
383.8,-0.125865774334248,6.26953125,0,3,0,0,0,0
383.9,-0.125105513301047,6.23046875,0,3,0,0,0,0
384,-0.124344943582427,6.2255859375,0,3,0,0,0,0
384.1,-0.12358406705502,6.2744140625,0,3,0,0,0,0
384.2,-0.122822885596213,6.2451171875,0,3,0,0,0,0
384.3,-0.122061401084145,6.259765625,0,3,0,0,0,0
384.4,-0.121299615397703,6.2158203125,0,3,0,0,0,0
384.5,-0.120537530416519,6.2255859375,0,3,0,0,0,0
384.6,-0.119775148020961,6.240234375,0,3,0,0,0,0
384.7,-0.119012470092131,6.2548828125,0,3,0,0,0,0
384.8,-0.118249498511862,6.2744140625,0,3,0,0,0,0
384.9,-0.11748623516271,6.26953125,0,3,0,0,0,0
385,-0.116722681927953,6.2158203125,0,3,0,0,0,0
385.1,-0.11595884069158,6.220703125,0,3,0,0,0,0
385.2,-0.115194713338295,6.2744140625,0,3,0,0,0,0
385.3,-0.114430301753506,6.2353515625,0,3,0,0,0,0
385.4,-0.113665607823323,6.259765625,0,3,0,0,0,0
385.5,-0.112900633434552,6.23046875,0,3,0,0,0,0
385.6,-0.11213538047469,6.240234375,0,3,0,0,0,0
385.7,-0.111369850831924,6.2255859375,0,3,0,0,0,0
385.8,-0.110604046395123,6.259765625,0,3,0,0,0,0
385.9,-0.109837969053832,6.26953125,0,3,0,0,0,0
386,-0.109071620698271,6.240234375,0,3,0,0,0,0
386.1,-0.108305003219328,6.2158203125,0,3,0,0,0,0
386.2,-0.107538118508556,6.2548828125,0,3,0,0,0,0
386.3,-0.106770968458167,6.25,0,3,0,0,0,0
386.4,-0.106003554961027,6.2451171875,0,3,0,0,0,0
386.5,-0.105235879910653,6.2646484375,0,3,0,0,0,0
386.6,-0.104467945201206,6.2158203125,0,3,0,0,0,0
386.7,-0.103699752727488,6.2353515625,0,3,0,0,0,0
386.8,-0.102931304384941,6.2109375,0,3,0,0,0,0
386.9,-0.10216260206963,6.2744140625,0,3,0,0,0,0
387,-0.101393647678256,6.2451171875,0,3,0,0,0,0
387.1,-0.100624443108135,6.220703125,0,3,0,0,0,0
387.2,-0.0998549902572032,6.240234375,0,3,0,0,0,0
387.3,-0.0990852910240094,6.2158203125,0,3,0,0,0,0
387.4,-0.0983153473077098,6.23046875,0,3,0,0,0,0
387.5,-0.0975451610080639,6.25,0,3,0,0,0,0
387.6,-0.09677473402543,6.2548828125,0,3,0,0,0,0
387.7,-0.0960040682607595,6.2109375,0,3,0,0,0,0
387.8,-0.0952331656155949,6.1865234375,0,3,0,0,0,0
387.9,-0.0944620279920601,6.2109375,0,3,0,0,0,0
388,-0.0936906572928623,6.23046875,0,3,0,0,0,0
388.1,-0.0929190554212803,6.25,0,3,0,0,0,0
388.2,-0.0921472242811663,6.2353515625,0,3,0,0,0,0
388.3,-0.0913751657769365,6.1962890625,0,3,0,0,0,0
388.4,-0.0906028818135685,6.2109375,0,3,0,0,0,0
388.5,-0.0898303742965961,6.2451171875,0,3,0,0,0,0
388.6,-0.0890576451321049,6.2548828125,0,3,0,0,0,0
388.7,-0.0882846962267269,6.2451171875,0,3,0,0,0,0
388.8,-0.087511529487638,6.1962890625,0,3,0,0,0,0
388.9,-0.0867381468225484,6.201171875,0,3,0,0,0,0
389,-0.0859645501397044,6.2255859375,0,3,0,0,0,0
389.1,-0.0851907413478784,6.2548828125,0,3,0,0,0,0
389.2,-0.0844167223563662,6.2548828125,0,3,0,0,0,0
389.3,-0.0836424950749841,6.2060546875,0,3,0,0,0,0
389.4,-0.0828680614140592,6.2158203125,0,3,0,0,0,0
389.5,-0.0820934232844314,6.23046875,0,3,0,0,0,0
389.6,-0.0813185825974413,6.2744140625,0,3,0,0,0,0
389.7,-0.0805435412649328,6.2548828125,0,3,0,0,0,0
389.8,-0.0797683011992427,6.23046875,0,3,0,0,0,0
389.9,-0.078992864313199,6.220703125,0,3,0,0,0,0
390,-0.0782172325201151,6.2060546875,0,3,0,0,0,0
390.1,-0.0774414077337853,6.2451171875,0,3,0,0,0,0
390.2,-0.0766653918684796,6.25,0,3,0,0,0,0
390.3,-0.0758891868389416,6.240234375,0,3,0,0,0,0
390.4,-0.075112794560378,6.2353515625,0,3,0,0,0,0
390.5,-0.0743362169484614,6.19140625,0,3,0,0,0,0
390.6,-0.0735594559193182,6.2353515625,0,3,0,0,0,0
390.7,-0.0727825133895303,6.259765625,0,3,0,0,0,0
390.8,-0.0720053912761257,6.23046875,0,3,0,0,0,0
390.9,-0.071228091496576,6.2548828125,0,3,0,0,0,0
391,-0.0704506159687911,6.2158203125,0,3,0,0,0,0
391.1,-0.0696729666111145,6.2451171875,0,3,0,0,0,0
391.2,-0.0688951453423184,6.2548828125,0,3,0,0,0,0
391.3,-0.0681171540816007,6.26953125,0,3,0,0,0,0
391.4,-0.0673389947485758,6.2744140625,0,3,0,0,0,0
391.5,-0.0665606692632761,6.23046875,0,3,0,0,0,0
391.6,-0.0657821795461408,6.2158203125,0,3,0,0,0,0
391.7,-0.0650035275180171,6.2451171875,0,3,0,0,0,0
391.8,-0.0642247151001511,6.2353515625,0,3,0,0,0,0
391.9,-0.0634457442141849,6.240234375,0,3,0,0,0,0
392,-0.0626666167821519,6.2158203125,0,3,0,0,0,0
392.1,-0.0618873347264714,6.2255859375,0,3,0,0,0,0
392.2,-0.0611078999699441,6.2451171875,0,3,0,0,0,0
392.3,-0.0603283144357491,6.2646484375,0,3,0,0,0,0
392.4,-0.0595485800474344,6.2353515625,0,3,0,0,0,0
392.5,-0.0587686987289188,6.2646484375,0,3,0,0,0,0
392.6,-0.0579886724044803,6.220703125,0,3,0,0,0,0
392.7,-0.0572085029987575,6.2109375,0,3,0,0,0,0
392.8,-0.0564281924367406,6.240234375,0,3,0,0,0,0
392.9,-0.0556477426437681,6.25,0,3,0,0,0,0
393,-0.0548671555455224,6.2548828125,0,3,0,0,0,0
393.1,-0.0540864330680247,6.2646484375,0,3,0,0,0,0
393.2,-0.0533055771376294,6.2060546875,0,3,0,0,0,0
393.3,-0.0525245896810224,6.2353515625,0,3,0,0,0,0
393.4,-0.0517434726252108,6.2646484375,0,3,0,0,0,0
393.5,-0.0509622278975251,6.259765625,0,3,0,0,0,0
393.6,-0.0501808574256071,6.26953125,0,3,0,0,0,0
393.7,-0.0493993631374122,6.2255859375,0,3,0,0,0,0
393.8,-0.0486177469611994,6.2255859375,0,3,0,0,0,0
393.9,-0.0478360108255285,6.2255859375,0,3,0,0,0,0
394,-0.047054156659257,6.2353515625,0,3,0,0,0,0
394.1,-0.0462721863915306,6.2548828125,0,3,0,0,0,0
394.2,-0.0454901019517845,6.2451171875,0,3,0,0,0,0
394.3,-0.0447079052697338,6.240234375,0,3,0,0,0,0
394.4,-0.0439255982753712,6.2060546875,0,3,0,0,0,0
394.5,-0.0431431828989613,6.23046875,0,3,0,0,0,0
394.6,-0.0423606610710364,6.25,0,3,0,0,0,0
394.7,-0.0415780347223908,6.2451171875,0,3,0,0,0,0
394.8,-0.0407953057840786,6.220703125,0,3,0,0,0,0
394.9,-0.0400124761874038,6.23046875,0,3,0,0,0,0
395,-0.0392295478639224,6.220703125,0,3,0,0,0,0
395.1,-0.0384465227454304,6.259765625,0,3,0,0,0,0
395.2,-0.0376634027639659,6.240234375,0,3,0,0,0,0
395.3,-0.0368801898517991,6.2353515625,0,3,0,0,0,0
395.4,-0.03609688594143,6.23046875,0,3,0,0,0,0
395.5,-0.035313492965583,6.2255859375,0,3,0,0,0,0
395.6,-0.0345300128572026,6.26953125,0,3,0,0,0,0
395.7,-0.0337464475494476,6.26953125,0,3,0,0,0,0
395.8,-0.0329627989756888,6.2744140625,0,3,0,0,0,0
395.9,-0.0321790690694993,6.220703125,0,3,0,0,0,0
396,-0.0313952597646566,6.2353515625,0,3,0,0,0,0
396.1,-0.0306113729951305,6.2451171875,0,3,0,0,0,0
396.2,-0.0298274106950849,6.23046875,0,3,0,0,0,0
396.3,-0.0290433747988686,6.2646484375,0,3,0,0,0,0
396.4,-0.028259267241012,6.2353515625,0,3,0,0,0,0
396.5,-0.0274750899562226,6.2255859375,0,3,0,0,0,0
396.6,-0.02669084487938,6.23046875,0,3,0,0,0,0
396.7,-0.0259065339455305,6.279296875,0,3,0,0,0,0
396.8,-0.0251221590898847,6.2548828125,0,3,0,0,0,0
