time,setpoint,vstup,vystup
11.7,0.4,0.54021786217196,0.394997747526651
11.8,0.4,0.544614532659895,0.394896462579785
11.9,0.4,0.548794522166998,0.394815792131708
12,0.4,0.55276095028546,0.394754578935107
12.1,0.4,0.556517308024168,0.394711690186289
12.2,0.4,0.560067423537282,0.39468601896816
12.3,0.4,0.563415429225642,0.394676485526599
12.4,0.4,0.566565730208631,0.394682038387894
12.5,0.4,0.569522974160596,0.394701655324822
12.6,0.4,0.572292022502591,0.394734344178839
12.7,0.4,0.574877922937179,0.39477914354577
12.8,0.4,0.577285883311139,0.394835123332245
12.9,0.4,0.579521246788433,0.394901385189996
13,0.4,0.581589468313291,0.394977062834998
13.1,0.4,0.583496092341217,0.395061322258265
13.2,0.4,0.585246731813687,0.395153361834971
13.3,0.4,0.586847048350599,0.395252412338389
13.4,0.4,0.588302733632931,0.395357736864947
13.5,0.4,0.589619491946695,0.395468630676568
13.6,0.4,0.590803023858026,0.39558442096621
13.7,0.4,0.591859010988227,0.3957044665524
13.8,0.4,0.592793101856622,0.395828157508312
13.9,0.4,0.593610898758413,0.39595491473077
14,0.4,0.594317945644013,0.396084189454364
14.1,0.4,0.594919716965924,0.39621546271565
14.2,0.4,0.595421607458842,0.396348244772233
14.3,0.4,0.595828922818398,0.396482074481309
14.4,0.4,0.596146871243891,0.396616518642072
14.5,0.4,0.596380555810243,0.396751171306175
14.6,0.4,0.596534967634553,0.396885653060251
14.7,0.4,0.596614979802735,0.397019610284309
14.8,0.4,0.596625342021992,0.397152714389625
14.9,0.4,0.596570675965187,0.397284661039572
15,0.4,0.59645547127353,0.397415169356633
15.1,0.4,0.596284082184527,0.39754398111868
15.2,0.4,0.59606072475257,0.397670859947412
15.3,0.4,0.595789474630148,0.39779559049169
15.4,0.4,0.595474265378291,0.397917977608303
15.5,0.4,0.595118887275493,0.398037845542586
15.6,0.4,0.594726986595064,0.398155037111106
15.7,0.4,0.594302065321607,0.398269412888506
15.8,0.4,0.593847481278077,0.398380850400431
15.9,0.4,0.593366448635661,0.398489243324327
16,0.4,0.592862038779529,0.398594500699747
16.1,0.4,0.592337181504371,0.398696546149684
16.2,0.4,0.591794666514438,0.398795317114299
16.3,0.4,0.591237145203705,0.398890764098302
16.4,0.4,0.590667132692592,0.398982849933117
16.5,0.4,0.590087010098635,0.399071549054844
16.6,0.4,0.589499027019277,0.399156846798926
16.7,0.4,0.588905304205907,0.399238738712314
16.8,0.4,0.588307836409118,0.399317229883846
16.9,0.4,0.587708495376019,0.399392334293416
17,0.4,0.587109032981329,0.399464074180466
17.1,0.4,0.58651108447481,0.399532479432218
17.2,0.4,0.585916171828463,0.399597586991988
17.3,0.4,0.585325707167747,0.399659440287845
17.4,0.4,0.584740996271891,0.399718088681815
17.5,0.4,0.58416324212918,0.399773586939745
17.6,0.4,0.583593548533911,0.399825994721896
17.7,0.4,0.583032923712462,0.399875376094253
17.8,0.4,0.582482283966684,0.399921799060505
17.9,0.4,0.581942457323592,0.399965335114579
18,0.4,0.581414187180991,0.400006058813575
18.1,0.4,0.580898135939457,0.400044047370897
18.2,0.4,0.580394888611681,0.400079380269334
