time,setpoint,vstup,vystup
0,0.4,0,0
0.1,0.4,5.26262126008893,0.024452603425854
0.2,0.4,5.16860100717477,0.0487005343694415
0.3,0.4,5.06335440009329,0.0724735553284065
0.4,0.4,4.95055333848313,0.0955545081965183
0.5,0.4,4.83332520719344,0.117921225037306
0.6,0.4,4.71235560529998,0.139560419801612
0.7,0.4,4.58822589549516,0.16046191489121
0.8,0.4,4.46148410678006,0.180618224506899
0.9,0.4,4.33264864674607,0.200024385703427
1,0.4,4.20220899205879,0.218677803038244
1.1,0.4,4.07062629626257,0.236578097546585
1.2,0.4,3.93833402909597,0.253726959798361
1.3,0.4,3.80573864807244,0.270128007148135
1.4,0.4,3.6732202985388,0.285786645285085
1.5,0.4,3.54113353841821,0.300709934171681
1.6,0.4,3.40980808402263,0.314906458441964
1.7,0.4,3.27954957350388,0.328386202313496
1.8,0.4,3.15064034469352,0.341160429051178
1.9,0.4,3.02334022425954,0.353241565006234
2,0.4,2.89788732528241,0.364643088239683
2.1,0.4,2.77449885052343,0.375379421726558
2.2,0.4,2.6533718988251,0.385465831124938
2.3,0.4,2.53468427224553,0.394918327082544
2.4,0.4,2.41859528168701,0.403753572043138
2.5,0.4,2.3052465489326,0.411988791505296
2.6,0.4,2.19476280315346,0.419641689677171
2.7,0.4,2.08725267009406,0.42673036946273
2.8,0.4,1.98280945228206,0.433273256707472
2.9,0.4,1.88151189874413,0.439289028624898
3,0.4,1.78342496283919,0.444796546318891
3.1,0.4,1.68860054694522,0.449814791311739
3.2,0.4,1.59707823285592,0.454362805982654
3.3,0.4,1.50888599685881,0.458459637817405
3.4,0.4,1.42404090857635,0.462124287365965
3.5,0.4,1.34254981275715,0.465375659801869
3.6,0.4,1.26440999330502,0.468232519974348
3.7,0.4,1.18960981892909,0.470713450842039
3.8,0.4,1.11812936988959,0.472836815175363
3.9,0.4,1.0499410454,0.474620720413295
4,0.4,0.985010151328412,0.476082986559347
4.1,0.4,0.923295467917898,0.47724111700099
4.2,0.4,0.864749797318983,0.478112272136574
4.3,0.4,0.809320490795672,0.478713245693882
4.4,0.4,0.756949955531035,0.479060443624928
4.5,0.4,0.707576141018608,0.47916986546228
4.6,0.4,0.661133005082239,0.47905708802319
4.7,0.4,0.617550959619419,0.478737251349027
4.8,0.4,0.576757296211855,0.47822504676894
4.9,0.4,0.538676591792088,0.477534706978357
5,0.4,0.50323109459648,0.476679998024719
5.1,0.4,0.470341090673036,0.475674213094891
5.2,0.4,0.439925251247388,0.474530168000829
5.3,0.4,0.411900961281954,0.47326019826238
5.4,0.4,0.386184629592018,0.471876157688515
5.5,0.4,0.362691980908175,0.470389418360804
5.6,0.4,0.341338330297673,0.46881087192557
5.7,0.4,0.32203884037748,0.467150932103848
5.8,0.4,0.304708761769705,0.465419538331035
5.9,0.4,0.289263657265472,0.463626160440923
6,0.4,0.275619610176358,0.461779804311708
6.1,0.4,0.263693417363517,0.459889018394389
6.2,0.4,0.253402767443459,0.457961901046967
6.3,0.4,0.244666404676332,0.456006108600709
6.4,0.4,0.23740427904774,0.454028864087734
6.5,0.4,0.231537683058403,0.452036966562071
6.6,0.4,0.226989375737738,0.450036800949268
6.7,0.4,0.223683694397707,0.448034348362535
6.8,0.4,0.221546654642006,0.446035196826269
6.9,0.4,0.220506039143231,0.444044552350664
7,0.4,0.220491475696889,0.4420672503039
7.1,0.4,0.221434505056245,0.440107767031184
7.2,0.4,0.22326863904613,0.438170231672614
7.3,0.4,0.22592940944693,0.436258438134529
7.4,0.4,0.229354408132228,0.434375857171596
7.5,0.4,0.233483318935094,0.432525648539443
7.6,0.4,0.238257941708684,0.430710673180151
7.7,0.4,0.243622209036956,0.428933505405331
7.8,0.4,0.249522196040817,0.427196445043871
7.9,0.4,0.255906123714046,0.425501529523758
8,0.4,0.26272435621185,0.423850545859559
8.1,0.4,0.269929392503176,0.422245042519333
8.2,0.4,0.27747585278568,0.42068634114682
8.3,0.4,0.28532046004988,0.419175548116726
8.4,0.4,0.293422017166378,0.417713565902911
8.5,0.4,0.301741379857211,0.41630110424109
8.6,0.4,0.31024142589948,0.41493869106948
8.7,0.4,0.318887020896373,0.413626683232512
8.8,0.4,0.327644980937656,0.412365276934375
8.9,0.4,0.336484032458639,0.411154517930728
9,0.4,0.345374769593602,0.40999431144837
9.1,0.4,0.354289609306705,0.40888443182414
9.2,0.4,0.363202744570562,0.407824531855596
9.3,0.4,0.372090095849872,0.406814151857349
9.4,0.4,0.380929261134988,0.405852728418121
9.5,0.4,0.389699464757838,0.404939602854734
9.6,0.4,0.398381505210412,0.404074029360307
9.7,0.4,0.40695770217406,0.403255182844976
9.8,0.4,0.415411842956048,0.402482166468372
9.9,0.4,0.423729128518348,0.40175401886398
10,0.4,0.431896119272381,0.401069721056362
10.1,0.4,0.43990068080245,0.40042820307295
10.2,0.4,0.447731929669974,0.39982835025287
10.3,0.4,0.455380179440224,0.399269009255881
10.4,0.4,0.462836887063198,0.398748993775165
10.5,0.4,0.47009459973056,0.398267089958198
10.6,0.4,0.477146902321077,0.397822061540507
10.7,0.4,0.483988365537951,0.397412654697533
10.8,0.4,0.490614494832599,0.397037602620241
10.9,0.4,0.497021680201036,0.396695629820518
11,0.4,0.50320714693087,0.396385456172698
11.1,0.4,0.509168907369134,0.396105800697869
11.2,0.4,0.514905713773724,0.395855385097847
11.3,0.4,0.520417012304084,0.395632937045959
11.4,0.4,0.525702898199963,0.395437193241923
11.5,0.4,0.530764072190591,0.395266902238275
11.6,0.4,0.535601798170447,0.395120827045949
