t,r_l,r_g,r_gf,y,y_pb,u,u_g,u_l,u_pb,active_g,Ki_l,Kp_l,vent
28.945,0,6.3412,4.874817,3.498987,0,0,-1.193816,0,0,1,1.48,2.77,6
29.046,0,6.3412,4.88564,3.496455,0,0,-1.044088,0,0,1,1.48,2.77,6
29.146,0,6.3412,4.896394,3.4932,0,0,-0.8908091,0,0,1,1.48,2.77,6
29.245,0,6.3412,4.907077,3.488498,0,0,-0.7310438,0,0,1,1.48,2.77,6
29.346,0,6.3412,4.917692,3.495732,0,0,-0.6182189,0,0,1,1.48,2.77,6
29.446,0,6.3412,4.928238,3.497179,0,0,-0.482286,0,0,1,1.48,2.77,6
29.546,0,6.3412,4.938715,3.4932,0,0,-0.3242869,0,0,1,1.48,2.77,6
29.646,0,6.3412,4.949124,3.494647,0,0,-0.1872535,0,0,1,1.48,2.77,6
29.746,0,6.3412,4.959466,3.491753,0,0,-0.03250074,0,0,1,1.48,2.77,6
29.846,0,6.3412,4.969739,3.49537,0,0.09686518,0.09686518,0,0,1,1.48,2.77,6
29.946,0,6.3412,4.979945,3.491392,0,0.2568107,0.2568107,0,0,1,1.48,2.77,6
30.046,0,6.3412,4.990085,3.489222,0,0.4102478,0.4102478,0,0,1,1.48,2.77,6
30.146,0,6.3412,5.000157,3.492838,0,0.5411296,0.5411296,0,0,1,1.48,2.77,6
30.246,0,6.3412,5.010163,3.489945,0,0.6982417,0.6982417,0,0,1,1.48,2.77,6
30.346,0,6.3412,5.020103,3.496455,0,0.8183756,0.8183756,0,0,1,1.48,2.77,6
30.445,0,6.3412,5.029978,3.499349,0,0.9529543,0.9529543,0,0,1,1.48,2.77,6
30.546,0,6.3412,5.039787,3.489583,0,1.138399,1.138399,0,0,1,1.48,2.77,6
30.645,0,6.3412,5.049531,3.499349,0,1.246825,1.246825,0,0,1,1.48,2.77,6
30.745,0,6.3412,5.05921,3.504051,0,1.375247,1.375247,0,0,1,1.48,2.77,6
30.846,0,6.3412,5.068825,3.51671,0,1.471932,1.471932,0,0,1,1.48,2.77,6
30.946,0,6.3412,5.078376,3.522497,0,1.595634,1.595634,0,0,1,1.48,2.77,6
31.045,0,6.3412,5.087863,3.526476,0,1.72658,1.72658,0,0,1,1.48,2.77,6
31.146,0,6.3412,5.097287,3.530454,0,1.857658,1.857658,0,0,1,1.48,2.77,6
31.246,0,6.3412,5.106647,3.534795,0,1.987416,1.987416,0,0,1,1.48,2.77,6
31.345,0,6.3412,5.115944,3.555049,0,2.053617,2.053617,0,0,1,1.48,2.77,6
31.446,0,6.3412,5.125179,3.540581,0,2.257689,2.257689,0,0,1,1.48,2.77,6
31.545,0,6.3412,5.134352,3.548539,0,2.373474,2.373474,0,0,1,1.48,2.77,6
31.645,0,6.3412,5.143464,3.566985,0,2.447142,2.447142,0,0,1,1.48,2.77,6
31.746,0,6.3412,5.152514,3.581452,0,2.535825,2.535825,0,0,1,1.48,2.77,6
31.846,0,6.3412,5.161501,3.595558,0,2.625327,2.625327,0,0,1,1.48,2.77,6
31.946,0,6.3412,5.170429,3.605324,0,2.73159,2.73159,0,0,1,1.48,2.77,6
32.046,0,6.3412,5.179296,3.614005,0,2.841892,2.841892,0,0,1,1.48,2.77,6
32.146,0,6.3412,5.188102,3.631366,0,2.917244,2.917244,0,0,1,1.48,2.77,6
32.245,0,6.3412,5.196849,3.649088,0,2.990314,2.990314,0,0,1,1.48,2.77,6
32.346,0,6.3412,5.205536,3.645472,0,3.147872,3.147872,0,0,1,1.48,2.77,6
32.446,0,6.3412,5.214164,3.673683,0,3.178741,3.178741,0,0,1,1.48,2.77,6
32.546,0,6.3412,5.222733,3.689236,0,3.258638,3.258638,0,0,1,1.48,2.77,6
32.646,0,6.3412,5.231243,3.703704,0,3.342154,3.342154,0,0,1,1.48,2.77,6
32.746,0,6.3412,5.239695,3.71998,0,3.417783,3.417783,0,0,1,1.48,2.77,6
32.845,0,6.3412,5.248088,3.749638,0,3.439104,3.439104,0,0,1,1.48,2.77,6
32.946,0,6.3412,5.256424,3.761574,0,3.529597,3.529597,0,0,1,1.48,2.77,6
33.046,0,6.3412,5.264703,3.794488,0,3.535697,3.535697,0,0,1,1.48,2.77,6
33.146,0,6.3412,5.272925,3.823423,0,3.555758,3.555758,0,0,1,1.48,2.77,6
33.245,0,6.3412,5.281089,3.837891,0,3.63201,3.63201,0,0,1,1.48,2.77,6
33.346,0,6.3412,5.289197,3.874421,0,3.619344,3.619344,0,0,1,1.48,2.77,6
33.445,0,6.3412,5.297249,3.891059,0,3.684032,3.684032,0,0,1,1.48,2.77,6
33.545,0,6.3412,5.305245,3.906612,0,3.752241,3.752241,0,0,1,1.48,2.77,6
33.646,0,6.3412,5.313186,3.930845,0,3.784974,3.784974,0,0,1,1.48,2.77,6
33.746,0,6.3412,5.321072,3.955078,0,3.816349,3.816349,0,0,1,1.48,2.77,6
33.846,0,6.3412,5.328902,3.981843,0,3.836231,3.836231,0,0,1,1.48,2.77,6
33.946,0,6.3412,5.336679,4.004991,0,3.869038,3.869038,0,0,1,1.48,2.77,6
34.046,0,6.3412,5.3444,4.027778,0,3.901995,3.901995,0,0,1,1.48,2.77,6
34.146,0,6.3412,5.352068,4.050202,0,3.935132,3.935132,0,0,1,1.48,2.77,6
34.246,0,6.3412,5.359682,4.083478,0,3.923617,3.923617,0,0,1,1.48,2.77,6
34.345,0,6.3412,5.367242,4.109881,0,3.937579,3.937579,0,0,1,1.48,2.77,6
34.446,0,6.3412,5.37475,4.147859,0,3.903714,3.903714,0,0,1,1.48,2.77,6
34.546,0,6.3412,5.382205,4.162688,0,3.960099,3.960099,0,0,1,1.48,2.77,6
34.646,0,6.3412,5.389607,4.191623,0,3.959334,3.959334,0,0,1,1.48,2.77,6
34.746,0,6.3412,5.396957,4.208622,0,4.004597,4.004597,0,0,1,1.48,2.77,6
34.845,0,6.3412,5.404256,4.236111,0,4.00702,4.00702,0,0,1,1.48,2.77,6
34.946,0,6.3412,5.411502,4.267578,0,3.991908,3.991908,0,0,1,1.48,2.77,6
35.046,0,6.3412,5.418698,4.299045,0,3.974897,3.974897,0,0,1,1.48,2.77,6
35.145,0,6.3412,5.425843,4.330151,0,3.95743,3.95743,0,0,1,1.48,2.77,6
35.246,0,6.3412,5.432937,4.355469,0,3.961232,3.961232,0,0,1,1.48,2.77,6
35.346,0,6.3412,5.439981,4.387659,0,3.936069,3.936069,0,0,1,1.48,2.77,6
35.446,0,6.3412,5.446974,4.422019,0,3.900263,3.900263,0,0,1,1.48,2.77,6
35.546,0,6.3412,5.453918,4.434317,0,3.950594,3.950594,0,0,1,1.48,2.77,6
35.646,0,6.3412,5.460812,4.480975,0,3.862912,3.862912,0,0,1,1.48,2.77,6
35.745,0,6.3412,5.467658,4.495443,0,3.901011,3.901011,0,0,1,1.48,2.77,6
35.846,0,6.3412,5.474453,4.51425,0,3.921021,3.921021,0,0,1,1.48,2.77,6
35.946,0,6.3412,5.481202,4.551505,0,3.86621,3.86621,0,0,1,1.48,2.77,6
36.046,0,6.3412,5.487902,4.56344,0,3.910346,3.910346,0,0,1,1.48,2.77,6
36.146,0,6.3412,5.494553,4.593822,0,3.880136,3.880136,0,0,1,1.48,2.77,6
36.246,0,6.3412,5.501157,4.617332,0,3.875565,3.875565,0,0,1,1.48,2.77,6
36.345,0,6.3412,5.507713,4.635778,0,3.889872,3.889872,0,0,1,1.48,2.77,6
36.446,0,6.3412,5.514223,4.65965,0,3.88146,3.88146,0,0,1,1.48,2.77,6
36.546,0,6.3412,5.520685,4.692564,0,3.835474,3.835474,0,0,1,1.48,2.77,6
36.646,0,6.3412,5.527102,4.725477,0,3.787453,3.787453,0,0,1,1.48,2.77,6
36.746,0,6.3412,5.533471,4.73886,0,3.815516,3.815516,0,0,1,1.48,2.77,6
36.846,0,6.3412,5.539795,4.758391,0,3.818309,3.818309,0,0,1,1.48,2.77,6
36.945,0,6.3412,5.546073,4.781901,0,3.804079,3.804079,0,0,1,1.48,2.77,6
37.046,0,6.3412,5.552305,4.807581,0,3.77978,3.77978,0,0,1,1.48,2.77,6
37.146,0,6.3412,5.558492,4.82675,0,3.779981,3.779981,0,0,1,1.48,2.77,6
37.246,0,6.3412,5.564635,4.846282,0,3.777649,3.777649,0,0,1,1.48,2.77,6
37.346,0,6.3412,5.570733,4.874855,0,3.738032,3.738032,0,0,1,1.48,2.77,6
37.446,0,6.3412,5.576787,4.90379,0,3.695216,3.695216,0,0,1,1.48,2.77,6
37.546,0,6.3412,5.582796,4.911747,0,3.734536,3.734536,0,0,1,1.48,2.77,6
37.646,0,6.3412,5.588762,4.943576,0,3.678059,3.678059,0,0,1,1.48,2.77,6
37.746,0,6.3412,5.594684,4.977937,0,3.609468,3.609468,0,0,1,1.48,2.77,6
37.845,0,6.3412,5.600563,5.001808,0,3.58067,3.58067,0,0,1,1.48,2.77,6
37.946,0,6.3412,5.6064,5.011936,0,3.605418,3.605418,0,0,1,1.48,2.77,6
38.046,0,6.3412,5.612193,5.03002,0,3.597865,3.597865,0,0,1,1.48,2.77,6
38.146,0,6.3412,5.617944,5.06004,0,3.541543,3.541543,0,0,1,1.48,2.77,6
38.245,0,6.3412,5.623653,5.073785,0,3.548455,3.548455,0,0,1,1.48,2.77,6
38.346,0,6.3412,5.629321,5.091146,0,3.540172,3.540172,0,0,1,1.48,2.77,6
38.446,0,6.3412,5.634946,5.105975,0,3.541028,3.541028,0,0,1,1.48,2.77,6
38.545,0,6.3412,5.64053,5.108507,0,3.590266,3.590266,0,0,1,1.48,2.77,6
38.646,0,6.3412,5.646073,5.131655,0,3.557086,3.557086,0,0,1,1.48,2.77,6
38.746,0,6.3412,5.651576,5.169271,0,3.464643,3.464643,0,0,1,1.48,2.77,6
38.845,0,6.3412,5.657038,5.180121,0,3.476849,3.476849,0,0,1,1.48,2.77,6
38.946,0,6.3412,5.662459,5.194951,0,3.472603,3.472603,0,0,1,1.48,2.77,6
39.046,0,6.3412,5.667841,5.210865,0,3.463197,3.463197,0,0,1,1.48,2.77,6
39.146,0,6.3412,5.673183,5.217014,0,3.491959,3.491959,0,0,1,1.48,2.77,6
39.246,0,6.3412,5.678485,5.234736,0,3.474208,3.474208,0,0,1,1.48,2.77,6
39.346,0,6.3412,5.683748,5.25246,0,3.455431,3.455431,0,0,1,1.48,2.77,6
39.446,0,6.3412,5.688972,5.270905,0,3.432733,3.432733,0,0,1,1.48,2.77,6
39.545,0,6.3412,5.694158,5.287543,0,3.416189,3.416189,0,0,1,1.48,2.77,6
39.646,0,6.3412,5.699305,5.296224,0,3.430518,3.430518,0,0,1,1.48,2.77,6
39.745,0,6.3412,5.704413,5.317202,0,3.395255,3.395255,0,0,1,1.48,2.77,6
39.846,0,6.3412,5.709484,5.333116,0,3.378987,3.378987,0,0,1,1.48,2.77,6
39.946,0,6.3412,5.714517,5.337457,0,3.408102,3.408102,0,0,1,1.48,2.77,6
40.046,0,6.3412,5.719513,5.355903,0,3.380696,3.380696,0,0,1,1.48,2.77,6
40.146,0,6.3412,5.724471,5.368562,0,3.375345,3.375345,0,0,1,1.48,2.77,6
40.246,0,6.3412,5.729393,5.374711,0,3.395349,3.395349,0,0,1,1.48,2.77,6
40.346,0,6.3412,5.734277,5.387008,0,3.390525,3.390525,0,0,1,1.48,2.77,6
40.445,0,6.3412,5.739125,5.39605,0,3.398057,3.398057,0,0,1,1.48,2.77,6
40.546,0,6.3412,5.743937,5.398221,0,3.432639,3.432639,0,0,1,1.48,2.77,6
40.646,0,6.3412,5.748713,5.404369,0,3.451346,3.451346,0,0,1,1.48,2.77,6
40.745,0,6.3412,5.753453,5.425347,0,3.410499,3.410499,0,0,1,1.48,2.77,6
40.846,0,6.3412,5.758157,5.435113,0,3.413221,3.413221,0,0,1,1.48,2.77,6
40.946,0,6.3412,5.762826,5.450304,0,3.393749,3.393749,0,0,1,1.48,2.77,6
41.046,0,6.3412,5.76746,5.455729,0,3.412459,3.412459,0,0,1,1.48,2.77,6
41.146,0,6.3412,5.772059,5.457899,0,3.443995,3.443995,0,0,1,1.48,2.77,6
41.246,0,6.3412,5.776623,5.470558,0,3.433607,3.433607,0,0,1,1.48,2.77,6
41.346,0,6.3412,5.781153,5.473814,0,3.46013,3.46013,0,0,1,1.48,2.77,6
41.446,0,6.3412,5.785649,5.476346,0,3.4895,3.4895,0,0,1,1.48,2.77,6
41.546,0,6.3412,5.790112,5.504196,0,3.417599,3.417599,0,0,1,1.48,2.77,6
41.646,0,6.3412,5.794539,5.520833,0,3.388776,3.388776,0,0,1,1.48,2.77,6
41.746,0,6.3412,5.798935,5.520833,0,3.425517,3.425517,0,0,1,1.48,2.77,6
41.846,0,6.3412,5.803297,5.529875,0,3.426262,3.426262,0,0,1,1.48,2.77,6
41.946,0,6.3412,5.807625,5.537471,0,3.432332,3.432332,0,0,1,1.48,2.77,6
42.046,0,6.3412,5.811921,5.544343,0,3.440938,3.440938,0,0,1,1.48,2.77,6
42.145,0,6.3412,5.816184,5.545428,0,3.47238,3.47238,0,0,1,1.48,2.77,6
42.246,0,6.3412,5.820415,5.558811,0,3.454727,3.454727,0,0,1,1.48,2.77,6
42.345,0,6.3412,5.824614,5.559172,0,3.488388,3.488388,0,0,1,1.48,2.77,6
42.446,0,6.3412,5.82878,5.568576,0,3.486019,3.486019,0,0,1,1.48,2.77,6
42.546,0,6.3412,5.832915,5.580512,0,3.473031,3.473031,0,0,1,1.48,2.77,6
42.646,0,6.3412,5.837019,5.59498,0,3.449245,3.449245,0,0,1,1.48,2.77,6
42.746,0,6.3412,5.841093,5.594256,0,3.485373,3.485373,0,0,1,1.48,2.77,6
42.846,0,6.3412,5.845134,5.596788,0,3.508693,3.508693,0,0,1,1.48,2.77,6
42.946,0,6.3412,5.849145,5.611618,0,3.482801,3.482801,0,0,1,1.48,2.77,6
43.046,0,6.3412,5.853125,5.60366,0,3.547179,3.547179,0,0,1,1.48,2.77,6
43.146,0,6.3412,5.857074,5.624638,0,3.496526,3.496526,0,0,1,1.48,2.77,6
43.246,0,6.3412,5.860994,5.633319,0,3.493753,3.493753,0,0,1,1.48,2.77,6
43.346,0,6.3412,5.864884,5.628978,0,3.542611,3.542611,0,0,1,1.48,2.77,6
43.446,0,6.3412,5.868744,5.640914,0,3.52682,3.52682,0,0,1,1.48,2.77,6
43.546,0,6.3412,5.872574,5.643808,0,3.546514,3.546514,0,0,1,1.48,2.77,6
43.646,0,6.3412,5.876374,5.661892,0,3.505391,3.505391,0,0,1,1.48,2.77,6
43.746,0,6.3412,5.880147,5.660807,0,3.539835,3.539835,0,0,1,1.48,2.77,6
43.846,0,6.3412,5.883889,5.645616,0,3.630924,3.630924,0,0,1,1.48,2.77,6
43.946,0,6.3412,5.887603,5.651042,0,3.640756,3.640756,0,0,1,1.48,2.77,6
44.046,0,6.3412,5.891288,5.669488,0,3.598271,3.598271,0,0,1,1.48,2.77,6
44.146,0,6.3412,5.894946,5.672019,0,3.6183,3.6183,0,0,1,1.48,2.77,6
44.246,0,6.3412,5.898575,5.681062,0,3.612253,3.612253,0,0,1,1.48,2.77,6
44.346,0,6.3412,5.902176,5.6807,0,3.643329,3.643329,0,0,1,1.48,2.77,6
44.446,0,6.3412,5.905749,5.695168,0,3.615255,3.615255,0,0,1,1.48,2.77,6
44.545,0,6.3412,5.909294,5.695529,0,3.64273,3.64273,0,0,1,1.48,2.77,6
44.646,0,6.3412,5.912812,5.695529,0,3.671765,3.671765,0,0,1,1.48,2.77,6
44.746,0,6.3412,5.916304,5.713252,0,3.63005,3.63005,0,0,1,1.48,2.77,6
44.846,0,6.3412,5.919768,5.716146,0,3.646547,3.646547,0,0,1,1.48,2.77,6
44.946,0,6.3412,5.923205,5.713975,0,3.683231,3.683231,0,0,1,1.48,2.77,6
45.046,0,6.3412,5.926616,5.731337,0,3.642076,3.642076,0,0,1,1.48,2.77,6
45.146,0,6.3412,5.93,5.738209,0,3.641793,3.641793,0,0,1,1.48,2.77,6
45.246,0,6.3412,5.933359,5.737485,0,3.671546,3.671546,0,0,1,1.48,2.77,6
45.346,0,6.3412,5.93669,5.733145,0,3.715944,3.715944,0,0,1,1.48,2.77,6
45.446,0,6.3412,5.939997,5.750868,0,3.672528,3.672528,0,0,1,1.48,2.77,6
45.546,0,6.3412,5.943277,5.765697,0,3.639572,3.639572,0,0,1,1.48,2.77,6
45.646,0,6.3412,5.946532,5.764612,0,3.669362,3.669362,0,0,1,1.48,2.77,6
45.746,0,6.3412,5.949762,5.771484,0,3.667528,3.667528,0,0,1,1.48,2.77,6
45.846,0,6.3412,5.952967,5.775101,0,3.678357,3.678357,0,0,1,1.48,2.77,6
45.946,0,6.3412,5.956147,5.77908,0,3.687613,3.687613,0,0,1,1.48,2.77,6
46.045,0,6.3412,5.959301,5.7921,0,3.660545,3.660545,0,0,1,1.48,2.77,6
46.146,0,6.3412,5.962432,5.780165,0,3.732514,3.732514,0,0,1,1.48,2.77,6
46.246,0,6.3412,5.965538,5.792462,0,3.708506,3.708506,0,0,1,1.48,2.77,6
46.346,0,6.3412,5.96862,5.786675,0,3.756096,3.756096,0,0,1,1.48,2.77,6
46.446,0,6.3412,5.971678,5.788122,0,3.775277,3.775277,0,0,1,1.48,2.77,6
46.546,0,6.3412,5.974711,5.801505,0,3.746729,3.746729,0,0,1,1.48,2.77,6
46.646,0,6.3412,5.977721,5.822121,0,3.68843,3.68843,0,0,1,1.48,2.77,6
46.746,0,6.3412,5.980708,5.832972,0,3.667865,3.667865,0,0,1,1.48,2.77,6
46.846,0,6.3412,5.983671,5.824291,0,3.724783,3.724783,0,0,1,1.48,2.77,6
46.946,0,6.3412,5.986611,5.826823,0,3.737572,3.737572,0,0,1,1.48,2.77,6
47.045,0,6.3412,5.989528,5.835142,0,3.727149,3.727149,0,0,1,1.48,2.77,6
47.146,0,6.3412,5.992422,5.852141,0,3.681533,3.681533,0,0,1,1.48,2.77,6
47.246,0,6.3412,5.995293,5.844184,0,3.734665,3.734665,0,0,1,1.48,2.77,6
47.346,0,6.3412,5.998141,5.855758,0,3.71034,3.71034,0,0,1,1.48,2.77,6
47.446,0,6.3412,6.000968,5.856843,0,3.727274,3.727274,0,0,1,1.48,2.77,6
47.546,0,6.3412,6.003772,5.857928,0,3.744237,3.744237,0,0,1,1.48,2.77,6
47.645,0,6.3412,6.006554,5.858652,0,3.76268,3.76268,0,0,1,1.48,2.77,6
47.746,0,6.3412,6.009314,5.876013,0,3.71463,3.71463,0,0,1,1.48,2.77,6
47.846,0,6.3412,6.012053,5.881076,0,3.714661,3.714661,0,0,1,1.48,2.77,6
47.945,0,6.3412,6.014769,5.88397,0,3.723122,3.723122,0,0,1,1.48,2.77,6
48.046,0,6.3412,6.017465,5.89048,0,3.717019,3.717019,0,0,1,1.48,2.77,6
48.145,0,6.3412,6.020138,5.900608,0,3.696093,3.696093,0,0,1,1.48,2.77,6
48.246,0,6.3412,6.022791,5.899884,0,3.717965,3.717965,0,0,1,1.48,2.77,6
48.345,0,6.3412,6.025424,5.911458,0,3.690803,3.690803,0,0,1,1.48,2.77,6
48.446,0,6.3412,6.028035,5.917245,0,3.686075,3.686075,0,0,1,1.48,2.77,6
48.546,0,6.3412,6.030625,5.917607,0,3.702745,3.702745,0,0,1,1.48,2.77,6
48.645,0,6.3412,6.033195,5.925564,0,3.689107,3.689107,0,0,1,1.48,2.77,6
48.746,0,6.3412,6.035745,5.932075,0,3.680801,3.680801,0,0,1,1.48,2.77,6
48.846,0,6.3412,6.038274,5.928458,0,3.712642,3.712642,0,0,1,1.48,2.77,6
48.945,0,6.3412,6.040784,5.932075,0,3.715902,3.715902,0,0,1,1.48,2.77,6
49.045,0,6.3412,6.043274,5.940755,0,3.698749,3.698749,0,0,1,1.48,2.77,6
49.146,0,6.3412,6.045744,5.953053,0,3.666615,3.666615,0,0,1,1.48,2.77,6
49.246,0,6.3412,6.048194,5.953053,0,3.682903,3.682903,0,0,1,1.48,2.77,6
49.346,0,6.3412,6.050625,5.955585,0,3.689158,3.689158,0,0,1,1.48,2.77,6
49.446,0,6.3412,6.053036,5.950159,0,3.727159,3.727159,0,0,1,1.48,2.77,6
49.545,0,6.3412,6.055429,5.945819,0,3.761292,3.761292,0,0,1,1.48,2.77,6
49.646,0,6.3412,6.057802,5.959563,0,3.723482,3.723482,0,0,1,1.48,2.77,6
49.746,0,6.3412,6.060156,5.96101,0,3.733988,3.733988,0,0,1,1.48,2.77,6
49.846,0,6.3412,6.062492,5.963903,0,3.738695,3.738695,0,0,1,1.48,2.77,6
49.946,0,6.3412,6.064809,5.964627,0,3.751971,3.751971,0,0,1,1.48,2.77,6
50.046,0,6.3412,6.067107,5.983796,0,3.691499,3.691499,0,0,1,1.48,2.77,6
50.146,0,6.3412,6.069388,5.983073,0,3.709347,3.709347,0,0,1,1.48,2.77,6
50.246,0,6.3412,6.07165,5.974754,0,3.757712,3.757712,0,0,1,1.48,2.77,6
50.346,0,6.3412,6.073894,5.971137,0,3.78794,3.78794,0,0,1,1.48,2.77,6
50.446,0,6.3412,6.07612,5.982711,0,3.757739,3.757739,0,0,1,1.48,2.77,6
50.546,0,6.3412,6.078328,5.993562,0,3.729709,3.729709,0,0,1,1.48,2.77,6
50.646,0,6.3412,6.080519,5.994285,0,3.741512,3.741512,0,0,1,1.48,2.77,6
50.746,0,6.3412,6.082692,5.995732,0,3.750453,3.750453,0,0,1,1.48,2.77,6
50.846,0,6.3412,6.084847,5.988498,0,3.794097,3.794097,0,0,1,1.48,2.77,6
50.946,0,6.3412,6.086986,5.993924,0,3.787694,3.787694,0,0,1,1.48,2.77,6
51.046,0,6.3412,6.089108,6.005136,0,3.757845,3.757845,0,0,1,1.48,2.77,6
51.146,0,6.3412,6.091212,6.017072,0,3.724398,3.724398,0,0,1,1.48,2.77,6
51.246,0,6.3412,6.093299,6.006583,0,3.779894,3.779894,0,0,1,1.48,2.77,6
51.346,0,6.3412,6.09537,6.010561,0,3.778333,3.778333,0,0,1,1.48,2.77,6
51.445,0,6.3412,6.097424,6.021412,0,3.749083,3.749083,0,0,1,1.48,2.77,6
51.545,0,6.3412,6.099462,6.020327,0,3.766893,3.766893,0,0,1,1.48,2.77,6
51.646,0,6.3412,6.101482,6.022135,0,3.773283,3.773283,0,0,1,1.48,2.77,6
51.745,0,6.3412,6.103487,6.026114,0,3.770943,3.770943,0,0,1,1.48,2.77,6
51.846,0,6.3412,6.105476,6.034794,0,3.749591,3.749591,0,0,1,1.48,2.77,6
51.946,0,6.3412,6.107449,6.03588,0,3.758088,3.758088,0,0,1,1.48,2.77,6
52.046,0,6.3412,6.109406,6.035518,0,3.772373,3.772373,0,0,1,1.48,2.77,6
52.146,0,6.3412,6.111346,6.034794,0,3.788202,3.788202,0,0,1,1.48,2.77,6
52.246,0,6.3412,6.113272,6.036241,0,3.795477,3.795477,0,0,1,1.48,2.77,6
52.345,0,6.3412,6.115182,6.037688,0,3.802722,3.802722,0,0,1,1.48,2.77,6
52.446,0,6.3412,6.117076,6.048177,0,3.773768,3.773768,0,0,1,1.48,2.77,6
52.546,0,6.3412,6.118956,6.04456,0,3.800575,3.800575,0,0,1,1.48,2.77,6
52.646,0,6.3412,6.12082,6.046007,0,3.807452,3.807452,0,0,1,1.48,2.77,6
52.746,0,6.3412,6.122668,6.051071,0,3.799828,3.799828,0,0,1,1.48,2.77,6
52.846,0,6.3412,6.124503,6.065538,0,3.754308,3.754308,0,0,1,1.48,2.77,6
52.946,0,6.3412,6.126322,6.080006,0,3.707841,3.707841,0,0,1,1.48,2.77,6
53.046,0,6.3412,6.128127,6.082538,0,3.708174,3.708174,0,0,1,1.48,2.77,6
53.146,0,6.3412,6.129917,6.063006,0,3.796651,3.796651,0,0,1,1.48,2.77,6
53.246,0,6.3412,6.131692,6.062644,0,3.809885,3.809885,0,0,1,1.48,2.77,6
53.346,0,6.3412,6.133453,6.080368,0,3.75087,3.75087,0,0,1,1.48,2.77,6
53.446,0,6.3412,6.1352,6.086878,0,3.735532,3.735532,0,0,1,1.48,2.77,6
53.546,0,6.3412,6.136933,6.086878,0,3.745846,3.745846,0,0,1,1.48,2.77,6
53.646,0,6.3412,6.138651,6.089048,0,3.747543,3.747543,0,0,1,1.48,2.77,6
53.746,0,6.3412,6.140357,6.097005,0,3.726008,3.726008,0,0,1,1.48,2.77,6
53.846,0,6.3412,6.142047,6.098452,0,3.730016,3.730016,0,0,1,1.48,2.77,6
53.946,0,6.3412,6.143724,6.08941,0,3.775946,3.775946,0,0,1,1.48,2.77,6
54.046,0,6.3412,6.145388,6.116175,0,3.679342,3.679342,0,0,1,1.48,2.77,6
54.146,0,6.3412,6.147037,6.110026,0,3.712579,3.712579,0,0,1,1.48,2.77,6
54.246,0,6.3412,6.148674,6.119792,0,3.682653,3.682653,0,0,1,1.48,2.77,6
54.346,0,6.3412,6.150297,6.111111,0,3.725889,3.725889,0,0,1,1.48,2.77,6
54.446,0,6.3412,6.151906,6.106047,0,3.755327,3.755327,0,0,1,1.48,2.77,6
54.546,0,6.3412,6.153503,6.112196,0,3.74033,3.74033,0,0,1,1.48,2.77,6
54.646,0,6.3412,6.155087,6.116536,0,3.732195,3.732195,0,0,1,1.48,2.77,6
54.746,0,6.3412,6.156658,6.104962,0,3.787474,3.787474,0,0,1,1.48,2.77,6
54.846,0,6.3412,6.158216,6.101346,0,3.811793,3.811793,0,0,1,1.48,2.77,6
54.945,0,6.3412,6.159762,6.107132,0,3.798808,3.798808,0,0,1,1.48,2.77,6
55.045,0,6.3412,6.161294,6.121962,0,3.749305,3.749305,0,0,1,1.48,2.77,6
55.146,0,6.3412,6.162815,6.115813,0,3.782735,3.782735,0,0,1,1.48,2.77,6
55.246,0,6.3412,6.164323,6.117983,0,3.783376,3.783376,0,0,1,1.48,2.77,6
55.346,0,6.3412,6.165818,6.132813,0,3.733284,3.733284,0,0,1,1.48,2.77,6
55.446,0,6.3412,6.167302,6.133174,0,3.740083,3.740083,0,0,1,1.48,2.77,6
55.546,0,6.3412,6.168772,6.113643,0,3.826479,3.826479,0,0,1,1.48,2.77,6
55.646,0,6.3412,6.170232,6.116175,0,3.826048,3.826048,0,0,1,1.48,2.77,6
55.746,0,6.3412,6.171679,6.126664,0,3.793665,3.793665,0,0,1,1.48,2.77,6
55.846,0,6.3412,6.173114,6.142216,0,3.740347,3.740347,0,0,1,1.48,2.77,6
55.946,0,6.3412,6.174539,6.134259,0,3.780035,3.780035,0,0,1,1.48,2.77,6
56.046,0,6.3412,6.17595,6.149812,0,3.72629,3.72629,0,0,1,1.48,2.77,6
56.145,0,6.3412,6.177351,6.144748,0,3.753976,3.753976,0,0,1,1.48,2.77,6
56.246,0,6.3412,6.17874,6.144386,0,3.763262,3.763262,0,0,1,1.48,2.77,6
56.346,0,6.3412,6.180117,6.154875,0,3.729221,3.729221,0,0,1,1.48,2.77,6
56.446,0,6.3412,6.181483,6.160663,0,3.713301,3.713301,0,0,1,1.48,2.77,6
56.546,0,6.3412,6.182838,6.154152,0,3.746222,3.746222,0,0,1,1.48,2.77,6
56.645,0,6.3412,6.184182,6.161024,0,3.726118,3.726118,0,0,1,1.48,2.77,6
56.746,0,6.3412,6.185515,6.157046,0,3.748984,3.748984,0,0,1,1.48,2.77,6
56.845,0,6.3412,6.186837,6.164279,0,3.727331,3.727331,0,0,1,1.48,2.77,6
56.946,0,6.3412,6.188148,6.157769,0,3.760194,3.760194,0,0,1,1.48,2.77,6
57.046,0,6.3412,6.189448,6.157046,0,3.770414,3.770414,0,0,1,1.48,2.77,6
57.146,0,6.3412,6.190738,6.159939,0,3.766267,3.766267,0,0,1,1.48,2.77,6
57.246,0,6.3412,6.192017,6.175492,0,3.711329,3.711329,0,0,1,1.48,2.77,6
