0,4.1092,4.4191
1,4.8773,4.9031
2,5.6917,5.4958
3,6.5099,6.1073
4,7.2624,6.7089
5,7.8877,7.2313
6,8.3241,7.6351
7,8.5152,7.8301
8,8.5394,7.8683
9,8.5585,7.8961
10,8.5601,7.9107
