time,y13_data,y23_data,y16_data,y26_data,y19_data,y29_data,y3n_model,y3f_model,y6n_model,y6f_model,y9n_model,y9f_model
24.1,0.646623883928571,0.432477678571429,0.529436383928571,0.364815848214286,0.524553571428571,0.363420758928571,0.656972223932037,0.461475010102926,0.552095044343376,0.402497377354559,0.551395694159757,0.393812125016965
24.2,0.655691964285714,0.431780133928571,0.523856026785714,0.357142857142857,0.523158482142857,0.345982142857143,0.657942716998465,0.462290490073107,0.552645538278245,0.402969622928118,0.551936460832758,0.394306746638185
24.3,0.650111607142857,0.435267857142857,0.532924107142857,0.371791294642857,0.528041294642857,0.359235491071429,0.658905967813032,0.463100835081925,0.553190582296116,0.403437660456761,0.552471819689767,0.394797169558981
24.4,0.654994419642857,0.435267857142857,0.5517578125,0.3662109375,0.529436383928571,0.355747767857143,0.659862030420648,0.463906077463501,0.553730230351433,0.40390152743717,0.553001824810437,0.39528342942091
24.5,0.651506696428571,0.435267857142857,0.535016741071429,0.362723214285714,0.535016741071429,0.368303571428571,0.660810958462919,0.464706249348353,0.554264535864492,0.404361261031904,0.553526529733609,0.39576556156298
24.6,0.653599330357143,0.435267857142857,0.532924107142857,0.369001116071429,0.539202008928571,0.357142857142857,0.661752805181152,0.465501382664676,0.554793551726723,0.404816898072379,0.554045987462722,0.396243601024215
24.7,0.661969866071429,0.44921875,0.539202008928571,0.362025669642857,0.544782366071429,0.352957589285714,0.662687623419342,0.466291509139622,0.555317330305929,0.405268475061815,0.554560250471163,0.396717582546204
24.8,0.654994419642857,0.432477678571429,0.539899553571429,0.372488839285714,0.537806919642857,0.366908482142857,0.663615465627141,0.467076660300557,0.55583592345147,0.405716028178163,0.555069370707574,0.397187540575624
24.9,0.666852678571429,0.440848214285714,0.530831473214286,0.372488839285714,0.535714285714286,0.367606026785714,0.664536383862797,0.467856867476326,0.556349382499394,0.406159593277001,0.555573399601095,0.397653509266743
25,0.6640625,0.446428571428571,0.534319196428571,0.368303571428571,0.539202008928571,0.370396205357143,0.665450429796077,0.4686321617985,0.556857758277519,0.406599205894412,0.556072388066559,0.398115522483906
25.1,0.650809151785714,0.438755580357143,0.533621651785714,0.364815848214286,0.531529017857143,0.3564453125,0.666357654711164,0.46940257420262,0.557361101110466,0.407034901249823,0.556566386509638,0.39857361380399
25.2,0.653599330357143,0.449916294642857,0.541294642857143,0.378069196428571,0.530831473214286,0.354352678571429,0.667258109509537,0.470168135429429,0.557859460824639,0.407466714248834,0.557055444831934,0.399027816518851
25.3,0.660574776785714,0.4443359375,0.534319196428571,0.364118303571429,0.514090401785714,0.349469866071429,0.668151844712825,0.4709288760261,0.558352886753159,0.407894679486009,0.557539612436018,0.399478163637737
25.4,0.652901785714286,0.436662946428571,0.545479910714286,0.3759765625,0.532924107142857,0.358537946428571,0.66903891046564,0.471684826347455,0.558841427740747,0.408318831247651,0.558018938230422,0.399924687889692
25.5,0.652204241071429,0.443638392857143,0.551060267857143,0.369698660714286,0.537806919642857,0.361328125,0.669919356538397,0.472436016557178,0.559325132148558,0.408739203514547,0.558493470634579,0.400367421725931
25.6,0.659877232142857,0.442243303571429,0.547572544642857,0.370396205357143,0.535016741071429,0.354352678571429,0.670793232330097,0.473182476629013,0.559804047858969,0.409155829964691,0.558963257583715,0.400806397322202
25.7,0.658482142857143,0.435267857142857,0.546177455357143,0.367606026785714,0.535016741071429,0.360630580357143,0.671660586871107,0.473924236347966,0.560278222280319,0.409568743975982,0.55942834653369,0.401241646581121
25.8,0.667550223214286,0.442940848214286,0.5224609375,0.367606026785714,0.530831473214286,0.365513392857143,0.672521468825906,0.47466132531149,0.560747702351604,0.409977978628898,0.559888784465792,0.401673201134491
25.9,0.662667410714286,0.436662946428571,0.535714285714286,0.372488839285714,0.534319196428571,0.381556919642857,0.673375926495818,0.475393772930668,0.561212534547119,0.410383566709148,0.560344617891484,0.402101092345604
26,0.658482142857143,0.442243303571429,0.537806919642857,0.3759765625,0.544084821428571,0.362723214285714,0.674224007821721,0.476121608431385,0.561672764881063,0.410785540710294,0.5607958928571,0.402525351311517
26.1,0.667550223214286,0.435267857142857,0.5517578125,0.373186383928571,0.544084821428571,0.362025669642857,0.675065760386735,0.476844860855495,0.562128438912092,0.41118393283636,0.5612426549485,0.402946008865311
26.2,0.651506696428571,0.441545758928571,0.5419921875,0.380859375,0.535714285714286,0.365513392857143,0.675901231418895,0.477563559061979,0.562579601747827,0.411578775004407,0.561684949295672,0.403363095578338
26.3,0.654296875,0.449916294642857,0.554547991071429,0.377371651785714,0.530831473214286,0.359235491071429,0.6767304677938,0.478277731728098,0.563026298049325,0.411970098847094,0.56212282057729,0.403776641762436
26.4,0.657087053571429,0.432477678571429,0.532924107142857,0.360630580357143,0.540597098214286,0.355050223214286,0.677553516037241,0.478987407350535,0.563468572035494,0.41235793571521,0.562556313025232,0.404186677472134
