t,r,y,ym,u,theta1,theta2,theta3
224.2,2,1.9949605488965,2.0253879252832,2.91629542487551,1.30774274372864,8.89201737973101,0.164636408097342
224.3,2,1.99472169266613,2.02485804842981,2.91661788754725,1.30774313137835,8.89201737891897,0.164636716233546
224.4,2,1.99448975936276,2.02433923075028,2.91693154126147,1.30774351483783,8.89201737812988,0.164637021342758
224.5,2,1.99426455385983,2.02383124142622,2.91723662817047,1.30774389417802,8.89201737736308,0.164637323470038
224.6,2,1.99404588646724,2.02333385445668,2.91753338385893,1.30774426946874,8.89201737661792,0.164637622659968
224.7,2,1.99383357278173,2.02284684855766,2.91782203751698,1.30774464077878,8.89201737589376,0.164637918956654
224.8,2,1.99362743354133,2.02237000706357,2.91810281211016,1.30774500817588,8.89201737519,0.164638212403721
224.9,2,1.99342729448369,2.02190311783096,2.91837592454479,1.30774537172675,8.89201737450604,0.164638503044314
225,2,1.99323298620831,2.02144597314401,2.91864158582906,1.30774573149705,8.8920173738413,0.164638790921094
225.1,2,1.99304434404246,2.02099836962223,2.91890000123022,1.30774608755146,8.89201737319523,0.164639076076238
225.2,2,1.9928612079108,2.0205601081299,2.9191513704275,1.30774643995363,8.89201737256728,0.164639358551439
225.3,2,1.99268342220848,2.02013099368751,2.91939588766134,1.30774678876623,8.89201737195692,0.164639638387903
225.4,2,1.9925108356777,2.01971083538502,2.91963374187852,1.30774713405095,8.89201737136363,0.164639915626352
225.5,2,1.99234330128768,2.0192994462969,2.91986511687394,1.3077474758685,8.89201737078692,0.164640190307023
225.6,2,1.99218067611782,2.01889664339899,2.92009019142828,1.30774781427866,8.89201737022631,0.164640462469667
225.7,2,1.99202282124411,2.01850224748706,2.9203091394426,1.30774814934023,8.89201736968133,0.16464073215355
225.8,2,1.99186960162856,2.01811608309711,2.92052213006885,1.3077484811111,8.89201736915151,0.164640999397457
225.9,2,1.99172088601177,2.01773797842726,2.92072932783768,1.30774880964822,8.89201736863642,0.164641264239689
226,2,1.99157654680827,2.01736776526137,2.92093089278242,1.30774913500764,8.89201736813563,0.164641526718066
226.1,2,1.99143646000487,2.01700527889415,2.92112698055986,1.3077494572445,8.89201736764872,0.16464178686993
226.2,2,1.99130050506166,2.01665035805793,2.92131774256837,1.30774977641306,8.89201736717529,0.164642044732143
226.3,2,1.99116856481583,2.01630284485087,2.92150332606234,1.3077500925667,8.89201736671494,0.164642300341094
226.4,2,1.991040525388,2.01596258466677,2.92168387426378,1.30775040575794,8.89201736626729,0.164642553732695
226.5,2,1.99091627609124,2.0156294261262,2.92185952647133,1.30775071603844,8.89201736583198,0.164642804942391
226.6,2,1.9907957093425,2.01530322100926,2.92203041816599,1.30775102345902,8.89201736540865,0.164643054005153
