time,spir_n,snimac1_n
283.7,0,0.0563070314273609
283.8,0,0.0416447026187736
283.9,0,0.0660448738101869
284,0,0.0644033783349336
284.1,0,0.04811344535968
284.2,0,0.0643755957177596
284.3,0,0.0497132669091727
284.4,0,0.048071771433919
284.5,0,0.052940692625332
284.6,0,0.0692028429834117
284.7,0,0.0464024933414914
284.8,0,0.0675474561995711
284.9,0,0.0512575232243175
285,0,0.0398504027490638
285.1,0,0.0642505739404768
285.2,0,0.0512158492985565
285.3,0,0.0723608121566362
285.4,0,0.0446776500147159
285.5,0,0.0576845920394623
285.6,0,0.054415492397542
285.7,0,0.069050038588955
285.8,0,0.0722913556137013
285.9,0,0.0429805893051144
286,0,0.044594302163194
286.1,0,0.0657392650212737
286.2,0,0.0559597487126868
286.3,0,0.0657114824040998
286.4,0,0.0640699869288461
286.5,0,0.0542904706202592
286.6,0,0.0705526209783389
286.7,0,0.0477522713364185
286.8,0,0.0509935883611649
286.9,0,0.0216828220525779
287,0,0.0542210140773243
287.1,0,0.0444414977687373
287.2,0,0.0444276064601503
287.3,0,0.04604131931823
287.4,0,0.0639310738429764
287.5,0,0.0655447867010561
287.6,0,0.0492548537258024
287.7,0,0.0459857540838821
287.8,0,0.0589926961086285
287.9,0,0.0557235964667081
288,0,0.0312956426581212
288.1,0,0.0410473763495342
288.2,0,0.0524267142076139
288.3,0,0.0556680312323602
288.4,0,0.0410057024237733
288.5,0,0.0475022277818529
288.6,0,0.0556263573065993
288.7,0,0.0360812159980123
288.8,0,0.0442053455227587
288.9,0,0.0409362458808384
289,0,0.0409223545722514
289.1,0,0.0490464840969977
289.2,0,0.0376393636217441
289.3,0,0.0522739098131571
289.4,0,0.0392391851712368
289.5,0,0.0327148771959835
289.6,0,0.0538598400540632
289.7,0,0.0668667820788095
289.8,0,0.0473216407702225
289.9,0,0.0277764994616356
290,0,0.00660375398638191
290.1,0,0.0375143418444616
290.2,0,0.0521488880358746
290.3,0,0.0277209342272876
290.4,0,0.0472382929187007
290.5,0,0.040713984943447
290.6,0,0.0293068644681934
290.7,0,0.0292929731596064
290.8,0,0.0439275193510194
290.9,0,0.0341480030424324
291,0,0.0357617159005121
291.1,0,0.0406306370919252
291.2,0,0.0373615374500048
291.3,0,0.0357200419747512
291.4,0,0.0373337548328309
291.5,0,0.0487130926909106
291.6,0,0.0356783680489903
291.7,0,0.0210160392404033
291.8,0,0.0356505854318163
291.9,0,0.032381485789896
292,0,0.0388780111479757
292.1,0,0.0404917240060554
292.2,0,0.0404778326974684
292.3,0,0.0306983163888814
292.4,0,0.0388224459136278
292.5,0,0.0339257421050408
292.6,0,0.0355394549631205
292.7,0,0.0518016053212002
292.8,0,0.0273736515126132
292.9,0,0.0403805935373596
293,0,0.0468771188954393
293.1,0,0.0305871859201856
293.2,0,0.0403389196115986
293.3,0,0.0419526324696783
293.4,0,0.0403111369944247
293.5,0,0.0321592248525044
293.6,0,0.0370281460439174
293.7,0,0.0386418589019971
293.8,0,0.0500211967600768
293.9,0,0.0223380346181565
294,0,0.0418553933095695
294.1,0,0.0385862936676492
294.2,0,0.0532208398590622
294.3,0,0.0613449693838085
294.4,0,0.0287789947418882
294.5,0,0.0450411450999679
294.6,0,0.0368892329580476
294.7,0,0.0368753416494606
294.8,0,0.044999471174207
294.9,0,0.0319647465322867
295,0,0.0482268968903664
295.1,0,0.046585401415113
295.2,0,0.0189022392731927
295.3,0,0.0546956396312721
295.4,0,0.0497989358226854
295.5,0,0.0335090028474318
295.6,0,0.0318675073721781
295.7,0,0.0318536160635912
295.8,0,0.0432329539216708
295.9,0,0.0432190626130839
296,0,0.0350671504711639
296.1,0,0.0562121133292436
296.2,0,0.0415497845206566
296.3,0,0.0366530807120696
296.4,0,0.0512876269034826
296.5,0,0.034997693928229
296.6,0,0.054515052619642
296.7,0,0.0431079321443884
296.8,0,0.0463492491691347
296.9,0,0.0447077536938811
297,0,0.0463214665519608
297.1,0,0.0251487210767071
297.2,0,0.0414108714347868
297.3,0,0.0495350009595332
297.4,0,0.0413830888176128
297.5,0,0.0413691975090259
297.6,0,0.0446105145337722
297.7,0,0.0494794357251852
297.8,0,0.0283066902499316
297.9,0,0.0494516531080113
298,0,0.0396721367994243
298.1,0,0.0494238704908373
298.2,0,0.0347615416822504
298.3,0,0.0298648378736634
298.4,0,0.0493821965650764
298.5,0,0.0379750760898228
298.6,0,0.0493544139479024
298.7,0,0.0542233351393155
298.8,0,0.0411886104973952
298.9,0,0.0379195108554748
299,0,0.0476712445468879
