t,r_l,r_g,r_gf,y,y_pb,u,u_g,u_l,u_pb,active_g,Ki_l,Kp_l
130.5,0,6.3412,6.34100121846774,6.181640625,6.17659505208333,3.54401631689143,0,3.54401631689143,3.99060420751648,0,1.84,3.58
130.6,0,6.3412,6.3410030651111,6.1865234375,6.17659505208333,3.52560746272476,0,3.52560746272476,3.99060420751648,0,1.84,3.58
130.7,0,6.3412,6.34100489469974,6.1474609375,6.17659505208333,3.66362438980809,0,3.66362438980809,3.99060420751648,0,1.84,3.58
130.8,0,6.3412,6.3410067073901,6.1474609375,6.17659505208333,3.66898506689143,0,3.66898506689143,3.99060420751648,0,1.84,3.58
130.9,0,6.3412,6.34100850333719,6.201171875,6.17659505208333,3.48206058772476,0,3.48206058772476,3.99060420751648,0,1.84,3.58
131,0,6.3412,6.34101028269459,6.171875,6.17659505208333,3.58242126480809,0,3.58242126480809,3.99060420751648,0,1.84,3.58
131.1,0,6.3412,6.34101204561451,6.181640625,6.17659505208333,3.54832881689143,0,3.54832881689143,3.99060420751648,0,1.84,3.58
131.2,0,6.3412,6.34101379224777,6.15234375,6.17659505208333,3.65228324397476,0,3.65228324397476,3.99060420751648,0,1.84,3.58
131.3,0,6.3412,6.34101552274379,6.181640625,6.17659505208333,3.55186267105809,0,3.55186267105809,3.99060420751648,0,1.84,3.58
131.4,0,6.3412,6.34101723725068,6.1767578125,6.17659505208333,3.56841475439143,0,3.56841475439143,3.99060420751648,0,1.84,3.58
131.5,0,6.3412,6.34101893591514,6.2060546875,6.17659505208333,3.46350199397476,0,3.46350199397476,3.99060420751648,0,1.84,3.58
131.6,0,6.3412,6.3410206188826,6.2060546875,6.17659505208333,3.45808142105809,0,3.45808142105809,3.99060420751648,0,1.84,3.58
131.7,0,6.3412,6.34102228629711,6.181640625,6.17659505208333,3.54006319189142,0,3.54006319189142,3.99060420751648,0,1.84,3.58
131.8,0,6.3412,6.34102393830145,6.1767578125,6.17659505208333,3.55661527522476,0,3.55661527522476,3.99060420751648,0,1.84,3.58
131.9,0,6.3412,6.34102557503707,6.171875,6.17659505208333,3.57406579605809,0,3.57406579605809,3.99060420751648,0,1.84,3.58
132,0,6.3412,6.34102719664415,6.181640625,6.17659505208333,3.53997334814142,0,3.53997334814142,3.99060420751648,0,1.84,3.58
132.1,0,6.3412,6.34102880326158,6.2060546875,6.17659505208333,3.45164261897476,0,3.45164261897476,3.99060420751648,0,1.84,3.58
132.2,0,6.3412,6.341030395027,6.1669921875,6.17659505208333,3.58606579605809,0,3.58606579605809,3.99060420751648,0,1.84,3.58
132.3,0,6.3412,6.34103197207678,6.142578125,6.17659505208333,3.67523506689142,0,3.67523506689142,3.99060420751648,0,1.84,3.58
132.4,0,6.3412,6.34103353454607,6.1865234375,6.17659505208333,3.52416996272476,0,3.52416996272476,3.99060420751648,0,1.84,3.58
132.5,0,6.3412,6.34103508256876,6.2109375,6.17659505208333,3.43494079605809,0,3.43494079605809,3.99060420751648,0,1.84,3.58
132.6,0,6.3412,6.34103661627754,6.2060546875,6.17659505208333,3.44610225439142,0,3.44610225439142,3.99060420751648,0,1.84,3.58
132.7,0,6.3412,6.34103813580389,6.2060546875,6.17659505208333,3.44068168147476,0,3.44068168147476,3.99060420751648,0,1.84,3.58
132.8,0,6.3412,6.34103964127809,6.181640625,6.17659505208333,3.52266345230809,0,3.52266345230809,3.99060420751648,0,1.84,3.58
132.9,0,6.3412,6.34104113282922,6.1767578125,6.17659505208333,3.53921553564142,0,3.53921553564142,3.99060420751648,0,1.84,3.58
133,0,6.3412,6.34104261058521,6.1767578125,6.17659505208333,3.53918558772476,0,3.53918558772476,3.99060420751648,0,1.84,3.58
133.1,0,6.3412,6.34104407467279,6.171875,6.17659505208333,3.55663610855809,0,3.55663610855809,3.99060420751648,0,1.84,3.58
133.2,0,6.3412,6.34104552521755,6.19140625,6.17659505208333,3.48758272314142,0,3.48758272314142,3.99060420751648,0,1.84,3.58
133.3,0,6.3412,6.34104696234396,6.220703125,6.17659505208333,3.37997465022476,0,3.37997465022476,3.99060420751648,0,1.84,3.58
133.4,0,6.3412,6.34104838617532,6.15234375,6.17659505208333,3.61658532730809,0,3.61658532730809,3.99060420751648,0,1.84,3.58
133.5,0,6.3412,6.34104979683381,6.171875,6.17659505208333,3.55112569189142,0,3.55112569189142,3.99060420751648,0,1.84,3.58
133.6,0,6.3412,6.34105119444052,6.1669921875,6.17659505208333,3.56947465022476,0,3.56947465022476,3.99060420751648,0,1.84,3.58
133.7,0,6.3412,6.34105257911541,6.181640625,6.17659505208333,3.51880017105809,0,3.51880017105809,3.99060420751648,0,1.84,3.58
133.8,0,6.3412,6.34105395097736,6.19140625,6.17659505208333,3.48291084814142,0,3.48291084814142,3.99060420751648,0,1.84,3.58
133.9,0,6.3412,6.34105531014416,6.15234375,6.17659505208333,3.62002933772476,0,3.62002933772476,3.99060420751648,0,1.84,3.58
134,0,6.3412,6.34105665673252,6.181640625,6.17659505208333,3.51960876480809,0,3.51960876480809,3.99060420751648,0,1.84,3.58
134.1,0,6.3412,6.3410579908581,6.162109375,6.17659505208333,3.58860225439142,0,3.58860225439142,3.99060420751648,0,1.84,3.58
134.2,0,6.3412,6.3410593126355,6.19140625,6.17659505208333,3.48638480647476,0,3.48638480647476,3.99060420751648,0,1.84,3.58
134.3,0,6.3412,6.34106062217827,6.1767578125,6.17659505208333,3.53610095230809,0,3.53610095230809,3.99060420751648,0,1.84,3.58
134.4,0,6.3412,6.34106191959891,6.201171875,6.17659505208333,3.44866866064142,0,3.44866866064142,3.99060420751648,0,1.84,3.58
134.5,0,6.3412,6.34106320500892,6.1572265625,6.17659505208333,3.60147074397476,0,3.60147074397476,3.99060420751648,0,1.84,3.58
134.6,0,6.3412,6.34106447851878,6.162109375,6.17659505208333,3.58755407730809,0,3.58755407730809,3.99060420751648,0,1.84,3.58
134.7,0,6.3412,6.34106574023794,6.171875,6.17659505208333,3.55525850439142,0,3.55525850439142,3.99060420751648,0,1.84,3.58
134.8,0,6.3412,6.34106699027486,6.171875,6.17659505208333,3.55612699397476,0,3.55612699397476,3.99060420751648,0,1.84,3.58
134.9,0,6.3412,6.34106822873702,6.19140625,6.17659505208333,3.48707360855809,0,3.48707360855809,3.99060420751648,0,1.84,3.58
135,0,6.3412,6.3410694557309,6.1669921875,6.17659505208333,3.57175069189142,0,3.57175069189142,3.99060420751648,0,1.84,3.58
135.1,0,6.3412,6.34107067136204,6.1767578125,6.17659505208333,3.53855668147476,0,3.53855668147476,3.99060420751648,0,1.84,3.58
135.2,0,6.3412,6.34107187573498,6.1767578125,6.17659505208333,3.53852673355809,0,3.53852673355809,3.99060420751648,0,1.84,3.58
135.3,0,6.3412,6.34107306895333,6.1962890625,6.17659505208333,3.46857491064142,0,3.46857491064142,3.99060420751648,0,1.84,3.58
135.4,0,6.3412,6.34107425111973,6.220703125,6.17659505208333,3.37754886897476,0,3.37754886897476,3.99060420751648,0,1.84,3.58
135.5,0,6.3412,6.34107542233592,6.19140625,6.17659505208333,3.47431579605809,0,3.47431579605809,3.99060420751648,0,1.84,3.58
135.6,0,6.3412,6.34107658270266,6.1474609375,6.17659505208333,3.62891475439142,0,3.62891475439142,3.99060420751648,0,1.84,3.58
135.7,0,6.3412,6.34107773231984,6.181640625,6.17659505208333,3.51191215022476,0,3.51191215022476,3.99060420751648,0,1.84,3.58
135.8,0,6.3412,6.3410788712864,6.1962890625,6.17659505208333,3.45854235855809,0,3.45854235855809,3.99060420751648,0,1.84,3.58
135.9,0,6.3412,6.3410799997004,6.220703125,6.17659505208333,3.36751631689142,0,3.36751631689142,3.99060420751648,0,1.84,3.58
136,0,6.3412,6.341081117659,6.1962890625,6.17659505208333,3.44680277522475,0,3.44680277522475,3.99060420751648,0,1.84,3.58
136.1,0,6.3412,6.34108222525845,6.181640625,6.17659505208333,3.49562048355809,0,3.49562048355809,3.99060420751648,0,1.84,3.58
136.2,0,6.3412,6.34108332259414,6.1474609375,6.17659505208333,3.61705537939142,0,3.61705537939142,3.99060420751648,0,1.84,3.58
136.3,0,6.3412,6.3410844097606,6.1474609375,6.17659505208333,3.62241605647475,0,3.62241605647475,3.99060420751648,0,1.84,3.58
136.4,0,6.3412,6.34108548685147,6.201171875,6.17659505208333,3.43549157730809,0,3.43549157730809,3.99060420751648,0,1.84,3.58
136.5,0,6.3412,6.34108655395954,6.201171875,6.17659505208333,3.43096944189142,0,3.43096944189142,3.99060420751648,0,1.84,3.58
136.6,0,6.3412,6.34108761117677,6.1669921875,6.17659505208333,3.54881058772475,0,3.54881058772475,3.99060420751648,0,1.84,3.58
136.7,0,6.3412,6.34108865859425,6.181640625,6.17659505208333,3.49813610855809,0,3.49813610855809,3.99060420751648,0,1.84,3.58
136.8,0,6.3412,6.34108969630227,6.1572265625,6.17659505208333,3.58461006689142,0,3.58461006689142,3.99060420751648,0,1.84,3.58
136.9,0,6.3412,6.34109072439027,6.1962890625,6.17659505208333,3.44833011897475,0,3.44833011897475,3.99060420751648,0,1.84,3.58
137,0,6.3412,6.34109174294688,6.201171875,6.17659505208333,3.42722595230809,0,3.42722595230809,3.99060420751648,0,1.84,3.58
137.1,0,6.3412,6.34109275205992,6.1767578125,6.17659505208333,3.51010616064142,0,3.51010616064142,3.99060420751648,0,1.84,3.58
137.2,0,6.3412,6.3410937518164,6.1767578125,6.17659505208333,3.51007621272475,0,3.51007621272475,3.99060420751648,0,1.84,3.58
137.3,0,6.3412,6.34109474230255,6.1865234375,6.17659505208333,3.47508532730809,0,3.47508532730809,3.99060420751648,0,1.84,3.58
137.4,0,6.3412,6.34109572360379,6.171875,6.17659505208333,3.52569991064142,0,3.52569991064142,3.99060420751648,0,1.84,3.58
137.5,0,6.3412,6.34109669580478,6.201171875,6.17659505208333,3.42168558772475,0,3.42168558772475,3.99060420751648,0,1.84,3.58
137.6,0,6.3412,6.34109765898938,6.2060546875,6.17659505208333,3.39968298355809,0,3.39968298355809,3.99060420751648,0,1.84,3.58
137.7,0,6.3412,6.34109861324072,6.171875,6.17659505208333,3.51662569189142,0,3.51662569189142,3.99060420751648,0,1.84,3.58
137.8,0,6.3412,6.34109955864113,6.1572265625,6.17659505208333,3.56993558772475,0,3.56993558772475,3.99060420751648,0,1.84,3.58
137.9,0,6.3412,6.3411004952722,6.1669921875,6.17659505208333,3.53853845230809,0,3.53853845230809,3.99060420751648,0,1.84,3.58
138,0,6.3412,6.3411014232148,6.1962890625,6.17659505208333,3.43542256689142,0,3.43542256689142,3.99060420751648,0,1.84,3.58
138.1,0,6.3412,6.34110234254901,6.1962890625,6.17659505208333,3.43179886897475,0,3.43179886897475,3.99060420751648,0,1.84,3.58
138.2,0,6.3412,6.34110325335421,6.1962890625,6.17659505208333,3.42817517105809,0,3.42817517105809,3.99060420751648,0,1.84,3.58
138.3,0,6.3412,6.34110415570906,6.142578125,6.17659505208333,3.61683662939142,0,3.61683662939142,3.99060420751648,0,1.84,3.58
138.4,0,6.3412,6.34110504969148,6.1279296875,6.17659505208333,3.67553715022475,0,3.67553715022475,3.99060420751648,0,1.84,3.58
138.5,0,6.3412,6.34110593537867,6.171875,6.17659505208333,3.52716735855809,0,3.52716735855809,3.99060420751648,0,1.84,3.58
138.6,0,6.3412,6.34110681284715,6.201171875,6.17659505208333,3.42315303564142,0,3.42315303564142,3.99060420751648,0,1.84,3.58
138.7,0,6.3412,6.34110768217273,6.19140625,6.17659505208333,3.45359183772475,0,3.45359183772475,3.99060420751648,0,1.84,3.58
138.8,0,6.3412,6.34110854343051,6.1669921875,6.17659505208333,3.53826892105809,0,3.53826892105809,3.99060420751648,0,1.84,3.58
138.9,0,6.3412,6.34110939669491,6.162109375,6.17659505208333,3.55751631689142,0,3.55751631689142,3.99060420751648,0,1.84,3.58
139,0,6.3412,6.34111024203969,6.15234375,6.17659505208333,3.59514261897475,0,3.59514261897475,3.99060420751648,0,1.84,3.58
139.1,0,6.3412,6.3411110795379,6.1767578125,6.17659505208333,3.51220251480809,0,3.51220251480809,3.99060420751648,0,1.84,3.58
139.2,0,6.3412,6.34111190926194,6.1669921875,6.17659505208333,3.54713350439142,0,3.54713350439142,3.99060420751648,0,1.84,3.58
139.3,0,6.3412,6.34111273128355,6.1669921875,6.17659505208333,3.54890043147475,0,3.54890043147475,3.99060420751648,0,1.84,3.58
139.4,0,6.3412,6.34111354567379,6.123046875,6.17659505208333,3.70799157730809,0,3.70799157730809,3.99060420751648,0,1.84,3.58
139.5,0,6.3412,6.34111435250311,6.123046875,6.17659505208333,3.71784444189142,0,3.71784444189142,3.99060420751648,0,1.84,3.58
139.6,0,6.3412,6.34111515184127,6.1376953125,6.17659505208333,3.67525590022475,0,3.67525590022475,3.99060420751648,0,1.84,3.58
139.7,0,6.3412,6.34111594375742,6.162109375,6.17659505208333,3.59501110855809,0,3.59501110855809,3.99060420751648,0,1.84,3.58
139.8,0,6.3412,6.34111672832006,6.181640625,6.17659505208333,3.52775459814142,0,3.52775459814142,3.99060420751648,0,1.84,3.58
139.9,0,6.3412,6.34111750559707,6.181640625,6.17659505208333,3.52682621272475,0,3.52682621272475,3.99060420751648,0,1.84,3.58
140,0,6.3412,6.34111827565571,6.1572265625,6.17659505208333,3.61330017105809,0,3.61330017105809,3.99060420751648,0,1.84,3.58
140.1,0,6.3412,6.34111903856262,6.1328125,6.17659505208333,3.70426631689142,0,3.70426631689142,3.99060420751648,0,1.84,3.58
140.2,0,6.3412,6.34111979438383,6.1865234375,6.17659505208333,3.52003715022475,0,3.52003715022475,3.99060420751648,0,1.84,3.58
140.3,0,6.3412,6.34112054318475,6.162109375,6.17659505208333,3.60561267105809,0,3.60561267105809,3.99060420751648,0,1.84,3.58
140.4,0,6.3412,6.34112128503021,6.1328125,6.17659505208333,3.71316084814142,0,3.71316084814142,3.99060420751648,0,1.84,3.58
140.5,0,6.3412,6.34112201998445,6.162109375,6.17659505208333,3.61633402522475,0,3.61633402522475,3.99060420751648,0,1.84,3.58
140.6,0,6.3412,6.3411227481111,6.171875,6.17659505208333,3.58403845230808,0,3.58403845230808,3.99060420751648,0,1.84,3.58
140.7,0,6.3412,6.34112346947323,6.2060546875,6.17659505208333,3.46254366064142,0,3.46254366064142,3.99060420751648,0,1.84,3.58
140.8,0,6.3412,6.34112418413329,6.1669921875,6.17659505208333,3.59696683772475,0,3.59696683772475,3.99060420751648,0,1.84,3.58
140.9,0,6.3412,6.34112489215321,6.19140625,6.17659505208333,3.51133142105808,0,3.51133142105808,3.99060420751648,0,1.84,3.58
141,0,6.3412,6.34112559359432,6.181640625,6.17659505208333,3.54356709814142,0,3.54356709814142,3.99060420751648,0,1.84,3.58
141.1,0,6.3412,6.34112628851738,6.162109375,6.17659505208333,3.61256058772475,0,3.61256058772475,3.99060420751648,0,1.84,3.58
141.2,0,6.3412,6.34112697698263,6.15234375,6.17659505208333,3.65018688980808,0,3.65018688980808,3.99060420751648,0,1.84,3.58
141.3,0,6.3412,6.34112765904972,6.201171875,6.17659505208333,3.47984444189142,0,3.47984444189142,3.99060420751648,0,1.84,3.58
141.4,0,6.3412,6.34112833477777,6.181640625,6.17659505208333,3.54524418147475,0,3.54524418147475,3.99060420751648,0,1.84,3.58
141.5,0,6.3412,6.34112900422536,6.1767578125,6.17659505208333,3.56179626480808,0,3.56179626480808,3.99060420751648,0,1.84,3.58
141.6,0,6.3412,6.34112966745051,6.1572265625,6.17659505208333,3.63168819189142,0,3.63168819189142,3.99060420751648,0,1.84,3.58
141.7,0,6.3412,6.34113032451074,6.1572265625,6.17659505208333,3.63525199397475,0,3.63525199397475,3.99060420751648,0,1.84,3.58
141.8,0,6.3412,6.34113097546302,6.1669921875,6.17659505208333,3.60385485855808,0,3.60385485855808,3.99060420751648,0,1.84,3.58
141.9,0,6.3412,6.34113162036381,6.201171875,6.17659505208333,3.48325850439142,0,3.48325850439142,3.99060420751648,0,1.84,3.58
142,0,6.3412,6.34113225926903,6.201171875,6.17659505208333,3.47873636897475,0,3.47873636897475,3.99060420751648,0,1.84,3.58
142.1,0,6.3412,6.34113289223411,6.1376953125,6.17659505208333,3.70146032730808,0,3.70146032730808,3.99060420751648,0,1.84,3.58
142.2,0,6.3412,6.34113351931396,6.1572265625,6.17659505208333,3.63869600439142,0,3.63869600439142,3.99060420751648,0,1.84,3.58
142.3,0,6.3412,6.34113414056299,6.1474609375,6.17659505208333,3.67722074397475,0,3.67722074397475,3.99060420751648,0,1.84,3.58
142.4,0,6.3412,6.34113475603511,6.201171875,6.17659505208333,3.49029626480808,0,3.49029626480808,3.99060420751648,0,1.84,3.58
142.5,0,6.3412,6.34113536578373,6.181640625,6.17659505208333,3.55569600439142,0,3.55569600439142,3.99060420751648,0,1.84,3.58
142.6,0,6.3412,6.34113596986178,6.1962890625,6.17659505208333,3.50232621272475,0,3.50232621272475,3.99060420751648,0,1.84,3.58
142.7,0,6.3412,6.34113656832168,6.1572265625,6.17659505208333,3.63854626480808,0,3.63854626480808,3.99060420751648,0,1.84,3.58
142.8,0,6.3412,6.34113716121541,6.1865234375,6.17659505208333,3.53722725439142,0,3.53722725439142,3.99060420751648,0,1.84,3.58
142.9,0,6.3412,6.34113774859442,6.2158203125,6.17659505208333,3.43051761897475,0,3.43051761897475,3.99060420751648,0,1.84,3.58
143,0,6.3412,6.34113833050973,6.171875,6.17659505208333,3.58062438980808,0,3.58062438980808,3.99060420751648,0,1.84,3.58
143.1,0,6.3412,6.34113890701188,6.1962890625,6.17659505208333,3.49409053564142,0,3.49409053564142,3.99060420751648,0,1.84,3.58
143.2,0,6.3412,6.34113947815093,6.1962890625,6.17659505208333,3.49046683772475,0,3.49046683772475,3.99060420751648,0,1.84,3.58
143.3,0,6.3412,6.3411400439765,6.1865234375,6.17659505208333,3.52180407730808,0,3.52180407730808,3.99060420751648,0,1.84,3.58
143.4,0,6.3412,6.34114060453775,6.1767578125,6.17659505208333,3.55493819189142,0,3.55493819189142,3.99060420751648,0,1.84,3.58
143.5,0,6.3412,6.34114115988337,6.1962890625,6.17659505208333,3.48498636897475,0,3.48498636897475,3.99060420751648,0,1.84,3.58
143.6,0,6.3412,6.34114171006163,6.2109375,6.17659505208333,3.42892126480808,0,3.42892126480808,3.99060420751648,0,1.84,3.58
143.7,0,6.3412,6.34114225512033,6.171875,6.17659505208333,3.56244600439142,0,3.56244600439142,3.99060420751648,0,1.84,3.58
143.8,0,6.3412,6.34114279510685,6.162109375,6.17659505208333,3.59827543147475,0,3.59827543147475,3.99060420751648,0,1.84,3.58
143.9,0,6.3412,6.34114333006813,6.142578125,6.17659505208333,3.67086267105808,0,3.67086267105808,3.99060420751648,0,1.84,3.58
144,0,6.3412,6.34114386005067,6.2158203125,6.17659505208333,3.41491475439142,0,3.41491475439142,3.99060420751648,0,1.84,3.58
144.1,0,6.3412,6.34114438510056,6.2060546875,6.17659505208333,3.44265824397475,0,3.44265824397475,3.99060420751648,0,1.84,3.58
144.2,0,6.3412,6.34114490526344,6.171875,6.17659505208333,3.55960095230808,0,3.55960095230808,3.99060420751648,0,1.84,3.58
144.3,0,6.3412,6.34114542058456,6.1669921875,6.17659505208333,3.57794991064141,0,3.57794991064141,3.99060420751648,0,1.84,3.58
144.4,0,6.3412,6.34114593110873,6.171875,6.17659505208333,3.56223636897475,0,3.56223636897475,3.99060420751648,0,1.84,3.58
144.5,0,6.3412,6.34114643688035,6.181640625,6.17659505208333,3.52814392105808,0,3.52814392105808,3.99060420751648,0,1.84,3.58
144.6,0,6.3412,6.34114693794343,6.220703125,6.17659505208333,3.38737178564142,0,3.38737178564142,3.99060420751648,0,1.84,3.58
144.7,0,6.3412,6.34114743434156,6.2158203125,6.17659505208333,3.39673636897475,0,3.39673636897475,3.99060420751648,0,1.84,3.58
144.8,0,6.3412,6.34114792611794,6.181640625,6.17659505208333,3.51188220230808,0,3.51188220230808,3.99060420751648,0,1.84,3.58
144.9,0,6.3412,6.34114841331535,6.162109375,6.17659505208333,3.58087569189142,0,3.58087569189142,3.99060420751648,0,1.84,3.58
145,0,6.3412,6.3411488959762,6.1865234375,6.17659505208333,3.49613871272475,0,3.49613871272475,3.99060420751648,0,1.84,3.58
145.1,0,6.3412,6.34114937414251,6.1767578125,6.17659505208333,3.52927282730808,0,3.52927282730808,3.99060420751648,0,1.84,3.58
145.2,0,6.3412,6.34114984785589,6.1865234375,6.17659505208333,3.49428194189141,0,3.49428194189141,3.99060420751648,0,1.84,3.58
145.3,0,6.3412,6.34115031715759,6.201171875,6.17659505208333,3.44001371272475,0,3.44001371272475,3.99060420751648,0,1.84,3.58
145.4,0,6.3412,6.34115078208847,6.1572265625,6.17659505208333,3.59281579605808,0,3.59281579605808,3.99060420751648,0,1.84,3.58
145.5,0,6.3412,6.34115124268901,6.162109375,6.17659505208333,3.57889912939141,0,3.57889912939141,3.99060420751648,0,1.84,3.58
145.6,0,6.3412,6.34115169899934,6.181640625,6.17659505208333,3.51164261897475,0,3.51164261897475,3.99060420751648,0,1.84,3.58
145.7,0,6.3412,6.34115215105919,6.181640625,6.17659505208333,3.51071423355808,0,3.51071423355808,3.99060420751648,0,1.84,3.58
145.8,0,6.3412,6.34115259890795,6.201171875,6.17659505208333,3.43986397314141,0,3.43986397314141,3.99060420751648,0,1.84,3.58
145.9,0,6.3412,6.34115304258462,6.181640625,6.17659505208333,3.50526371272475,0,3.50526371272475,3.99060420751648,0,1.84,3.58
146,0,6.3412,6.34115348212787,6.162109375,6.17659505208333,3.57425720230808,0,3.57425720230808,3.99060420751648,0,1.84,3.58
146.1,0,6.3412,6.34115391757599,6.162109375,6.17659505208333,3.57692256689141,0,3.57692256689141,3.99060420751648,0,1.84,3.58
146.2,0,6.3412,6.34115434896694,6.201171875,6.17659505208333,3.43974418147475,0,3.43974418147475,3.99060420751648,0,1.84,3.58
146.3,0,6.3412,6.34115477633831,6.2060546875,6.17659505208333,3.41774157730808,0,3.41774157730808,3.99060420751648,0,1.84,3.58
146.4,0,6.3412,6.34115519972736,6.171875,6.17659505208333,3.53468428564141,0,3.53468428564141,3.99060420751648,0,1.84,3.58
146.5,0,6.3412,6.341155619171,6.15234375,6.17659505208333,3.60547465022475,0,3.60547465022475,3.99060420751648,0,1.84,3.58
146.6,0,6.3412,6.34115603470579,6.1572265625,6.17659505208333,3.59245642105808,0,3.59245642105808,3.99060420751648,0,1.84,3.58
146.7,0,6.3412,6.34115644636796,6.181640625,6.17659505208333,3.50861787939141,0,3.50861787939141,3.99060420751648,0,1.84,3.58
146.8,0,6.3412,6.34115685419343,6.181640625,6.17659505208333,3.50768949397475,0,3.50768949397475,3.99060420751648,0,1.84,3.58
146.9,0,6.3412,6.34115725821774,6.181640625,6.17659505208333,3.50676110855808,0,3.50676110855808,3.99060420751648,0,1.84,3.58
147,0,6.3412,6.34115765847615,6.201171875,6.17659505208333,3.43591084814141,0,3.43591084814141,3.99060420751648,0,1.84,3.58
147.1,0,6.3412,6.34115805500357,6.1474609375,6.17659505208333,3.62367386897475,0,3.62367386897475,3.99060420751648,0,1.84,3.58
147.2,0,6.3412,6.3411584478346,6.1474609375,6.17659505208333,3.62903454605808,0,3.62903454605808,3.99060420751648,0,1.84,3.58
147.3,0,6.3412,6.3411588370035,6.171875,6.17659505208333,3.54699287939141,0,3.54699287939141,3.99060420751648,0,1.84,3.58
147.4,0,6.3412,6.34115922254424,6.181640625,6.17659505208333,3.51290043147475,0,3.51290043147475,3.99060420751648,0,1.84,3.58
147.5,0,6.3412,6.34115960449047,6.2060546875,6.17659505208333,3.42456970230808,0,3.42456970230808,3.99060420751648,0,1.84,3.58
147.6,0,6.3412,6.34115998287552,6.1572265625,6.17659505208333,3.59395381689141,0,3.59395381689141,3.99060420751648,0,1.84,3.58
147.7,0,6.3412,6.34116035773241,6.15234375,6.17659505208333,3.61499808772475,0,3.61499808772475,3.99060420751648,0,1.84,3.58
147.8,0,6.3412,6.34116072909389,6.1669921875,6.17659505208333,3.56701892105808,0,3.56701892105808,3.99060420751648,0,1.84,3.58
147.9,0,6.3412,6.34116109699236,6.181640625,6.17659505208333,3.51634444189141,0,3.51634444189141,3.99060420751648,0,1.84,3.58
148,0,6.3412,6.34116146145995,6.1865234375,6.17659505208333,3.49793558772475,0,3.49793558772475,3.99060420751648,0,1.84,3.58
148.1,0,6.3412,6.34116182252848,6.1865234375,6.17659505208333,3.49610876480808,0,3.49610876480808,3.99060420751648,0,1.84,3.58
148.2,0,6.3412,6.34116218022951,6.19140625,6.17659505208333,3.47680147314141,0,3.47680147314141,3.99060420751648,0,1.84,3.58
148.3,0,6.3412,6.34116253459426,6.1572265625,6.17659505208333,3.59643949397475,0,3.59643949397475,3.99060420751648,0,1.84,3.58
148.4,0,6.3412,6.34116288565369,6.1865234375,6.17659505208333,3.49512048355808,0,3.49512048355808,3.99060420751648,0,1.84,3.58
148.5,0,6.3412,6.34116323343847,6.1767578125,6.17659505208333,3.52825459814141,0,3.52825459814141,3.99060420751648,0,1.84,3.58
148.6,0,6.3412,6.341163577979,6.1767578125,6.17659505208333,3.52822465022475,0,3.52822465022475,3.99060420751648,0,1.84,3.58
148.7,0,6.3412,6.34116391930537,6.1865234375,6.17659505208333,3.49323376480808,0,3.49323376480808,3.99060420751648,0,1.84,3.58
148.8,0,6.3412,6.34116425744741,6.1865234375,6.17659505208333,3.49140694189141,0,3.49140694189141,3.99060420751648,0,1.84,3.58
148.9,0,6.3412,6.34116459243468,6.1328125,6.17659505208333,3.68186527522475,0,3.68186527522475,3.99060420751648,0,1.84,3.58
149,0,6.3412,6.34116492429646,6.201171875,6.17659505208333,3.44519470230808,0,3.44519470230808,3.99060420751648,0,1.84,3.58
149.1,0,6.3412,6.34116525306176,6.162109375,6.17659505208333,3.58051631689141,0,3.58051631689141,3.99060420751648,0,1.84,3.58
149.2,0,6.3412,6.34116557875933,6.1962890625,6.17659505208333,3.46081840022475,0,3.46081840022475,3.99060420751648,0,1.84,3.58
149.3,0,6.3412,6.34116590141764,6.1328125,6.17659505208333,3.68444079605808,0,3.68444079605808,3.99060420751648,0,1.84,3.58
149.4,0,6.3412,6.3411662210649,6.1572265625,6.17659505208333,3.60509444189141,0,3.60509444189141,3.99060420751648,0,1.84,3.58
149.5,0,6.3412,6.34116653772908,6.2109375,6.17659505208333,3.41637308772474,0,3.41637308772474,3.99060420751648,0,1.84,3.58
149.6,0,6.3412,6.34116685143787,6.2109375,6.17659505208333,3.41005407730808,0,3.41005407730808,3.99060420751648,0,1.84,3.58
149.7,0,6.3412,6.34116716221871,6.1767578125,6.17659505208333,3.52609834814141,0,3.52609834814141,3.99060420751648,0,1.84,3.58
149.8,0,6.3412,6.3411674700988,6.162109375,6.17659505208333,3.57850980647474,0,3.57850980647474,3.99060420751648,0,1.84,3.58
149.9,0,6.3412,6.34116777510505,6.1572265625,6.17659505208333,3.59865563980808,0,3.59865563980808,3.99060420751648,0,1.84,3.58
150,0,6.3412,6.34116807726417,6.1669921875,6.17659505208333,3.56725850439141,0,3.56725850439141,3.99060420751648,0,1.84,3.58
150.1,0,6.3412,6.3411683766026,6.1962890625,6.17659505208333,3.46414261897474,0,3.46414261897474,3.99060420751648,0,1.84,3.58
150.2,0,6.3412,6.34116867314654,6.1279296875,6.17659505208333,3.70524548355808,0,3.70524548355808,3.99060420751648,0,1.84,3.58
150.3,0,6.3412,6.34116896692193,6.181640625,6.17659505208333,3.52191475439141,0,3.52191475439141,3.99060420751648,0,1.84,3.58
150.4,0,6.3412,6.3411692579545,6.181640625,6.17659505208333,3.52098636897474,0,3.52098636897474,3.99060420751648,0,1.84,3.58
150.5,0,6.3412,6.34116954626973,6.1328125,6.17659505208333,3.69486267105808,0,3.69486267105808,3.99060420751648,0,1.84,3.58
