time,spir,snimac1,spir_n,snimac1_n
14.6,4,5.5517578125,0,-0.828968007540635
14.7,4,5.537109375,0,-0.843636303707613
14.8,4,5.546875,0,-0.83389053737459
14.9,4,5.576171875,0,-0.804613521041568
15,4,5.6005859375,0,-0.780219317208545
15.1,4,5.5859375,0,-0.794887613375523
15.2,4,5.5908203125,0,-0.7900246595425
15.3,4,5.5908203125,0,-0.790044518209478
15.4,4,5.6103515625,0,-0.770533126876455
15.5,4,5.634765625,0,-0.746138923043433
15.6,4,5.634765625,0,-0.746158781710411
15.7,4,5.6591796875,0,-0.721764577877388
15.8,4,5.6103515625,0,-0.770612561544366
15.9,4,5.634765625,0,-0.746218357711344
16,4,5.6494140625,0,-0.731589778878321
16.1,4,5.6396484375,0,-0.741375262545299
16.2,4,5.6884765625,0,-0.692566996212276
16.3,4,5.6591796875,0,-0.721883729879254
16.4,4,5.673828125,0,-0.707255151046231
16.5,4,5.6884765625,0,-0.692626572213209
16.6,4,5.7080078125,0,-0.673115180880187
16.7,4,5.68359375,0,-0.697549102047164
16.8,4,5.625,0,-0.756162710714142
16.9,4,5.6689453125,0,-0.712237256881119
17,4,5.6640625,0,-0.717139928048097
17.1,4,5.6982421875,0,-0.682980099215074
17.2,4,5.6884765625,0,-0.692765582882052
17.3,4,5.68359375,0,-0.69766825404903
17.4,4,5.703125,0,-0.678156862716008
17.5,4,5.6787109375,0,-0.702590783882985
17.6,4,5.7275390625,0,-0.653782517549963
17.7,4,5.732421875,0,-0.64891956371694
17.8,4,5.76171875,0,-0.619642547383918
17.9,4,5.7275390625,0,-0.653842093550895
18,4,5.7080078125,0,-0.673393202217873
18.1,4,5.7373046875,0,-0.64411618588485
18.2,4,5.7373046875,0,-0.644136044551828
18.3,4,5.771484375,0,-0.609976215718805
18.4,4,5.7666015625,0,-0.614878886885783
18.5,4,5.76171875,0,-0.61978155805276
18.6,4,5.732421875,0,-0.649098291719739
18.7,4,5.7470703125,0,-0.634469712886716
18.8,4,5.7666015625,0,-0.614958321553694
18.9,4,5.7373046875,0,-0.644275055220671
19,4,5.76171875,0,-0.619880851387649
19.1,4,5.7568359375,0,-0.624783522554626
19.2,4,5.78125,0,-0.600389318721604
19.3,4,5.8056640625,0,-0.575995114888581
19.4,4,5.751953125,0,-0.629725911055559
19.5,4,5.78125,0,-0.600448894722536
19.6,4,5.78125,0,-0.600468753389514
19.7,4,5.7861328125,0,-0.595605799556491
19.8,4,5.8154296875,0,-0.566328783223469
19.9,4,5.8056640625,0,-0.576114266890446
20,4,5.80078125,0,-0.581016938057425
20.1,4,5.8154296875,0,-0.566388359224402
20.2,4,5.7861328125,0,-0.59570509289138
20.3,4,5.810546875,0,-0.571310889058357
20.4,4,5.8203125,0,-0.561565122725335
20.5,4,5.8251953125,0,-0.556702168892312
20.6,4,5.810546875,0,-0.57137046505929
20.7,4,5.7568359375,0,-0.625101261226267
20.8,4,5.791015625,0,-0.590941432393245
20.9,4,5.830078125,0,-0.551898791060222
21,4,5.8203125,0,-0.5616842747272
21.1,4,5.849609375,0,-0.532407258394177
21.2,4,5.8447265625,0,-0.537309929561155
21.3,4,5.791015625,0,-0.591040725728133
21.4,4,5.8349609375,0,-0.547115271895111
21.5,4,5.830078125,0,-0.552017943062088
21.6,4,5.8544921875,0,-0.527623739229066
21.7,4,5.859375,0,-0.522760785396043
21.8,4,5.859375,0,-0.522780644063021
21.9,4,5.83984375,0,-0.542331752729998
22,4,5.9033203125,0,-0.478875048896976
22.1,4,5.8740234375,0,-0.508191782563953
22.2,4,5.8837890625,0,-0.498446016230931
22.3,4,5.8740234375,0,-0.508231499897908
22.4,4,5.8447265625,0,-0.537548233564886
22.5,4,5.8642578125,0,-0.518036842231863
22.6,4,5.9033203125,0,-0.478994200898841
22.7,4,5.8984375,0,-0.483896872065819
22.8,4,5.9130859375,0,-0.469268293232797
22.9,4,5.849609375,0,-0.532764714399774
23,4,5.8740234375,0,-0.508370510566752
23.1,4,5.8349609375,0,-0.547452869233729
23.2,4,5.8837890625,0,-0.498644602900707
23.3,4,5.8935546875,0,-0.488898836567684
23.4,4,5.8837890625,0,-0.498684320234662
23.5,4,5.8935546875,0,-0.488938553901639
23.6,4,5.8935546875,0,-0.488958412568617
23.7,4,5.9033203125,0,-0.479212646235594
23.8,4,5.9130859375,0,-0.469466879902572
23.9,4,5.908203125,0,-0.474369551069549
24,4,5.8935546875,0,-0.489037847236527
24.1,4,5.8642578125,0,-0.518354580903505
24.2,4,5.8935546875,0,-0.489077564570483
24.3,4,5.8935546875,0,-0.48909742323746
24.4,4,5.908203125,0,-0.474468844404438
24.5,4,5.908203125,0,-0.474488703071415
24.6,4,5.8837890625,0,-0.498922624238393
24.7,4,5.908203125,0,-0.47452842040537
24.8,4,5.91796875,0,-0.464782654072348
24.9,4,5.9326171875,0,-0.450154075239325
25,4,5.927734375,0,-0.455056746406303
25.1,4,5.8935546875,0,-0.48925629257328
25.2,4,5.87890625,0,-0.503924588740258
25.3,4,5.9228515625,0,-0.459999134907235
25.4,4,5.91796875,0,-0.464901806074214
25.5,4,5.9326171875,0,-0.450273227241191
25.6,4,5.947265625,0,-0.435644648408169
25.7,4,5.908203125,0,-0.474727007075146
25.8,4,5.908203125,0,-0.474746865742124
25.9,4,5.91796875,0,-0.465001099409101
26,4,5.9423828125,0,-0.440606895576079
26.1,4,5.9326171875,0,-0.450392379243056
26.2,4,5.8984375,0,-0.484591925410034
26.3,4,5.9033203125,0,-0.479728971577011
26.4,4,5.91796875,0,-0.465100392743989
26.5,4,5.95703125,0,-0.426057751410966
26.6,4,5.91796875,0,-0.465140110077944
26.7,4,5.9375,0,-0.445628718744921
26.8,4,5.8837890625,0,-0.4993595149119
26.9,4,5.9130859375,0,-0.470082498578877
27,4,5.947265625,0,-0.435922669745855
27.1,4,5.9521484375,0,-0.431059715912832
27.2,4,5.95703125,0,-0.42619676207981
27.3,4,5.9375,0,-0.445747870746787
27.4,4,5.9033203125,0,-0.479947416913765
27.5,4,5.9326171875,0,-0.450670400580742
27.6,4,5.9521484375,0,-0.43115900924772
27.7,4,5.9326171875,0,-0.450710117914698
27.8,4,5.95703125,0,-0.426315914081675
27.9,4,5.9130859375,0,-0.470281085248653
28,4,5.9521484375,0,-0.43123844391563
28.1,4,5.9228515625,0,-0.460555177582608
28.2,4,5.9619140625,0,-0.421512536249586
28.3,4,5.9423828125,0,-0.441063644916563
28.4,4,5.9228515625,0,-0.460614753583541
28.5,4,5.9130859375,0,-0.470400237250518
28.6,4,5.9521484375,0,-0.431357595917496
28.7,4,5.9375,0,-0.446025892084474
28.8,4,5.9716796875,0,-0.411866063251451
28.9,4,5.95703125,0,-0.426534359418429
29,4,5.9130859375,0,-0.470499530585406
29.1,4,5.9375,0,-0.446105326752384
29.2,4,5.9765625,0,-0.407062685419361
29.3,4,5.9765625,0,-0.407082544086339
29.4,4,5.9619140625,0,-0.421750840253316
29.5,4,5.9521484375,0,-0.431536323920294
29.6,4,5.9130859375,0,-0.470618682587272
29.7,4,5.947265625,0,-0.43645885375425
29.8,4,5.9521484375,0,-0.431595899921227
29.9,4,5.9716796875,0,-0.412084508588205
30,4,5.9521484375,0,-0.431635617255182
30.1,4,5.9375,0,-0.44630391342216
30.2,4,5.9814453125,0,-0.402378459589137
30.3,4,6.0009765625,0,-0.382867068256115
30.4,4,5.9912109375,0,-0.392652551923092
30.5,4,5.9619140625,0,-0.42196928559007
30.6,4,5.91796875,0,-0.465934456757047
30.7,4,5.927734375,0,-0.456188690424025
30.8,4,5.986328125,0,-0.397614799091002
30.9,4,5.95703125,0,-0.426931532757981
31,4,5.9619140625,0,-0.422068578924958
31.1,4,5.9716796875,0,-0.412322812591936
31.2,4,5.9228515625,0,-0.461170796258913
31.3,4,5.99609375,0,-0.387948467425891
31.4,4,5.9765625,0,-0.407499576092868
31.5,4,5.9765625,0,-0.407519434759846
31.6,4,5.947265625,0,-0.436836168426823
31.7,4,5.9423828125,0,-0.441738839593801
31.8,4,5.9521484375,0,-0.431993073260778
31.9,4,5.99609375,0,-0.388067619427756
32,4,6.0107421875,0,-0.373439040594733
32.1,4,6.0009765625,0,-0.383224524261711
32.2,4,5.9765625,0,-0.407658445428688
32.3,4,5.927734375,0,-0.456506429095667
32.4,4,6.0009765625,0,-0.383284100262644
32.5,4,5.9716796875,0,-0.412600833929622
32.6,4,5.99609375,0,-0.388206630096599
32.7,4,6.0009765625,0,-0.383343676263577
32.8,4,5.9521484375,0,-0.432191659930554
32.9,4,5.9765625,0,-0.407797456097532
33,4,5.9619140625,0,-0.422465752264509
33.1,4,5.9326171875,0,-0.451782485931487
33.2,4,6.0107421875,0,-0.373677344598464
33.3,4,5.9619140625,0,-0.422525328265442
33.4,4,5.966796875,0,-0.417662374432419
33.5,4,5.9716796875,0,-0.412799420599397
33.6,4,5.986328125,0,-0.398170841766374
33.7,4,6.015625,0,-0.368893825433353
33.8,4,6.015625,0,-0.36891368410033
33.9,4,5.99609375,0,-0.388464792767308
34,4,5.9716796875,0,-0.412898713934285
34.1,4,6.0205078125,0,-0.364090447601263
34.2,4,5.986328125,0,-0.39828999376824
34.3,4,6.005859375,0,-0.378778602435218
34.4,4,6.0009765625,0,-0.383681273602195
34.5,4,5.9619140625,0,-0.422763632269173
34.6,4,5.9912109375,0,-0.39348661593615
34.7,4,6.0205078125,0,-0.364209599603128
34.8,4,6.025390625,0,-0.359346645770105
34.9,4,6.03515625,0,-0.349600879437083
35,4,5.966796875,0,-0.41798011310406
35.1,4,5.986328125,0,-0.398468721771039
35.2,4,6.0205078125,0,-0.364308892938016
35.3,4,5.986328125,0,-0.398508439104994
35.4,4,6.0107421875,0,-0.374114235271971
35.5,4,5.966796875,0,-0.418079406438949
35.6,4,5.986328125,0,-0.398568015105926
35.7,4,5.986328125,0,-0.398587873772904
35.8,4,6.0009765625,0,-0.383959294939881
35.9,4,5.99609375,0,-0.388861966106859
36,4,6.0400390625,0,-0.344936512273836
36.1,4,5.99609375,0,-0.388901683440814
36.2,4,5.99609375,0,-0.388921542107791
36.3,4,6.03515625,0,-0.349878900774769
36.4,4,5.99609375,0,-0.388961259441747
36.5,4,6.005859375,0,-0.379215493108725
36.6,4,5.99609375,0,-0.389000976775702
36.7,4,6.0009765625,0,-0.38413802294268
36.8,4,6.025390625,0,-0.359743819109657
36.9,4,6.0205078125,0,-0.364646490276635
37,4,6.0400390625,0,-0.345135098943612
37.1,4,6.025390625,0,-0.35980339511059
37.2,4,5.99609375,0,-0.389120128777567
37.3,4,6.015625,0,-0.369608737444545
37.4,4,6.0107421875,0,-0.374511408611522
37.5,4,6.0693359375,0,-0.3159375172785
37.6,4,6.025390625,0,-0.359902688445477
37.7,4,5.9912109375,0,-0.394102234612455
37.8,4,6.005859375,0,-0.379473655779433
37.9,4,6.044921875,0,-0.340431014446411
38,4,6.03515625,0,-0.350216498113388
38.1,4,6.07421875,0,-0.311173856780366
38.2,4,6.03515625,0,-0.350256215447343
38.3,4,6.015625,0,-0.369807324114321
38.4,4,6.0009765625,0,-0.384475620281298
38.5,4,6.0302734375,0,-0.355198603948276
38.6,4,6.025390625,0,-0.360101275115253
38.7,4,6.0302734375,0,-0.355238321282231
38.8,4,6.0009765625,0,-0.384555054949208
38.9,4,6.015625,0,-0.369926476116186
39,4,6.025390625,0,-0.360180709783164
39.1,4,6.064453125,0,-0.321138068450141
39.2,4,6.0693359375,0,-0.316275114617119
39.3,4,6.0693359375,0,-0.316294973284097
39.4,4,6.025390625,0,-0.360260144451074
39.5,4,6.0205078125,0,-0.365162815618052
39.6,4,6.0546875,0,-0.331002986785029
39.7,4,6.0498046875,0,-0.335905657952007
39.8,4,6.0546875,0,-0.331042704118985
39.9,4,6.015625,0,-0.370125062785962
40,4,6.025390625,0,-0.36037929645294
40.1,4,6.064453125,0,-0.321336655119917
40.2,4,6.0595703125,0,-0.326239326286895
40.3,4,6.0791015625,0,-0.306727934953872
40.4,4,6.0498046875,0,-0.33604466862085
40.5,4,6.07421875,0,-0.311650464787828
40.6,4,6.09375,0,-0.292139073454805
40.7,4,6.064453125,0,-0.321455807121783
40.8,4,6.083984375,0,-0.301944415788761
40.9,4,6.0888671875,0,-0.297081461955738
41,4,6.0205078125,0,-0.365460695622716
41.1,4,6.044921875,0,-0.341066491789693
41.2,4,6.064453125,0,-0.321555100456671
41.3,4,6.0498046875,0,-0.336223396623648
41.4,4,6.0595703125,0,-0.326477630290626
41.5,4,6.0595703125,0,-0.326497488957603
41.6,4,6.0400390625,0,-0.346048597624581
41.7,4,6.083984375,0,-0.302123143791558
41.8,4,6.0791015625,0,-0.307025814958536
41.9,4,6.0546875,0,-0.331459736125514
42,4,6.064453125,0,-0.321713969792492
42.1,4,6.025390625,0,-0.360796328459469
42.2,4,6.0546875,0,-0.331519312126447
42.3,4,6.083984375,0,-0.302242295793424
42.4,4,6.0595703125,0,-0.326676216960402
42.5,4,6.083984375,0,-0.302282013127379
42.6,4,6.0888671875,0,-0.297419059294357
42.7,4,6.0546875,0,-0.331618605461334
42.8,4,6.0693359375,0,-0.316990026628312
42.9,4,6.07421875,0,-0.312127072795289
43,4,6.0595703125,0,-0.326795368962267
43.1,4,6.083984375,0,-0.302401165129244
43.2,4,6.0302734375,0,-0.356131961296222
43.3,4,6.064453125,0,-0.3219721324632
43.4,4,6.07421875,0,-0.312226366130178
43.5,4,6.0546875,0,-0.331777474797155
43.6,4,6.0888671875,0,-0.297617645964133
43.7,4,6.09375,0,-0.29275469213111
43.8,4,6.0595703125,0,-0.326954238298088
43.9,4,6.09375,0,-0.292794409465065
44,4,6.07421875,0,-0.312345518132043
44.1,4,6.07421875,0,-0.31236537679902
44.2,4,6.0595703125,0,-0.327033672965998
44.3,4,6.0302734375,0,-0.356350406632975
44.4,4,6.0546875,0,-0.331956202799953
44.5,4,6.0546875,0,-0.33197606146693
44.6,4,6.0546875,0,-0.331995920133908
44.7,4,6.0986328125,0,-0.288070466300886
44.8,4,6.0986328125,0,-0.288090324967864
44.9,4,6.0546875,0,-0.332055496134841
45,4,6.0546875,0,-0.332075354801819
45.1,4,6.0986328125,0,-0.288149900968796
45.2,4,6.0791015625,0,-0.307701009635774
45.3,4,6.0693359375,0,-0.317486493302751
45.4,4,6.0498046875,0,-0.337037601969729
45.5,4,6.044921875,0,-0.341940273136706
45.6,4,6.064453125,0,-0.322428881803684
45.7,4,6.0888671875,0,-0.298034677970661
45.8,4,6.09375,0,-0.293171724137639
45.9,4,6.09375,0,-0.293191582804616
46,4,6.0595703125,0,-0.327391128971595
46.1,4,6.0791015625,0,-0.307879737638572
46.2,4,6.103515625,0,-0.28348553380555
46.3,4,6.11328125,0,-0.273739767472527
46.4,4,6.103515625,0,-0.283525251139505
46.5,4,6.064453125,0,-0.322607609806482
46.6,4,6.0791015625,0,-0.30797903097346
46.7,4,6.0986328125,0,-0.288467639640437
46.8,4,6.1181640625,0,-0.268956248307415
46.9,4,6.103515625,0,-0.283624544474392
47,4,6.0693359375,0,-0.31782409064137
47.1,4,6.0791015625,0,-0.308078324308347
47.2,4,6.1279296875,0,-0.259270057975325
47.3,4,6.0986328125,0,-0.288586791642302
47.4,4,6.1376953125,0,-0.249544150309281
47.5,4,6.103515625,0,-0.283743696476258
47.6,4,6.064453125,0,-0.322826055143236
47.7,4,6.064453125,0,-0.322845913810213
47.8,4,6.07421875,0,-0.313100147477191
47.9,4,6.09375,0,-0.293588756144168
48,4,6.1181640625,0,-0.269194552311146
48.1,4,6.103515625,0,-0.283862848478123
48.2,4,6.0546875,0,-0.332710832145101
48.3,4,6.1328125,0,-0.254605690812078
48.4,4,6.09375,0,-0.293688049479056
48.5,4,6.123046875,0,-0.264411033146033
48.6,4,6.11328125,0,-0.274196516813011
48.7,4,6.123046875,0,-0.264450750479988
48.8,4,6.09375,0,-0.293767484146967
48.9,4,6.103515625,0,-0.284021717813944
49,4,6.09375,0,-0.293807201480922
49.1,4,6.1181640625,0,-0.269412997647899
49.2,4,6.0888671875,0,-0.298729731314877
49.3,4,6.09375,0,-0.293866777481854
49.4,4,6.123046875,0,-0.264589761148832
49.5,4,6.064453125,0,-0.323203369815809
49.6,4,6.0986328125,0,-0.289043540982787
49.7,4,6.1328125,0,-0.254883712149764
49.8,4,6.0595703125,0,-0.328145758316742
49.9,4,6.0693359375,0,-0.318399991983719
50,4,6.09375,0,-0.294005788150697
50.1,4,6.0986328125,0,-0.289142834317675
50.2,4,6.0986328125,0,-0.289162692984653
50.3,4,6.09375,0,-0.29406536415163
50.4,4,6.083984375,0,-0.303850847818608
50.5,4,6.0693359375,0,-0.318519143985585
50.6,4,6.09375,0,-0.294124940152563
50.7,4,6.083984375,0,-0.30391042381954
50.8,4,6.1474609375,0,-0.240453719986518
50.9,4,6.0595703125,0,-0.328364203653496
51,4,6.0693359375,0,-0.318618437320473
51.1,4,6.123046875,0,-0.264927358487451
51.2,4,6.1083984375,0,-0.279595654654428
51.3,4,6.09375,0,-0.294263950821406
51.4,4,6.0888671875,0,-0.299166621988383
51.5,4,6.083984375,0,-0.304069293155361
51.6,4,6.1083984375,0,-0.279675089322339
51.7,4,6.11328125,0,-0.274812135489316
51.8,4,6.123046875,0,-0.265066369156294
51.9,4,6.1181640625,0,-0.269969040323272
52,4,6.09375,0,-0.294402961490249
52.1,4,6.1328125,0,-0.255360320157227
52.2,4,6.1279296875,0,-0.260262991324204
52.3,4,6.103515625,0,-0.284696912491182
52.4,4,6.11328125,0,-0.274951146158159
52.5,4,6.09375,0,-0.294502254825137
52.6,4,6.07421875,0,-0.314053363492114
52.7,4,6.103515625,0,-0.284776347159092
52.8,4,6.1328125,0,-0.255499330826069
52.9,4,6.103515625,0,-0.284816064493048
53,4,6.1181640625,0,-0.270187485660025
53.1,4,6.07421875,0,-0.314152656827003
53.2,4,6.11328125,0,-0.27511001549398
53.3,4,6.1279296875,0,-0.260481436660958
53.4,4,6.1181640625,0,-0.270266920327935
53.5,4,6.1279296875,0,-0.260521153994913
53.6,4,6.07421875,0,-0.31425195016189
53.7,4,6.1181640625,0,-0.270326496328868
53.8,4,6.1181640625,0,-0.270346354995845
53.9,4,6.09375,0,-0.294780276162823
54,4,6.1328125,0,-0.2557376348298
54.1,4,6.1279296875,0,-0.260640305996778
54.2,4,6.09375,0,-0.294839852163755
54.3,4,6.103515625,0,-0.285094085830734
54.4,4,6.103515625,0,-0.285113944497711
54.5,4,6.1181640625,0,-0.270485365664689
54.6,4,6.1328125,0,-0.255856786831666
54.7,4,6.07421875,0,-0.314470395498644
54.8,4,6.09375,0,-0.294959004165621
54.9,4,6.1083984375,0,-0.280330425332599
55,4,6.07421875,0,-0.314529971499576
55.1,4,6.1474609375,0,-0.241307642666554
55.2,4,6.11328125,0,-0.275507188833531
55.3,4,6.0888671875,0,-0.299941110000509
55.4,4,6.11328125,0,-0.275546906167486
55.5,4,6.1474609375,0,-0.241387077334464
55.6,4,6.1181640625,0,-0.270703811001442
55.7,4,6.142578125,0,-0.24630960716842
55.8,4,6.11328125,0,-0.275626340835397
55.9,4,6.0986328125,0,-0.290294637002375
56,4,6.11328125,0,-0.275666058169352
56.1,4,6.1328125,0,-0.25615466683633
56.2,4,6.1328125,0,-0.256174525503307
56.3,4,6.142578125,0,-0.246428759170285
56.4,4,6.11328125,0,-0.275745492837262
56.5,4,6.1474609375,0,-0.24158566400424
56.6,4,6.1474609375,0,-0.241605522671217
56.7,4,6.1669921875,0,-0.222094131338195
56.8,4,6.142578125,0,-0.246528052505172
56.9,4,6.0888671875,0,-0.30025884867215
57,4,6.1279296875,0,-0.261216207339128
57.1,4,6.142578125,0,-0.246587628506106
57.2,4,6.1083984375,0,-0.280787174673083
57.3,4,6.142578125,0,-0.246627345840061
57.4,4,6.1474609375,0,-0.241764392007038
57.5,4,6.0986328125,0,-0.290612375674016
57.6,4,6.1328125,0,-0.256452546840993
57.7,4,6.1376953125,0,-0.251589593007971
57.8,4,6.1669921875,0,-0.222312576674948
57.9,4,6.1328125,0,-0.256512122841926
58,4,6.0888671875,0,-0.300477294008903
58.1,4,6.09375,0,-0.295614340175881
58.2,4,6.142578125,0,-0.246806073842858
58.3,4,6.1376953125,0,-0.251708745009836
58.4,4,6.1328125,0,-0.256611416176814
58.5,4,6.0693359375,0,-0.320107837343792
58.6,4,6.0986328125,0,-0.290830821010769
58.7,4,6.1572265625,0,-0.232256929677747
58.8,4,6.162109375,0,-0.227393975844724
58.9,4,6.1572265625,0,-0.232296647011702
59,4,6.1328125,0,-0.256730568178679
59.1,4,6.15234375,0,-0.237219176845657
59.2,4,6.142578125,0,-0.247004660512634
59.3,4,6.171875,0,-0.217727644179612
59.4,4,6.1669921875,0,-0.222630315346589
59.5,4,6.142578125,0,-0.247064236513567
59.6,4,6.11328125,0,-0.276380970180544
59.7,4,6.15234375,0,-0.237338328847522
59.8,4,6.1572265625,0,-0.2324753750145
59.9,4,6.1767578125,0,-0.212963983681478
60,4,6.1767578125,0,-0.212983842348455
60.1,4,6.15234375,0,-0.237417763515433
